state_id,subdivision,year,month,season,regime_id,regime_assignment_version,previous_state_id,previous_regime_id,regime_changed,consecutive_months_in_current_regime,regime_duration
chhattisgarh_1912_10,Chhattisgarh,1912,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1912_09,REGIME_01,False,4,4
chhattisgarh_1912_11,Chhattisgarh,1912,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1912_10,REGIME_01,False,5,5
chhattisgarh_1912_12,Chhattisgarh,1912,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1912_11,REGIME_01,False,6,6
chhattisgarh_1913_01,Chhattisgarh,1913,1,WINTER,REGIME_01,v1,chhattisgarh_1912_12,REGIME_01,False,7,7
chhattisgarh_1913_02,Chhattisgarh,1913,2,WINTER,REGIME_01,v1,chhattisgarh_1913_01,REGIME_01,False,8,8
chhattisgarh_1913_03,Chhattisgarh,1913,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1913_02,REGIME_01,False,9,9
chhattisgarh_1913_04,Chhattisgarh,1913,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1913_03,REGIME_01,False,10,10
chhattisgarh_1913_05,Chhattisgarh,1913,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1913_04,REGIME_01,False,11,11
chhattisgarh_1913_06,Chhattisgarh,1913,6,MONSOON,REGIME_01,v1,chhattisgarh_1913_05,REGIME_01,False,12,12
chhattisgarh_1913_07,Chhattisgarh,1913,7,MONSOON,REGIME_01,v1,chhattisgarh_1913_06,REGIME_01,False,13,13
chhattisgarh_1913_08,Chhattisgarh,1913,8,MONSOON,REGIME_02,v1,chhattisgarh_1913_07,REGIME_01,True,1,1
chhattisgarh_1913_09,Chhattisgarh,1913,9,MONSOON,REGIME_02,v1,chhattisgarh_1913_08,REGIME_02,False,2,2
chhattisgarh_1913_10,Chhattisgarh,1913,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1913_09,REGIME_02,True,1,1
chhattisgarh_1913_11,Chhattisgarh,1913,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1913_10,REGIME_01,False,2,2
chhattisgarh_1913_12,Chhattisgarh,1913,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1913_11,REGIME_01,False,3,3
chhattisgarh_1914_01,Chhattisgarh,1914,1,WINTER,REGIME_01,v1,chhattisgarh_1913_12,REGIME_01,False,4,4
chhattisgarh_1914_02,Chhattisgarh,1914,2,WINTER,REGIME_01,v1,chhattisgarh_1914_01,REGIME_01,False,5,5
chhattisgarh_1914_03,Chhattisgarh,1914,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1914_02,REGIME_01,False,6,6
chhattisgarh_1914_04,Chhattisgarh,1914,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1914_03,REGIME_01,False,7,7
chhattisgarh_1914_05,Chhattisgarh,1914,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1914_04,REGIME_01,False,8,8
chhattisgarh_1914_06,Chhattisgarh,1914,6,MONSOON,REGIME_01,v1,chhattisgarh_1914_05,REGIME_01,False,9,9
chhattisgarh_1914_07,Chhattisgarh,1914,7,MONSOON,REGIME_01,v1,chhattisgarh_1914_06,REGIME_01,False,10,10
chhattisgarh_1914_08,Chhattisgarh,1914,8,MONSOON,REGIME_01,v1,chhattisgarh_1914_07,REGIME_01,False,11,11
chhattisgarh_1914_09,Chhattisgarh,1914,9,MONSOON,REGIME_01,v1,chhattisgarh_1914_08,REGIME_01,False,12,12
chhattisgarh_1914_10,Chhattisgarh,1914,10,POST_MONSOON,REGIME_02,v1,chhattisgarh_1914_09,REGIME_01,True,1,1
chhattisgarh_1914_11,Chhattisgarh,1914,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1914_10,REGIME_02,True,1,1
chhattisgarh_1914_12,Chhattisgarh,1914,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1914_11,REGIME_01,False,2,2
chhattisgarh_1915_01,Chhattisgarh,1915,1,WINTER,REGIME_01,v1,chhattisgarh_1914_12,REGIME_01,False,3,3
chhattisgarh_1915_02,Chhattisgarh,1915,2,WINTER,REGIME_01,v1,chhattisgarh_1915_01,REGIME_01,False,4,4
chhattisgarh_1915_03,Chhattisgarh,1915,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1915_02,REGIME_01,False,5,5
chhattisgarh_1915_04,Chhattisgarh,1915,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1915_03,REGIME_01,False,6,6
chhattisgarh_1915_05,Chhattisgarh,1915,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1915_04,REGIME_01,False,7,7
chhattisgarh_1915_06,Chhattisgarh,1915,6,MONSOON,REGIME_02,v1,chhattisgarh_1915_05,REGIME_01,True,1,1
chhattisgarh_1915_07,Chhattisgarh,1915,7,MONSOON,REGIME_01,v1,chhattisgarh_1915_06,REGIME_02,True,1,1
chhattisgarh_1915_08,Chhattisgarh,1915,8,MONSOON,REGIME_01,v1,chhattisgarh_1915_07,REGIME_01,False,2,2
chhattisgarh_1915_09,Chhattisgarh,1915,9,MONSOON,REGIME_01,v1,chhattisgarh_1915_08,REGIME_01,False,3,3
chhattisgarh_1915_10,Chhattisgarh,1915,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1915_09,REGIME_01,False,4,4
chhattisgarh_1915_11,Chhattisgarh,1915,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1915_10,REGIME_01,False,5,5
chhattisgarh_1915_12,Chhattisgarh,1915,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1915_11,REGIME_01,False,6,6
chhattisgarh_1916_01,Chhattisgarh,1916,1,WINTER,REGIME_01,v1,chhattisgarh_1915_12,REGIME_01,False,7,7
chhattisgarh_1916_02,Chhattisgarh,1916,2,WINTER,REGIME_01,v1,chhattisgarh_1916_01,REGIME_01,False,8,8
chhattisgarh_1916_03,Chhattisgarh,1916,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1916_02,REGIME_01,False,9,9
chhattisgarh_1916_04,Chhattisgarh,1916,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1916_03,REGIME_01,False,10,10
chhattisgarh_1916_05,Chhattisgarh,1916,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1916_04,REGIME_01,False,11,11
chhattisgarh_1916_06,Chhattisgarh,1916,6,MONSOON,REGIME_01,v1,chhattisgarh_1916_05,REGIME_01,False,12,12
chhattisgarh_1916_07,Chhattisgarh,1916,7,MONSOON,REGIME_02,v1,chhattisgarh_1916_06,REGIME_01,True,1,1
chhattisgarh_1916_08,Chhattisgarh,1916,8,MONSOON,REGIME_01,v1,chhattisgarh_1916_07,REGIME_02,True,1,1
chhattisgarh_1916_09,Chhattisgarh,1916,9,MONSOON,REGIME_01,v1,chhattisgarh_1916_08,REGIME_01,False,2,2
chhattisgarh_1916_10,Chhattisgarh,1916,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1916_09,REGIME_01,False,3,3
chhattisgarh_1916_11,Chhattisgarh,1916,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1916_10,REGIME_01,False,4,4
chhattisgarh_1916_12,Chhattisgarh,1916,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1916_11,REGIME_01,False,5,5
chhattisgarh_1917_01,Chhattisgarh,1917,1,WINTER,REGIME_01,v1,chhattisgarh_1916_12,REGIME_01,False,6,6
chhattisgarh_1917_02,Chhattisgarh,1917,2,WINTER,REGIME_01,v1,chhattisgarh_1917_01,REGIME_01,False,7,7
chhattisgarh_1917_03,Chhattisgarh,1917,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1917_02,REGIME_01,False,8,8
chhattisgarh_1917_04,Chhattisgarh,1917,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1917_03,REGIME_01,False,9,9
chhattisgarh_1917_05,Chhattisgarh,1917,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1917_04,REGIME_01,False,10,10
chhattisgarh_1917_06,Chhattisgarh,1917,6,MONSOON,REGIME_01,v1,chhattisgarh_1917_05,REGIME_01,False,11,11
chhattisgarh_1917_07,Chhattisgarh,1917,7,MONSOON,REGIME_01,v1,chhattisgarh_1917_06,REGIME_01,False,12,12
chhattisgarh_1917_08,Chhattisgarh,1917,8,MONSOON,REGIME_01,v1,chhattisgarh_1917_07,REGIME_01,False,13,13
chhattisgarh_1917_09,Chhattisgarh,1917,9,MONSOON,REGIME_01,v1,chhattisgarh_1917_08,REGIME_01,False,14,14
chhattisgarh_1917_10,Chhattisgarh,1917,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1917_09,REGIME_01,False,15,15
chhattisgarh_1917_11,Chhattisgarh,1917,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1917_10,REGIME_01,False,16,16
chhattisgarh_1917_12,Chhattisgarh,1917,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1917_11,REGIME_01,False,17,17
chhattisgarh_1918_01,Chhattisgarh,1918,1,WINTER,REGIME_01,v1,chhattisgarh_1917_12,REGIME_01,False,18,18
chhattisgarh_1918_02,Chhattisgarh,1918,2,WINTER,REGIME_01,v1,chhattisgarh_1918_01,REGIME_01,False,19,19
chhattisgarh_1918_03,Chhattisgarh,1918,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1918_02,REGIME_01,False,20,20
chhattisgarh_1918_04,Chhattisgarh,1918,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1918_03,REGIME_01,False,21,21
chhattisgarh_1918_05,Chhattisgarh,1918,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1918_04,REGIME_01,False,22,22
chhattisgarh_1918_06,Chhattisgarh,1918,6,MONSOON,REGIME_01,v1,chhattisgarh_1918_05,REGIME_01,False,23,23
chhattisgarh_1918_07,Chhattisgarh,1918,7,MONSOON,REGIME_02,v1,chhattisgarh_1918_06,REGIME_01,True,1,1
chhattisgarh_1918_08,Chhattisgarh,1918,8,MONSOON,REGIME_01,v1,chhattisgarh_1918_07,REGIME_02,True,1,1
chhattisgarh_1918_09,Chhattisgarh,1918,9,MONSOON,REGIME_02,v1,chhattisgarh_1918_08,REGIME_01,True,1,1
chhattisgarh_1918_10,Chhattisgarh,1918,10,POST_MONSOON,REGIME_02,v1,chhattisgarh_1918_09,REGIME_02,False,2,2
chhattisgarh_1918_11,Chhattisgarh,1918,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1918_10,REGIME_02,True,1,1
chhattisgarh_1918_12,Chhattisgarh,1918,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1918_11,REGIME_01,False,2,2
chhattisgarh_1919_01,Chhattisgarh,1919,1,WINTER,REGIME_01,v1,chhattisgarh_1918_12,REGIME_01,False,3,3
chhattisgarh_1919_02,Chhattisgarh,1919,2,WINTER,REGIME_01,v1,chhattisgarh_1919_01,REGIME_01,False,4,4
chhattisgarh_1919_03,Chhattisgarh,1919,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1919_02,REGIME_01,False,5,5
chhattisgarh_1919_04,Chhattisgarh,1919,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1919_03,REGIME_01,False,6,6
chhattisgarh_1919_05,Chhattisgarh,1919,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1919_04,REGIME_01,False,7,7
chhattisgarh_1919_06,Chhattisgarh,1919,6,MONSOON,REGIME_01,v1,chhattisgarh_1919_05,REGIME_01,False,8,8
chhattisgarh_1919_07,Chhattisgarh,1919,7,MONSOON,REGIME_01,v1,chhattisgarh_1919_06,REGIME_01,False,9,9
chhattisgarh_1919_08,Chhattisgarh,1919,8,MONSOON,REGIME_01,v1,chhattisgarh_1919_07,REGIME_01,False,10,10
chhattisgarh_1919_09,Chhattisgarh,1919,9,MONSOON,REGIME_02,v1,chhattisgarh_1919_08,REGIME_01,True,1,1
chhattisgarh_1919_10,Chhattisgarh,1919,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1919_09,REGIME_02,True,1,1
chhattisgarh_1919_11,Chhattisgarh,1919,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1919_10,REGIME_01,False,2,2
chhattisgarh_1919_12,Chhattisgarh,1919,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1919_11,REGIME_01,False,3,3
chhattisgarh_1920_01,Chhattisgarh,1920,1,WINTER,REGIME_01,v1,chhattisgarh_1919_12,REGIME_01,False,4,4
chhattisgarh_1920_02,Chhattisgarh,1920,2,WINTER,REGIME_01,v1,chhattisgarh_1920_01,REGIME_01,False,5,5
chhattisgarh_1920_03,Chhattisgarh,1920,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1920_02,REGIME_01,False,6,6
chhattisgarh_1920_04,Chhattisgarh,1920,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1920_03,REGIME_01,False,7,7
chhattisgarh_1920_05,Chhattisgarh,1920,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1920_04,REGIME_01,False,8,8
chhattisgarh_1920_06,Chhattisgarh,1920,6,MONSOON,REGIME_02,v1,chhattisgarh_1920_05,REGIME_01,True,1,1
chhattisgarh_1920_07,Chhattisgarh,1920,7,MONSOON,REGIME_01,v1,chhattisgarh_1920_06,REGIME_02,True,1,1
chhattisgarh_1920_08,Chhattisgarh,1920,8,MONSOON,REGIME_01,v1,chhattisgarh_1920_07,REGIME_01,False,2,2
chhattisgarh_1920_09,Chhattisgarh,1920,9,MONSOON,REGIME_02,v1,chhattisgarh_1920_08,REGIME_01,True,1,1
chhattisgarh_1920_10,Chhattisgarh,1920,10,POST_MONSOON,REGIME_02,v1,chhattisgarh_1920_09,REGIME_02,False,2,2
chhattisgarh_1920_11,Chhattisgarh,1920,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1920_10,REGIME_02,True,1,1
chhattisgarh_1920_12,Chhattisgarh,1920,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1920_11,REGIME_01,False,2,2
chhattisgarh_1921_01,Chhattisgarh,1921,1,WINTER,REGIME_01,v1,chhattisgarh_1920_12,REGIME_01,False,3,3
chhattisgarh_1921_02,Chhattisgarh,1921,2,WINTER,REGIME_01,v1,chhattisgarh_1921_01,REGIME_01,False,4,4
chhattisgarh_1921_03,Chhattisgarh,1921,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1921_02,REGIME_01,False,5,5
chhattisgarh_1921_04,Chhattisgarh,1921,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1921_03,REGIME_01,False,6,6
chhattisgarh_1921_05,Chhattisgarh,1921,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1921_04,REGIME_01,False,7,7
chhattisgarh_1921_06,Chhattisgarh,1921,6,MONSOON,REGIME_01,v1,chhattisgarh_1921_05,REGIME_01,False,8,8
chhattisgarh_1921_07,Chhattisgarh,1921,7,MONSOON,REGIME_02,v1,chhattisgarh_1921_06,REGIME_01,True,1,1
chhattisgarh_1921_08,Chhattisgarh,1921,8,MONSOON,REGIME_01,v1,chhattisgarh_1921_07,REGIME_02,True,1,1
chhattisgarh_1921_09,Chhattisgarh,1921,9,MONSOON,REGIME_01,v1,chhattisgarh_1921_08,REGIME_01,False,2,2
chhattisgarh_1921_10,Chhattisgarh,1921,10,POST_MONSOON,REGIME_02,v1,chhattisgarh_1921_09,REGIME_01,True,1,1
chhattisgarh_1921_11,Chhattisgarh,1921,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1921_10,REGIME_02,True,1,1
chhattisgarh_1921_12,Chhattisgarh,1921,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1921_11,REGIME_01,False,2,2
chhattisgarh_1922_01,Chhattisgarh,1922,1,WINTER,REGIME_01,v1,chhattisgarh_1921_12,REGIME_01,False,3,3
chhattisgarh_1922_02,Chhattisgarh,1922,2,WINTER,REGIME_01,v1,chhattisgarh_1922_01,REGIME_01,False,4,4
chhattisgarh_1922_03,Chhattisgarh,1922,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1922_02,REGIME_01,False,5,5
chhattisgarh_1922_04,Chhattisgarh,1922,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1922_03,REGIME_01,False,6,6
chhattisgarh_1922_05,Chhattisgarh,1922,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1922_04,REGIME_01,False,7,7
chhattisgarh_1922_06,Chhattisgarh,1922,6,MONSOON,REGIME_01,v1,chhattisgarh_1922_05,REGIME_01,False,8,8
chhattisgarh_1922_07,Chhattisgarh,1922,7,MONSOON,REGIME_01,v1,chhattisgarh_1922_06,REGIME_01,False,9,9
chhattisgarh_1922_08,Chhattisgarh,1922,8,MONSOON,REGIME_02,v1,chhattisgarh_1922_07,REGIME_01,True,1,1
chhattisgarh_1922_09,Chhattisgarh,1922,9,MONSOON,REGIME_01,v1,chhattisgarh_1922_08,REGIME_02,True,1,1
chhattisgarh_1922_10,Chhattisgarh,1922,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1922_09,REGIME_01,False,2,2
chhattisgarh_1922_11,Chhattisgarh,1922,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1922_10,REGIME_01,False,3,3
chhattisgarh_1922_12,Chhattisgarh,1922,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1922_11,REGIME_01,False,4,4
chhattisgarh_1923_01,Chhattisgarh,1923,1,WINTER,REGIME_01,v1,chhattisgarh_1922_12,REGIME_01,False,5,5
chhattisgarh_1923_02,Chhattisgarh,1923,2,WINTER,REGIME_01,v1,chhattisgarh_1923_01,REGIME_01,False,6,6
chhattisgarh_1923_03,Chhattisgarh,1923,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1923_02,REGIME_01,False,7,7
chhattisgarh_1923_04,Chhattisgarh,1923,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1923_03,REGIME_01,False,8,8
chhattisgarh_1923_05,Chhattisgarh,1923,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1923_04,REGIME_01,False,9,9
chhattisgarh_1923_06,Chhattisgarh,1923,6,MONSOON,REGIME_02,v1,chhattisgarh_1923_05,REGIME_01,True,1,1
chhattisgarh_1923_07,Chhattisgarh,1923,7,MONSOON,REGIME_01,v1,chhattisgarh_1923_06,REGIME_02,True,1,1
chhattisgarh_1923_08,Chhattisgarh,1923,8,MONSOON,REGIME_01,v1,chhattisgarh_1923_07,REGIME_01,False,2,2
chhattisgarh_1923_09,Chhattisgarh,1923,9,MONSOON,REGIME_01,v1,chhattisgarh_1923_08,REGIME_01,False,3,3
chhattisgarh_1923_10,Chhattisgarh,1923,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1923_09,REGIME_01,False,4,4
chhattisgarh_1923_11,Chhattisgarh,1923,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1923_10,REGIME_01,False,5,5
chhattisgarh_1923_12,Chhattisgarh,1923,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1923_11,REGIME_01,False,6,6
chhattisgarh_1924_01,Chhattisgarh,1924,1,WINTER,REGIME_01,v1,chhattisgarh_1923_12,REGIME_01,False,7,7
chhattisgarh_1924_02,Chhattisgarh,1924,2,WINTER,REGIME_01,v1,chhattisgarh_1924_01,REGIME_01,False,8,8
chhattisgarh_1924_03,Chhattisgarh,1924,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1924_02,REGIME_01,False,9,9
chhattisgarh_1924_04,Chhattisgarh,1924,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1924_03,REGIME_01,False,10,10
chhattisgarh_1924_05,Chhattisgarh,1924,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1924_04,REGIME_01,False,11,11
chhattisgarh_1924_06,Chhattisgarh,1924,6,MONSOON,REGIME_02,v1,chhattisgarh_1924_05,REGIME_01,True,1,1
chhattisgarh_1924_07,Chhattisgarh,1924,7,MONSOON,REGIME_02,v1,chhattisgarh_1924_06,REGIME_02,False,2,2
chhattisgarh_1924_08,Chhattisgarh,1924,8,MONSOON,REGIME_02,v1,chhattisgarh_1924_07,REGIME_02,False,3,3
chhattisgarh_1924_09,Chhattisgarh,1924,9,MONSOON,REGIME_01,v1,chhattisgarh_1924_08,REGIME_02,True,1,1
chhattisgarh_1924_10,Chhattisgarh,1924,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1924_09,REGIME_01,False,2,2
chhattisgarh_1924_11,Chhattisgarh,1924,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1924_10,REGIME_01,False,3,3
chhattisgarh_1924_12,Chhattisgarh,1924,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1924_11,REGIME_01,False,4,4
chhattisgarh_1925_01,Chhattisgarh,1925,1,WINTER,REGIME_01,v1,chhattisgarh_1924_12,REGIME_01,False,5,5
chhattisgarh_1925_02,Chhattisgarh,1925,2,WINTER,REGIME_01,v1,chhattisgarh_1925_01,REGIME_01,False,6,6
chhattisgarh_1925_03,Chhattisgarh,1925,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1925_02,REGIME_01,False,7,7
chhattisgarh_1925_04,Chhattisgarh,1925,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1925_03,REGIME_01,False,8,8
chhattisgarh_1925_05,Chhattisgarh,1925,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1925_04,REGIME_01,False,9,9
chhattisgarh_1925_06,Chhattisgarh,1925,6,MONSOON,REGIME_01,v1,chhattisgarh_1925_05,REGIME_01,False,10,10
chhattisgarh_1925_07,Chhattisgarh,1925,7,MONSOON,REGIME_01,v1,chhattisgarh_1925_06,REGIME_01,False,11,11
chhattisgarh_1925_08,Chhattisgarh,1925,8,MONSOON,REGIME_01,v1,chhattisgarh_1925_07,REGIME_01,False,12,12
chhattisgarh_1925_09,Chhattisgarh,1925,9,MONSOON,REGIME_02,v1,chhattisgarh_1925_08,REGIME_01,True,1,1
chhattisgarh_1925_10,Chhattisgarh,1925,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1925_09,REGIME_02,True,1,1
chhattisgarh_1925_11,Chhattisgarh,1925,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1925_10,REGIME_01,False,2,2
chhattisgarh_1925_12,Chhattisgarh,1925,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1925_11,REGIME_01,False,3,3
chhattisgarh_1926_01,Chhattisgarh,1926,1,WINTER,REGIME_01,v1,chhattisgarh_1925_12,REGIME_01,False,4,4
chhattisgarh_1926_02,Chhattisgarh,1926,2,WINTER,REGIME_01,v1,chhattisgarh_1926_01,REGIME_01,False,5,5
chhattisgarh_1926_03,Chhattisgarh,1926,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1926_02,REGIME_01,False,6,6
chhattisgarh_1926_04,Chhattisgarh,1926,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1926_03,REGIME_01,False,7,7
chhattisgarh_1926_05,Chhattisgarh,1926,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1926_04,REGIME_01,False,8,8
chhattisgarh_1926_06,Chhattisgarh,1926,6,MONSOON,REGIME_02,v1,chhattisgarh_1926_05,REGIME_01,True,1,1
chhattisgarh_1926_07,Chhattisgarh,1926,7,MONSOON,REGIME_01,v1,chhattisgarh_1926_06,REGIME_02,True,1,1
chhattisgarh_1926_08,Chhattisgarh,1926,8,MONSOON,REGIME_01,v1,chhattisgarh_1926_07,REGIME_01,False,2,2
chhattisgarh_1926_09,Chhattisgarh,1926,9,MONSOON,REGIME_01,v1,chhattisgarh_1926_08,REGIME_01,False,3,3
chhattisgarh_1926_10,Chhattisgarh,1926,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1926_09,REGIME_01,False,4,4
chhattisgarh_1926_11,Chhattisgarh,1926,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1926_10,REGIME_01,False,5,5
chhattisgarh_1926_12,Chhattisgarh,1926,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1926_11,REGIME_01,False,6,6
chhattisgarh_1927_01,Chhattisgarh,1927,1,WINTER,REGIME_01,v1,chhattisgarh_1926_12,REGIME_01,False,7,7
chhattisgarh_1927_02,Chhattisgarh,1927,2,WINTER,REGIME_01,v1,chhattisgarh_1927_01,REGIME_01,False,8,8
chhattisgarh_1927_03,Chhattisgarh,1927,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1927_02,REGIME_01,False,9,9
chhattisgarh_1927_04,Chhattisgarh,1927,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1927_03,REGIME_01,False,10,10
chhattisgarh_1927_05,Chhattisgarh,1927,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1927_04,REGIME_01,False,11,11
chhattisgarh_1927_06,Chhattisgarh,1927,6,MONSOON,REGIME_01,v1,chhattisgarh_1927_05,REGIME_01,False,12,12
chhattisgarh_1927_07,Chhattisgarh,1927,7,MONSOON,REGIME_01,v1,chhattisgarh_1927_06,REGIME_01,False,13,13
chhattisgarh_1927_08,Chhattisgarh,1927,8,MONSOON,REGIME_01,v1,chhattisgarh_1927_07,REGIME_01,False,14,14
chhattisgarh_1927_09,Chhattisgarh,1927,9,MONSOON,REGIME_02,v1,chhattisgarh_1927_08,REGIME_01,True,1,1
chhattisgarh_1927_10,Chhattisgarh,1927,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1927_09,REGIME_02,True,1,1
chhattisgarh_1927_11,Chhattisgarh,1927,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1927_10,REGIME_01,False,2,2
chhattisgarh_1927_12,Chhattisgarh,1927,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1927_11,REGIME_01,False,3,3
chhattisgarh_1928_01,Chhattisgarh,1928,1,WINTER,REGIME_01,v1,chhattisgarh_1927_12,REGIME_01,False,4,4
chhattisgarh_1928_02,Chhattisgarh,1928,2,WINTER,REGIME_01,v1,chhattisgarh_1928_01,REGIME_01,False,5,5
chhattisgarh_1928_03,Chhattisgarh,1928,3,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1928_02,REGIME_01,False,6,6
chhattisgarh_1928_04,Chhattisgarh,1928,4,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1928_03,REGIME_01,False,7,7
chhattisgarh_1928_05,Chhattisgarh,1928,5,PRE_MONSOON,REGIME_01,v1,chhattisgarh_1928_04,REGIME_01,False,8,8
chhattisgarh_1928_06,Chhattisgarh,1928,6,MONSOON,REGIME_01,v1,chhattisgarh_1928_05,REGIME_01,False,9,9
chhattisgarh_1928_07,Chhattisgarh,1928,7,MONSOON,REGIME_01,v1,chhattisgarh_1928_06,REGIME_01,False,10,10
chhattisgarh_1928_08,Chhattisgarh,1928,8,MONSOON,REGIME_02,v1,chhattisgarh_1928_07,REGIME_01,True,1,1
chhattisgarh_1928_09,Chhattisgarh,1928,9,MONSOON,REGIME_01,v1,chhattisgarh_1928_08,REGIME_02,True,1,1
chhattisgarh_1928_10,Chhattisgarh,1928,10,POST_MONSOON,REGIME_01,v1,chhattisgarh_1928_09,REGIME_01,False,2,2
chhattisgarh_1928_11,Chhattisgarh,1928,11,POST_MONSOON,REGIME_01,v1,chhattisgarh_1928_10,REGIME_01,False,3,3
chhattisgarh_1928_12,Chhattisgarh,1928,12,POST_MONSOON,REGIME_01,v1,chhattisgarh_1928_11,REGIME_01,False,4,4
chhattisgarh_1929_01,Chhattisgarh,1929,1,WINTER,REGIME_01,v1,chhattisgarh_1928_12,REGIME_01,False,5,5
chhattisgarh_1929_02,Chhattisgarh,1929,2,WINTER,REGIME_01,v1,chhattisgarh_1929_01,REGIME_01,False,6,6
