subdivision,previous_state_id,current_state_id,previous_regime_id,current_regime_id,regime_changed,months_in_previous_regime
East Uttar Pradesh,east_uttar_pradesh_1986_02,east_uttar_pradesh_1986_03,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1986_03,east_uttar_pradesh_1986_04,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1986_04,east_uttar_pradesh_1986_05,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1986_05,east_uttar_pradesh_1986_06,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_1986_06,east_uttar_pradesh_1986_07,REGIME_01,REGIME_01,False,10
East Uttar Pradesh,east_uttar_pradesh_1986_07,east_uttar_pradesh_1986_08,REGIME_01,REGIME_01,False,11
East Uttar Pradesh,east_uttar_pradesh_1986_08,east_uttar_pradesh_1986_09,REGIME_01,REGIME_02,True,12
East Uttar Pradesh,east_uttar_pradesh_1986_09,east_uttar_pradesh_1986_10,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_1986_10,east_uttar_pradesh_1986_11,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1986_11,east_uttar_pradesh_1986_12,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1986_12,east_uttar_pradesh_1987_01,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1987_01,east_uttar_pradesh_1987_02,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1987_02,east_uttar_pradesh_1987_03,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1987_03,east_uttar_pradesh_1987_04,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1987_04,east_uttar_pradesh_1987_05,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1987_05,east_uttar_pradesh_1987_06,REGIME_01,REGIME_02,True,8
East Uttar Pradesh,east_uttar_pradesh_1987_06,east_uttar_pradesh_1987_07,REGIME_02,REGIME_02,False,1
East Uttar Pradesh,east_uttar_pradesh_1987_07,east_uttar_pradesh_1987_08,REGIME_02,REGIME_02,False,2
East Uttar Pradesh,east_uttar_pradesh_1987_08,east_uttar_pradesh_1987_09,REGIME_02,REGIME_01,True,3
East Uttar Pradesh,east_uttar_pradesh_1987_09,east_uttar_pradesh_1987_10,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1987_10,east_uttar_pradesh_1987_11,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1987_11,east_uttar_pradesh_1987_12,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1987_12,east_uttar_pradesh_1988_01,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1988_01,east_uttar_pradesh_1988_02,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1988_02,east_uttar_pradesh_1988_03,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1988_03,east_uttar_pradesh_1988_04,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1988_04,east_uttar_pradesh_1988_05,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1988_05,east_uttar_pradesh_1988_06,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_1988_06,east_uttar_pradesh_1988_07,REGIME_01,REGIME_01,False,10
East Uttar Pradesh,east_uttar_pradesh_1988_07,east_uttar_pradesh_1988_08,REGIME_01,REGIME_01,False,11
East Uttar Pradesh,east_uttar_pradesh_1988_08,east_uttar_pradesh_1988_09,REGIME_01,REGIME_02,True,12
East Uttar Pradesh,east_uttar_pradesh_1988_09,east_uttar_pradesh_1988_10,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_1988_10,east_uttar_pradesh_1988_11,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1988_11,east_uttar_pradesh_1988_12,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1988_12,east_uttar_pradesh_1989_01,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1989_01,east_uttar_pradesh_1989_02,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1989_02,east_uttar_pradesh_1989_03,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1989_03,east_uttar_pradesh_1989_04,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1989_04,east_uttar_pradesh_1989_05,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1989_05,east_uttar_pradesh_1989_06,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1989_06,east_uttar_pradesh_1989_07,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_1989_07,east_uttar_pradesh_1989_08,REGIME_01,REGIME_02,True,10
East Uttar Pradesh,east_uttar_pradesh_1989_08,east_uttar_pradesh_1989_09,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_1989_09,east_uttar_pradesh_1989_10,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1989_10,east_uttar_pradesh_1989_11,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1989_11,east_uttar_pradesh_1989_12,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1989_12,east_uttar_pradesh_1990_01,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1990_01,east_uttar_pradesh_1990_02,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1990_02,east_uttar_pradesh_1990_03,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1990_03,east_uttar_pradesh_1990_04,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1990_04,east_uttar_pradesh_1990_05,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1990_05,east_uttar_pradesh_1990_06,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_1990_06,east_uttar_pradesh_1990_07,REGIME_01,REGIME_01,False,10
East Uttar Pradesh,east_uttar_pradesh_1990_07,east_uttar_pradesh_1990_08,REGIME_01,REGIME_02,True,11
East Uttar Pradesh,east_uttar_pradesh_1990_08,east_uttar_pradesh_1990_09,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_1990_09,east_uttar_pradesh_1990_10,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1990_10,east_uttar_pradesh_1990_11,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1990_11,east_uttar_pradesh_1990_12,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1990_12,east_uttar_pradesh_1991_01,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1991_01,east_uttar_pradesh_1991_02,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1991_02,east_uttar_pradesh_1991_03,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1991_03,east_uttar_pradesh_1991_04,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1991_04,east_uttar_pradesh_1991_05,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1991_05,east_uttar_pradesh_1991_06,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_1991_06,east_uttar_pradesh_1991_07,REGIME_01,REGIME_02,True,10
East Uttar Pradesh,east_uttar_pradesh_1991_07,east_uttar_pradesh_1991_08,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_1991_08,east_uttar_pradesh_1991_09,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1991_09,east_uttar_pradesh_1991_10,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1991_10,east_uttar_pradesh_1991_11,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1991_11,east_uttar_pradesh_1991_12,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1991_12,east_uttar_pradesh_1992_01,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1992_01,east_uttar_pradesh_1992_02,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1992_02,east_uttar_pradesh_1992_03,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1992_03,east_uttar_pradesh_1992_04,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1992_04,east_uttar_pradesh_1992_05,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_1992_05,east_uttar_pradesh_1992_06,REGIME_01,REGIME_02,True,10
East Uttar Pradesh,east_uttar_pradesh_1992_06,east_uttar_pradesh_1992_07,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_1992_07,east_uttar_pradesh_1992_08,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1992_08,east_uttar_pradesh_1992_09,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1992_09,east_uttar_pradesh_1992_10,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1992_10,east_uttar_pradesh_1992_11,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1992_11,east_uttar_pradesh_1992_12,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1992_12,east_uttar_pradesh_1993_01,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1993_01,east_uttar_pradesh_1993_02,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1993_02,east_uttar_pradesh_1993_03,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1993_03,east_uttar_pradesh_1993_04,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_1993_04,east_uttar_pradesh_1993_05,REGIME_01,REGIME_01,False,10
East Uttar Pradesh,east_uttar_pradesh_1993_05,east_uttar_pradesh_1993_06,REGIME_01,REGIME_01,False,11
East Uttar Pradesh,east_uttar_pradesh_1993_06,east_uttar_pradesh_1993_07,REGIME_01,REGIME_02,True,12
East Uttar Pradesh,east_uttar_pradesh_1993_07,east_uttar_pradesh_1993_08,REGIME_02,REGIME_02,False,1
East Uttar Pradesh,east_uttar_pradesh_1993_08,east_uttar_pradesh_1993_09,REGIME_02,REGIME_01,True,2
East Uttar Pradesh,east_uttar_pradesh_1993_09,east_uttar_pradesh_1993_10,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1993_10,east_uttar_pradesh_1993_11,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1993_11,east_uttar_pradesh_1993_12,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1993_12,east_uttar_pradesh_1994_01,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1994_01,east_uttar_pradesh_1994_02,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1994_02,east_uttar_pradesh_1994_03,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1994_03,east_uttar_pradesh_1994_04,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1994_04,east_uttar_pradesh_1994_05,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1994_05,east_uttar_pradesh_1994_06,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_1994_06,east_uttar_pradesh_1994_07,REGIME_01,REGIME_02,True,10
East Uttar Pradesh,east_uttar_pradesh_1994_07,east_uttar_pradesh_1994_08,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_1994_08,east_uttar_pradesh_1994_09,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1994_09,east_uttar_pradesh_1994_10,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1994_10,east_uttar_pradesh_1994_11,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1994_11,east_uttar_pradesh_1994_12,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1994_12,east_uttar_pradesh_1995_01,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1995_01,east_uttar_pradesh_1995_02,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1995_02,east_uttar_pradesh_1995_03,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1995_03,east_uttar_pradesh_1995_04,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1995_04,east_uttar_pradesh_1995_05,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_1995_05,east_uttar_pradesh_1995_06,REGIME_01,REGIME_01,False,10
East Uttar Pradesh,east_uttar_pradesh_1995_06,east_uttar_pradesh_1995_07,REGIME_01,REGIME_02,True,11
East Uttar Pradesh,east_uttar_pradesh_1995_07,east_uttar_pradesh_1995_08,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_1995_08,east_uttar_pradesh_1995_09,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1995_09,east_uttar_pradesh_1995_10,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1995_10,east_uttar_pradesh_1995_11,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1995_11,east_uttar_pradesh_1995_12,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1995_12,east_uttar_pradesh_1996_01,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1996_01,east_uttar_pradesh_1996_02,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1996_02,east_uttar_pradesh_1996_03,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1996_03,east_uttar_pradesh_1996_04,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1996_04,east_uttar_pradesh_1996_05,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_1996_05,east_uttar_pradesh_1996_06,REGIME_01,REGIME_01,False,10
East Uttar Pradesh,east_uttar_pradesh_1996_06,east_uttar_pradesh_1996_07,REGIME_01,REGIME_02,True,11
East Uttar Pradesh,east_uttar_pradesh_1996_07,east_uttar_pradesh_1996_08,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_1996_08,east_uttar_pradesh_1996_09,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1996_09,east_uttar_pradesh_1996_10,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1996_10,east_uttar_pradesh_1996_11,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1996_11,east_uttar_pradesh_1996_12,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1996_12,east_uttar_pradesh_1997_01,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1997_01,east_uttar_pradesh_1997_02,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1997_02,east_uttar_pradesh_1997_03,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1997_03,east_uttar_pradesh_1997_04,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1997_04,east_uttar_pradesh_1997_05,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_1997_05,east_uttar_pradesh_1997_06,REGIME_01,REGIME_01,False,10
East Uttar Pradesh,east_uttar_pradesh_1997_06,east_uttar_pradesh_1997_07,REGIME_01,REGIME_01,False,11
East Uttar Pradesh,east_uttar_pradesh_1997_07,east_uttar_pradesh_1997_08,REGIME_01,REGIME_02,True,12
East Uttar Pradesh,east_uttar_pradesh_1997_08,east_uttar_pradesh_1997_09,REGIME_02,REGIME_02,False,1
East Uttar Pradesh,east_uttar_pradesh_1997_09,east_uttar_pradesh_1997_10,REGIME_02,REGIME_01,True,2
East Uttar Pradesh,east_uttar_pradesh_1997_10,east_uttar_pradesh_1997_11,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1997_11,east_uttar_pradesh_1997_12,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1997_12,east_uttar_pradesh_1998_01,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1998_01,east_uttar_pradesh_1998_02,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1998_02,east_uttar_pradesh_1998_03,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1998_03,east_uttar_pradesh_1998_04,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1998_04,east_uttar_pradesh_1998_05,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1998_05,east_uttar_pradesh_1998_06,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1998_06,east_uttar_pradesh_1998_07,REGIME_01,REGIME_02,True,9
East Uttar Pradesh,east_uttar_pradesh_1998_07,east_uttar_pradesh_1998_08,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_1998_08,east_uttar_pradesh_1998_09,REGIME_01,REGIME_02,True,1
East Uttar Pradesh,east_uttar_pradesh_1998_09,east_uttar_pradesh_1998_10,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_1998_10,east_uttar_pradesh_1998_11,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_1998_11,east_uttar_pradesh_1998_12,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_1998_12,east_uttar_pradesh_1999_01,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_1999_01,east_uttar_pradesh_1999_02,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_1999_02,east_uttar_pradesh_1999_03,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_1999_03,east_uttar_pradesh_1999_04,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_1999_04,east_uttar_pradesh_1999_05,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_1999_05,east_uttar_pradesh_1999_06,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_1999_06,east_uttar_pradesh_1999_07,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_1999_07,east_uttar_pradesh_1999_08,REGIME_01,REGIME_01,False,10
East Uttar Pradesh,east_uttar_pradesh_1999_08,east_uttar_pradesh_1999_09,REGIME_01,REGIME_01,False,11
East Uttar Pradesh,east_uttar_pradesh_1999_09,east_uttar_pradesh_1999_10,REGIME_01,REGIME_01,False,12
East Uttar Pradesh,east_uttar_pradesh_1999_10,east_uttar_pradesh_1999_11,REGIME_01,REGIME_01,False,13
East Uttar Pradesh,east_uttar_pradesh_1999_11,east_uttar_pradesh_1999_12,REGIME_01,REGIME_01,False,14
East Uttar Pradesh,east_uttar_pradesh_1999_12,east_uttar_pradesh_2000_01,REGIME_01,REGIME_01,False,15
East Uttar Pradesh,east_uttar_pradesh_2000_01,east_uttar_pradesh_2000_02,REGIME_01,REGIME_01,False,16
East Uttar Pradesh,east_uttar_pradesh_2000_02,east_uttar_pradesh_2000_03,REGIME_01,REGIME_01,False,17
East Uttar Pradesh,east_uttar_pradesh_2000_03,east_uttar_pradesh_2000_04,REGIME_01,REGIME_01,False,18
East Uttar Pradesh,east_uttar_pradesh_2000_04,east_uttar_pradesh_2000_05,REGIME_01,REGIME_01,False,19
East Uttar Pradesh,east_uttar_pradesh_2000_05,east_uttar_pradesh_2000_06,REGIME_01,REGIME_01,False,20
East Uttar Pradesh,east_uttar_pradesh_2000_06,east_uttar_pradesh_2000_07,REGIME_01,REGIME_01,False,21
East Uttar Pradesh,east_uttar_pradesh_2000_07,east_uttar_pradesh_2000_08,REGIME_01,REGIME_02,True,22
East Uttar Pradesh,east_uttar_pradesh_2000_08,east_uttar_pradesh_2000_09,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_2000_09,east_uttar_pradesh_2000_10,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_2000_10,east_uttar_pradesh_2000_11,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_2000_11,east_uttar_pradesh_2000_12,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_2000_12,east_uttar_pradesh_2001_01,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_2001_01,east_uttar_pradesh_2001_02,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_2001_02,east_uttar_pradesh_2001_03,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_2001_03,east_uttar_pradesh_2001_04,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_2001_04,east_uttar_pradesh_2001_05,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_2001_05,east_uttar_pradesh_2001_06,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_2001_06,east_uttar_pradesh_2001_07,REGIME_01,REGIME_01,False,10
East Uttar Pradesh,east_uttar_pradesh_2001_07,east_uttar_pradesh_2001_08,REGIME_01,REGIME_02,True,11
East Uttar Pradesh,east_uttar_pradesh_2001_08,east_uttar_pradesh_2001_09,REGIME_02,REGIME_01,True,1
East Uttar Pradesh,east_uttar_pradesh_2001_09,east_uttar_pradesh_2001_10,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_2001_10,east_uttar_pradesh_2001_11,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_2001_11,east_uttar_pradesh_2001_12,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_2001_12,east_uttar_pradesh_2002_01,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_2002_01,east_uttar_pradesh_2002_02,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_2002_02,east_uttar_pradesh_2002_03,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_2002_03,east_uttar_pradesh_2002_04,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_2002_04,east_uttar_pradesh_2002_05,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_2002_05,east_uttar_pradesh_2002_06,REGIME_01,REGIME_02,True,9
East Uttar Pradesh,east_uttar_pradesh_2002_06,east_uttar_pradesh_2002_07,REGIME_02,REGIME_02,False,1
East Uttar Pradesh,east_uttar_pradesh_2002_07,east_uttar_pradesh_2002_08,REGIME_02,REGIME_02,False,2
East Uttar Pradesh,east_uttar_pradesh_2002_08,east_uttar_pradesh_2002_09,REGIME_02,REGIME_01,True,3
East Uttar Pradesh,east_uttar_pradesh_2002_09,east_uttar_pradesh_2002_10,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_2002_10,east_uttar_pradesh_2002_11,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_2002_11,east_uttar_pradesh_2002_12,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_2002_12,east_uttar_pradesh_2003_01,REGIME_01,REGIME_01,False,4
East Uttar Pradesh,east_uttar_pradesh_2003_01,east_uttar_pradesh_2003_02,REGIME_01,REGIME_01,False,5
East Uttar Pradesh,east_uttar_pradesh_2003_02,east_uttar_pradesh_2003_03,REGIME_01,REGIME_01,False,6
East Uttar Pradesh,east_uttar_pradesh_2003_03,east_uttar_pradesh_2003_04,REGIME_01,REGIME_01,False,7
East Uttar Pradesh,east_uttar_pradesh_2003_04,east_uttar_pradesh_2003_05,REGIME_01,REGIME_01,False,8
East Uttar Pradesh,east_uttar_pradesh_2003_05,east_uttar_pradesh_2003_06,REGIME_01,REGIME_01,False,9
East Uttar Pradesh,east_uttar_pradesh_2003_06,east_uttar_pradesh_2003_07,REGIME_01,REGIME_01,False,10
East Uttar Pradesh,east_uttar_pradesh_2003_07,east_uttar_pradesh_2003_08,REGIME_01,REGIME_01,False,11
East Uttar Pradesh,east_uttar_pradesh_2003_08,east_uttar_pradesh_2003_09,REGIME_01,REGIME_01,False,12
East Uttar Pradesh,east_uttar_pradesh_2003_09,east_uttar_pradesh_2003_10,REGIME_01,REGIME_01,False,13
East Uttar Pradesh,east_uttar_pradesh_2003_10,east_uttar_pradesh_2003_11,REGIME_01,REGIME_01,False,14
East Uttar Pradesh,east_uttar_pradesh_2003_11,east_uttar_pradesh_2003_12,REGIME_01,REGIME_01,False,15
East Uttar Pradesh,east_uttar_pradesh_2003_12,east_uttar_pradesh_2004_01,REGIME_01,REGIME_01,False,16
East Uttar Pradesh,east_uttar_pradesh_2004_01,east_uttar_pradesh_2004_02,REGIME_01,REGIME_01,False,17
East Uttar Pradesh,east_uttar_pradesh_2004_02,east_uttar_pradesh_2004_03,REGIME_01,REGIME_01,False,18
East Uttar Pradesh,east_uttar_pradesh_2004_03,east_uttar_pradesh_2004_04,REGIME_01,REGIME_01,False,19
East Uttar Pradesh,east_uttar_pradesh_2004_04,east_uttar_pradesh_2004_05,REGIME_01,REGIME_01,False,20
East Uttar Pradesh,east_uttar_pradesh_2004_05,east_uttar_pradesh_2004_06,REGIME_01,REGIME_01,False,21
East Uttar Pradesh,east_uttar_pradesh_2004_06,east_uttar_pradesh_2004_07,REGIME_01,REGIME_02,True,22
East Uttar Pradesh,east_uttar_pradesh_2004_07,east_uttar_pradesh_2004_08,REGIME_02,REGIME_02,False,1
East Uttar Pradesh,east_uttar_pradesh_2004_08,east_uttar_pradesh_2004_09,REGIME_02,REGIME_02,False,2
East Uttar Pradesh,east_uttar_pradesh_2004_09,east_uttar_pradesh_2004_10,REGIME_02,REGIME_01,True,3
East Uttar Pradesh,east_uttar_pradesh_2004_10,east_uttar_pradesh_2004_11,REGIME_01,REGIME_01,False,1
East Uttar Pradesh,east_uttar_pradesh_2004_11,east_uttar_pradesh_2004_12,REGIME_01,REGIME_01,False,2
East Uttar Pradesh,east_uttar_pradesh_2004_12,east_uttar_pradesh_2005_01,REGIME_01,REGIME_01,False,3
East Uttar Pradesh,east_uttar_pradesh_2005_01,east_uttar_pradesh_2005_02,REGIME_01,REGIME_01,False,4
