regime_id,assignment_count,minimum_cluster_size,centroid_stability,rerun_assignment_agreement,stability_score,stability_interpretation
REGIME_01,43664,43664,0.21013363436025487,1.0,0.6050668171801274,"algorithmic stability, not physical climate stability"
REGIME_02,6469,6469,0.1628860269442359,1.0,0.5814430134721179,"algorithmic stability, not physical climate stability"
