subdivision,year,month,date,rainfall_mm,rainfall_zscore,rainfall_condition,is_dry,dry_episode_length,persistent_drought_signal
Jharkhand,1983,MAR,1983-03-01,9.9,-0.4254010898324576,BELOW_NORMAL,0,0,0
Jharkhand,1983,APR,1983-04-01,44.4,1.5672469085422185,NORMAL_OR_WET,0,0,0
Jharkhand,1983,MAY,1983-05-01,83.3,1.2177342173429404,NORMAL_OR_WET,0,0,0
Jharkhand,1983,JUN,1983-06-01,131.8,-0.7074445268384594,BELOW_NORMAL,0,0,0
Jharkhand,1983,JUL,1983-07-01,280.0,-0.6445536298328368,BELOW_NORMAL,0,0,0
Jharkhand,1983,AUG,1983-08-01,240.6,-1.1297523444543378,DRY,1,1,0
Jharkhand,1983,SEP,1983-09-01,308.8,1.1145496129646784,NORMAL_OR_WET,0,0,0
Jharkhand,1983,OCT,1983-10-01,110.7,0.4742555867794673,NORMAL_OR_WET,0,0,0
Jharkhand,1983,NOV,1983-11-01,0.2,-0.5557125020098921,BELOW_NORMAL,0,0,0
Jharkhand,1983,DEC,1983-12-01,14.7,1.087235384352683,NORMAL_OR_WET,0,0,0
Jharkhand,1984,JAN,1984-01-01,33.4,0.7826501666101643,NORMAL_OR_WET,0,0,0
Jharkhand,1984,FEB,1984-02-01,26.2,0.0918961546485528,NORMAL_OR_WET,0,0,0
Jharkhand,1984,MAR,1984-03-01,1.6,-0.8459090278783651,BELOW_NORMAL,0,0,0
Jharkhand,1984,APR,1984-04-01,14.1,-0.3094789875810783,BELOW_NORMAL,0,0,0
Jharkhand,1984,MAY,1984-05-01,31.0,-0.6171884474218128,BELOW_NORMAL,0,0,0
Jharkhand,1984,JUN,1984-06-01,479.6,3.2930775900079423,NORMAL_OR_WET,0,0,0
Jharkhand,1984,JUL,1984-07-01,350.4,0.1378818318574504,NORMAL_OR_WET,0,0,0
Jharkhand,1984,AUG,1984-08-01,387.3,0.8236618077795168,NORMAL_OR_WET,0,0,0
Jharkhand,1984,SEP,1984-09-01,155.8,-0.9736123845737532,BELOW_NORMAL,0,0,0
Jharkhand,1984,OCT,1984-10-01,50.2,-0.4579646156638023,BELOW_NORMAL,0,0,0
Jharkhand,1984,NOV,1984-11-01,0.1,-0.5605283203000303,BELOW_NORMAL,0,0,0
Jharkhand,1984,DEC,1984-12-01,0.1,-0.5253507783209762,BELOW_NORMAL,0,0,0
Jharkhand,1985,JAN,1985-01-01,19.1,0.0800036792977228,NORMAL_OR_WET,0,0,0
Jharkhand,1985,FEB,1985-02-01,9.1,-0.5735277925297303,BELOW_NORMAL,0,0,0
Jharkhand,1985,MAR,1985-03-01,1.6,-0.8459090278783651,BELOW_NORMAL,0,0,0
Jharkhand,1985,APR,1985-04-01,8.8,-0.6377511740316879,BELOW_NORMAL,0,0,0
Jharkhand,1985,MAY,1985-05-01,48.2,-0.0137339572888536,BELOW_NORMAL,0,0,0
Jharkhand,1985,JUN,1985-06-01,131.2,-0.7143459450963889,BELOW_NORMAL,0,0,0
Jharkhand,1985,JUL,1985-07-01,338.0,6.649485518410485e-05,NORMAL_OR_WET,0,0,0
Jharkhand,1985,AUG,1985-08-01,312.6,-0.171021472192323,BELOW_NORMAL,0,0,0
Jharkhand,1985,SEP,1985-09-01,216.6,-0.1438068326107688,BELOW_NORMAL,0,0,0
Jharkhand,1985,OCT,1985-10-01,153.7,1.1368253174416256,NORMAL_OR_WET,0,0,0
Jharkhand,1985,NOV,1985-11-01,0.5,-0.5412650471394771,BELOW_NORMAL,0,0,0
Jharkhand,1985,DEC,1985-12-01,0.9,-0.4369898926950222,BELOW_NORMAL,0,0,0
Jharkhand,1986,JAN,1986-01-01,6.9,-0.519456960227577,BELOW_NORMAL,0,0,0
Jharkhand,1986,FEB,1986-02-01,21.2,-0.1026722509591323,BELOW_NORMAL,0,0,0
Jharkhand,1986,MAR,1986-03-01,3.8,-0.734449092492703,BELOW_NORMAL,0,0,0
Jharkhand,1986,APR,1986-04-01,25.0,0.3656468298362134,NORMAL_OR_WET,0,0,0
Jharkhand,1986,MAY,1986-05-01,74.8,0.9195154286144432,NORMAL_OR_WET,0,0,0
Jharkhand,1986,JUN,1986-06-01,253.0,0.6866419612632768,NORMAL_OR_WET,0,0,0
Jharkhand,1986,JUL,1986-07-01,352.2,0.1578872840029408,NORMAL_OR_WET,0,0,0
Jharkhand,1986,AUG,1986-08-01,212.9,-1.4985974161440294,DRY,1,1,0
Jharkhand,1986,SEP,1986-09-01,188.5,-0.5273189380410297,BELOW_NORMAL,0,0,0
Jharkhand,1986,OCT,1986-10-01,128.2,0.7439060585605781,NORMAL_OR_WET,0,0,0
Jharkhand,1986,NOV,1986-11-01,31.1,0.9323753496428469,NORMAL_OR_WET,0,0,0
Jharkhand,1986,DEC,1986-12-01,37.9,3.649701067505347,NORMAL_OR_WET,0,0,0
Jharkhand,1987,JAN,1987-01-01,5.9,-0.568593078221454,BELOW_NORMAL,0,0,0
Jharkhand,1987,FEB,1987-02-01,10.1,-0.5346141114081933,BELOW_NORMAL,0,0,0
Jharkhand,1987,MAR,1987-03-01,10.9,-0.3747374828389748,BELOW_NORMAL,0,0,0
Jharkhand,1987,APR,1987-04-01,30.3,0.6939190162868231,NORMAL_OR_WET,0,0,0
Jharkhand,1987,MAY,1987-05-01,44.9,-0.1295130164422704,BELOW_NORMAL,0,0,0
Jharkhand,1987,JUN,1987-06-01,93.1,-1.152586004474905,DRY,1,1,0
Jharkhand,1987,JUL,1987-07-01,410.8,0.8091758927394588,NORMAL_OR_WET,0,0,0
Jharkhand,1987,AUG,1987-08-01,371.1,0.6079473615205637,NORMAL_OR_WET,0,0,0
Jharkhand,1987,SEP,1987-09-01,299.1,0.982162871944268,NORMAL_OR_WET,0,0,0
Jharkhand,1987,OCT,1987-10-01,19.7,-0.9279268664823102,BELOW_NORMAL,0,0,0
Jharkhand,1987,NOV,1987-11-01,31.4,0.9468228045132616,NORMAL_OR_WET,0,0,0
Jharkhand,1987,DEC,1987-12-01,5.4,0.0600400889509686,NORMAL_OR_WET,0,0,0
Jharkhand,1988,JAN,1988-01-01,3.1,-0.7061742086043098,BELOW_NORMAL,0,0,0
Jharkhand,1988,FEB,1988-02-01,37.1,0.5160552788733065,NORMAL_OR_WET,0,0,0
Jharkhand,1988,MAR,1988-03-01,42.2,1.2110334160570382,NORMAL_OR_WET,0,0,0
Jharkhand,1988,APR,1988-04-01,23.7,0.2851272369332336,NORMAL_OR_WET,0,0,0
Jharkhand,1988,MAY,1988-05-01,23.6,-0.8768142164325043,BELOW_NORMAL,0,0,0
Jharkhand,1988,JUN,1988-06-01,303.6,1.2686615676819888,NORMAL_OR_WET,0,0,0
Jharkhand,1988,JUL,1988-07-01,273.5,-0.7167955403582185,BELOW_NORMAL,0,0,0
Jharkhand,1988,AUG,1988-08-01,276.1,-0.6570447616029276,BELOW_NORMAL,0,0,0
Jharkhand,1988,SEP,1988-09-01,127.8,-1.3557596782409171,DRY,1,1,0
Jharkhand,1988,OCT,1988-10-01,38.7,-0.635163497119961,BELOW_NORMAL,0,0,0
Jharkhand,1988,NOV,1988-11-01,2.6,-0.4401328630465725,BELOW_NORMAL,0,0,0
Jharkhand,1988,DEC,1988-12-01,1.6,-0.3596741177723125,BELOW_NORMAL,0,0,0
Jharkhand,1989,JAN,1989-01-01,1.9,-0.7651375501969622,BELOW_NORMAL,0,0,0
Jharkhand,1989,FEB,1989-02-01,0.3,-0.915968186399256,BELOW_NORMAL,0,0,0
Jharkhand,1989,MAR,1989-03-01,2.8,-0.7851126994861858,BELOW_NORMAL,0,0,0
Jharkhand,1989,APR,1989-04-01,0.1,-1.176613064997783,DRY,1,1,0
Jharkhand,1989,MAY,1989-05-01,66.4,0.6248050962239285,NORMAL_OR_WET,0,0,0
Jharkhand,1989,JUN,1989-06-01,246.0,0.6061254149207673,NORMAL_OR_WET,0,0,0
Jharkhand,1989,JUL,1989-07-01,285.6,-0.5823144453802,BELOW_NORMAL,0,0,0
Jharkhand,1989,AUG,1989-08-01,258.9,-0.8860749144210761,BELOW_NORMAL,0,0,0
Jharkhand,1989,SEP,1989-09-01,219.0,-0.1110513502964404,BELOW_NORMAL,0,0,0
Jharkhand,1989,OCT,1989-10-01,39.6,-0.6212957585712182,BELOW_NORMAL,0,0,0
Jharkhand,1989,NOV,1989-11-01,8.6,-0.1511837656382736,BELOW_NORMAL,0,0,0
Jharkhand,1989,DEC,1989-12-01,19.7,1.639490919514895,NORMAL_OR_WET,0,0,0
Jharkhand,1990,JAN,1990-01-01,0.8,-0.8191872799902269,BELOW_NORMAL,0,0,0
Jharkhand,1990,FEB,1990-02-01,48.0,0.94021440309806,NORMAL_OR_WET,0,0,0
Jharkhand,1990,MAR,1990-03-01,22.2,0.1977612761873812,NORMAL_OR_WET,0,0,0
Jharkhand,1990,APR,1990-04-01,15.4,-0.2289593946780984,BELOW_NORMAL,0,0,0
Jharkhand,1990,MAY,1990-05-01,90.6,1.4738515300156496,NORMAL_OR_WET,0,0,0
Jharkhand,1990,JUN,1990-06-01,197.4,0.0471105360284869,NORMAL_OR_WET,0,0,0
Jharkhand,1990,JUL,1990-07-01,430.7,1.0303472803479348,NORMAL_OR_WET,0,0,0
Jharkhand,1990,AUG,1990-08-01,230.8,-1.2602462687344451,DRY,1,1,0
Jharkhand,1990,SEP,1990-09-01,226.0,-0.0155145268796494,BELOW_NORMAL,0,0,0
Jharkhand,1990,OCT,1990-10-01,128.1,0.742365198721829,NORMAL_OR_WET,0,0,0
Jharkhand,1990,NOV,1990-11-01,14.2,0.1185020586094718,NORMAL_OR_WET,0,0,0
Jharkhand,1990,DEC,1990-12-01,0.3,-0.5032605569144877,BELOW_NORMAL,0,0,0
Jharkhand,1991,JAN,1991-01-01,19.3,0.0898309028964982,NORMAL_OR_WET,0,0,0
Jharkhand,1991,FEB,1991-02-01,8.0,-0.6163328417634211,BELOW_NORMAL,0,0,0
Jharkhand,1991,MAR,1991-03-01,31.1,0.6486673784293786,NORMAL_OR_WET,0,0,0
Jharkhand,1991,APR,1991-04-01,11.2,-0.48909961790311,BELOW_NORMAL,0,0,0
Jharkhand,1991,MAY,1991-05-01,33.7,-0.52246012629629,BELOW_NORMAL,0,0,0
Jharkhand,1991,JUN,1991-06-01,171.3,-0.2531011581914413,BELOW_NORMAL,0,0,0
Jharkhand,1991,JUL,1991-07-01,252.9,-0.9457468260232742,BELOW_NORMAL,0,0,0
Jharkhand,1991,AUG,1991-08-01,384.0,0.7797199761341743,NORMAL_OR_WET,0,0,0
Jharkhand,1991,SEP,1991-09-01,274.0,0.6395951194069173,NORMAL_OR_WET,0,0,0
Jharkhand,1991,OCT,1991-10-01,29.4,-0.7784634621236373,BELOW_NORMAL,0,0,0
Jharkhand,1991,NOV,1991-11-01,1.9,-0.4738435910775406,BELOW_NORMAL,0,0,0
Jharkhand,1991,DEC,1991-12-01,34.2,3.2410319714853104,NORMAL_OR_WET,0,0,0
Jharkhand,1992,JAN,1992-01-01,2.3,-0.7454831029994113,BELOW_NORMAL,0,0,0
Jharkhand,1992,FEB,1992-02-01,6.1,-0.6902688358943413,BELOW_NORMAL,0,0,0
Jharkhand,1992,MAR,1992-03-01,0.6,-0.8965726348718479,BELOW_NORMAL,0,0,0
Jharkhand,1992,APR,1992-04-01,8.8,-0.6377511740316879,BELOW_NORMAL,0,0,0
Jharkhand,1992,MAY,1992-05-01,51.8,0.1125704708785096,NORMAL_OR_WET,0,0,0
Jharkhand,1992,JUN,1992-06-01,129.8,-0.7304492543648906,BELOW_NORMAL,0,0,0
Jharkhand,1992,JUL,1992-07-01,295.7,-0.4700616305638382,BELOW_NORMAL,0,0,0
Jharkhand,1992,AUG,1992-08-01,265.2,-0.8021859630981497,BELOW_NORMAL,0,0,0
Jharkhand,1992,SEP,1992-09-01,148.5,-1.0732436432798351,DRY,1,1,0
Jharkhand,1992,OCT,1992-10-01,22.5,-0.8847827909973325,BELOW_NORMAL,0,0,0
Jharkhand,1992,NOV,1992-11-01,1.6,-0.4882910459479556,BELOW_NORMAL,0,0,0
Jharkhand,1992,DEC,1992-12-01,0.3,-0.5032605569144877,BELOW_NORMAL,0,0,0
Jharkhand,1993,JAN,1993-01-01,1.7,-0.7749647737957377,BELOW_NORMAL,0,0,0
Jharkhand,1993,FEB,1993-02-01,2.0,-0.8498149284926432,BELOW_NORMAL,0,0,0
Jharkhand,1993,MAR,1993-03-01,16.1,-0.1112867264728639,BELOW_NORMAL,0,0,0
Jharkhand,1993,APR,1993-04-01,32.0,0.7992138685445658,NORMAL_OR_WET,0,0,0
Jharkhand,1993,MAY,1993-05-01,50.5,0.0669605384847395,NORMAL_OR_WET,0,0,0
Jharkhand,1993,JUN,1993-06-01,203.2,0.1138242458551375,NORMAL_OR_WET,0,0,0
Jharkhand,1993,JUL,1993-07-01,214.4,-1.37364121913515,DRY,1,2,0
Jharkhand,1993,AUG,1993-08-01,245.9,-1.059179099690606,DRY,1,2,0
Jharkhand,1993,SEP,1993-09-01,372.4,1.9825698942943784,NORMAL_OR_WET,0,0,0
Jharkhand,1993,OCT,1993-10-01,49.6,-0.4672097746962976,BELOW_NORMAL,0,0,0
Jharkhand,1993,NOV,1993-11-01,16.2,0.2148184244122381,NORMAL_OR_WET,0,0,0
Jharkhand,1993,DEC,1993-12-01,0.0,-0.5363958890242204,BELOW_NORMAL,0,0,0
Jharkhand,1994,JAN,1994-01-01,17.7,0.0112131141062948,NORMAL_OR_WET,0,0,0
Jharkhand,1994,FEB,1994-02-01,23.8,-0.0014966800431359,BELOW_NORMAL,0,0,0
Jharkhand,1994,MAR,1994-03-01,0.6,-0.8965726348718479,BELOW_NORMAL,0,0,0
Jharkhand,1994,APR,1994-04-01,20.0,0.0559560879016759,NORMAL_OR_WET,0,0,0
Jharkhand,1994,MAY,1994-05-01,29.2,-0.6803406615054945,BELOW_NORMAL,0,0,0
Jharkhand,1994,JUN,1994-06-01,391.3,2.277418869716001,NORMAL_OR_WET,0,0,0
Jharkhand,1994,JUL,1994-07-01,451.6,1.262632808037239,NORMAL_OR_WET,0,0,0
Jharkhand,1994,AUG,1994-08-01,360.7,0.4694640133049389,NORMAL_OR_WET,0,0,0
Jharkhand,1994,SEP,1994-09-01,162.8,-0.8780755611569621,BELOW_NORMAL,0,0,0
Jharkhand,1994,OCT,1994-10-01,118.9,0.6006060935569023,NORMAL_OR_WET,0,0,0
Jharkhand,1994,NOV,1994-11-01,2.7,-0.4353170447564342,BELOW_NORMAL,0,0,0
Jharkhand,1994,DEC,1994-12-01,0.1,-0.5253507783209762,BELOW_NORMAL,0,0,0
Jharkhand,1995,JAN,1995-01-01,13.7,-0.1853313578692132,BELOW_NORMAL,0,0,0
Jharkhand,1995,FEB,1995-02-01,9.7,-0.5501795838568081,BELOW_NORMAL,0,0,0
Jharkhand,1995,MAR,1995-03-01,22.4,0.2078939975860777,NORMAL_OR_WET,0,0,0
Jharkhand,1995,APR,1995-04-01,4.3,-0.9164728417727716,BELOW_NORMAL,0,0,0
Jharkhand,1995,MAY,1995-05-01,30.3,-0.641747641787689,BELOW_NORMAL,0,0,0
Jharkhand,1995,JUN,1995-06-01,134.2,-0.679838853806742,BELOW_NORMAL,0,0,0
Jharkhand,1995,JUL,1995-07-01,312.3,-0.285566905222094,BELOW_NORMAL,0,0,0
Jharkhand,1995,AUG,1995-08-01,301.5,-0.3188258149993839,BELOW_NORMAL,0,0,0
Jharkhand,1995,SEP,1995-09-01,395.9,2.303300658622177,NORMAL_OR_WET,0,0,0
Jharkhand,1995,OCT,1995-10-01,37.5,-0.6536538151849516,BELOW_NORMAL,0,0,0
Jharkhand,1995,NOV,1995-11-01,84.7,3.513653953156983,NORMAL_OR_WET,0,0,0
Jharkhand,1995,DEC,1995-12-01,20.1,1.6836713623278723,NORMAL_OR_WET,0,0,0
Jharkhand,1996,JAN,1996-01-01,17.1,-0.0182685566900312,BELOW_NORMAL,0,0,0
Jharkhand,1996,FEB,1996-02-01,24.4,0.0218515286297861,NORMAL_OR_WET,0,0,0
Jharkhand,1996,MAR,1996-03-01,4.9,-0.6787191247998718,BELOW_NORMAL,0,0,0
Jharkhand,1996,APR,1996-04-01,8.0,-0.6873016927412139,BELOW_NORMAL,0,0,0
Jharkhand,1996,MAY,1996-05-01,18.5,-1.0557454896696028,DRY,1,1,0
Jharkhand,1996,JUN,1996-06-01,302.7,1.2583094402950945,NORMAL_OR_WET,0,0,0
Jharkhand,1996,JUL,1996-07-01,274.1,-0.7101270563097215,BELOW_NORMAL,0,0,0
Jharkhand,1996,AUG,1996-08-01,384.3,0.7837146881019329,NORMAL_OR_WET,0,0,0
Jharkhand,1996,SEP,1996-09-01,133.6,-1.2766005959812905,DRY,1,1,0
Jharkhand,1996,OCT,1996-10-01,23.9,-0.8632107532548436,BELOW_NORMAL,0,0,0
Jharkhand,1996,NOV,1996-11-01,0.1,-0.5605283203000303,BELOW_NORMAL,0,0,0
Jharkhand,1996,DEC,1996-12-01,0.0,-0.5363958890242204,BELOW_NORMAL,0,0,0
Jharkhand,1997,JAN,1997-01-01,9.5,-0.3917030534434967,BELOW_NORMAL,0,0,0
Jharkhand,1997,FEB,1997-02-01,3.7,-0.7836616705860303,BELOW_NORMAL,0,0,0
Jharkhand,1997,MAR,1997-03-01,1.5,-0.8509753885777135,BELOW_NORMAL,0,0,0
Jharkhand,1997,APR,1997-04-01,29.4,0.6381746827386062,NORMAL_OR_WET,0,0,0
Jharkhand,1997,MAY,1997-05-01,25.2,-0.8206789150247874,BELOW_NORMAL,0,0,0
Jharkhand,1997,JUN,1997-06-01,230.4,0.4266885402146033,NORMAL_OR_WET,0,0,0
Jharkhand,1997,JUL,1997-07-01,400.5,0.6947002499069308,NORMAL_OR_WET,0,0,0
Jharkhand,1997,AUG,1997-08-01,431.6,1.4135476083518397,NORMAL_OR_WET,0,0,0
Jharkhand,1997,SEP,1997-09-01,199.6,-0.3758248323372611,BELOW_NORMAL,0,0,0
Jharkhand,1997,OCT,1997-10-01,54.3,-0.394789362275085,BELOW_NORMAL,0,0,0
Jharkhand,1997,NOV,1997-11-01,39.0,1.3128249945637736,NORMAL_OR_WET,0,0,0
Jharkhand,1997,DEC,1997-12-01,36.6,3.506114628363172,NORMAL_OR_WET,0,0,0
Jharkhand,1998,JAN,1998-01-01,76.3,2.890589628547489,NORMAL_OR_WET,0,0,0
Jharkhand,1998,FEB,1998-02-01,20.6,-0.1260204596320544,BELOW_NORMAL,0,0,0
Jharkhand,1998,MAR,1998-03-01,54.1,1.813930339279484,NORMAL_OR_WET,0,0,0
Jharkhand,1998,APR,1998-04-01,33.8,0.9107025356409992,NORMAL_OR_WET,0,0,0
Jharkhand,1998,MAY,1998-05-01,45.5,-0.1084622784143764,BELOW_NORMAL,0,0,0
Jharkhand,1998,JUN,1998-06-01,109.9,-0.959346293252882,BELOW_NORMAL,0,0,0
Jharkhand,1998,JUL,1998-07-01,302.4,-0.3955968920222911,BELOW_NORMAL,0,0,0
Jharkhand,1998,AUG,1998-08-01,263.2,-0.828817376216539,BELOW_NORMAL,0,0,0
Jharkhand,1998,SEP,1998-09-01,288.6,0.8388576368190817,NORMAL_OR_WET,0,0,0
Jharkhand,1998,OCT,1998-10-01,132.3,0.807081311949296,NORMAL_OR_WET,0,0,0
Jharkhand,1998,NOV,1998-11-01,26.3,0.7012160717162078,NORMAL_OR_WET,0,0,0
Jharkhand,1998,DEC,1998-12-01,0.7,-0.4590801141015107,BELOW_NORMAL,0,0,0
Jharkhand,1999,JAN,1999-01-01,0.6,-0.8290145035890023,BELOW_NORMAL,0,0,0
Jharkhand,1999,FEB,1999-02-01,0.1,-0.9237509226235636,BELOW_NORMAL,0,0,0
Jharkhand,1999,MAR,1999-03-01,0.1,-0.9219044383685894,BELOW_NORMAL,0,0,0
Jharkhand,1999,APR,1999-04-01,1.5,-1.0898996572561126,DRY,1,1,0
Jharkhand,1999,MAY,1999-05-01,95.4,1.6422574342388012,NORMAL_OR_WET,0,0,0
Jharkhand,1999,JUN,1999-06-01,240.2,0.5394117050941164,NORMAL_OR_WET,0,0,0
Jharkhand,1999,JUL,1999-07-01,416.0,0.866969421159764,NORMAL_OR_WET,0,0,0
Jharkhand,1999,AUG,1999-08-01,373.1,0.634578774638953,NORMAL_OR_WET,0,0,0
Jharkhand,1999,SEP,1999-09-01,315.8,1.2100864363814692,NORMAL_OR_WET,0,0,0
Jharkhand,1999,OCT,1999-10-01,140.6,0.9349726785654798,NORMAL_OR_WET,0,0,0
Jharkhand,1999,NOV,1999-11-01,3.3,-0.4064221350156042,BELOW_NORMAL,0,0,0
Jharkhand,1999,DEC,1999-12-01,0.2,-0.5143056676177319,BELOW_NORMAL,0,0,0
Jharkhand,2000,JAN,2000-01-01,3.6,-0.6816061496073713,BELOW_NORMAL,0,0,0
Jharkhand,2000,FEB,2000-02-01,21.2,-0.1026722509591323,BELOW_NORMAL,0,0,0
Jharkhand,2000,MAR,2000-03-01,6.3,-0.6077900750089958,BELOW_NORMAL,0,0,0
Jharkhand,2000,APR,2000-04-01,19.6,0.031180828546913,NORMAL_OR_WET,0,0,0
Jharkhand,2000,MAY,2000-05-01,67.7,0.6704150286176986,NORMAL_OR_WET,0,0,0
Jharkhand,2000,JUN,2000-06-01,185.3,-0.0920680655064222,BELOW_NORMAL,0,0,0
Jharkhand,2000,JUL,2000-07-01,358.4,0.2267949525040739,NORMAL_OR_WET,0,0,0
Jharkhand,2000,AUG,2000-08-01,152.8,-2.298871380351628,EXTREME_DRY,1,1,0
Jharkhand,2000,SEP,2000-09-01,356.9,1.7710240710143414,NORMAL_OR_WET,0,0,0
Jharkhand,2000,OCT,2000-10-01,19.1,-0.9371720255148056,BELOW_NORMAL,0,0,0
Jharkhand,2000,NOV,2000-11-01,0.4,-0.5460808654296153,BELOW_NORMAL,0,0,0
Jharkhand,2000,DEC,2000-12-01,0.2,-0.5143056676177319,BELOW_NORMAL,0,0,0
Jharkhand,2001,JAN,2001-01-01,1.9,-0.7651375501969622,BELOW_NORMAL,0,0,0
Jharkhand,2001,FEB,2001-02-01,4.0,-0.7719875662495691,BELOW_NORMAL,0,0,0
Jharkhand,2001,MAR,2001-03-01,30.0,0.5929374107365474,NORMAL_OR_WET,0,0,0
Jharkhand,2001,APR,2001-04-01,14.0,-0.3156728024197689,BELOW_NORMAL,0,0,0
Jharkhand,2001,MAY,2001-05-01,57.4,0.3090440258055196,NORMAL_OR_WET,0,0,0
Jharkhand,2001,JUN,2001-06-01,324.7,1.5113614430858384,NORMAL_OR_WET,0,0,0
Jharkhand,2001,JUL,2001-07-01,354.6,0.1845612201969282,NORMAL_OR_WET,0,0,0
Jharkhand,2001,AUG,2001-08-01,219.4,-1.4120453235092645,DRY,1,2,0
Jharkhand,2001,SEP,2001-09-01,132.8,-1.2875190900860662,DRY,1,2,0
Jharkhand,2001,OCT,2001-10-01,115.5,0.5482168590394292,NORMAL_OR_WET,0,0,0
Jharkhand,2001,NOV,2001-11-01,0.2,-0.5557125020098921,BELOW_NORMAL,0,0,0
Jharkhand,2001,DEC,2001-12-01,0.0,-0.5363958890242204,BELOW_NORMAL,0,0,0
Jharkhand,2002,JAN,2002-01-01,9.0,-0.4162711124404352,BELOW_NORMAL,0,0,0
Jharkhand,2002,FEB,2002-02-01,5.4,-0.7175084126794173,BELOW_NORMAL,0,0,0
Jharkhand,2002,MAR,2002-03-01,10.7,-0.3848702042376714,BELOW_NORMAL,0,0,0
Jharkhand,2002,APR,2002-04-01,11.5,-0.4705181733870377,BELOW_NORMAL,0,0,0
Jharkhand,2002,MAY,2002-05-01,38.7,-0.3470373093971741,BELOW_NORMAL,0,0,0
Jharkhand,2002,JUN,2002-06-01,184.9,-0.0966690110117086,BELOW_NORMAL,0,0,0
Jharkhand,2002,JUL,2002-07-01,186.8,-1.6803914853660014,SEVERE_DRY,1,1,0
Jharkhand,2002,AUG,2002-08-01,277.4,-0.6397343430759752,BELOW_NORMAL,0,0,0
Jharkhand,2002,SEP,2002-09-01,253.4,0.3584438962089324,NORMAL_OR_WET,0,0,0
Jharkhand,2002,OCT,2002-10-01,55.0,-0.3840033434038405,BELOW_NORMAL,0,0,0
Jharkhand,2002,NOV,2002-11-01,1.3,-0.5027385008183705,BELOW_NORMAL,0,0,0
Jharkhand,2002,DEC,2002-12-01,0.8,-0.4480350033982664,BELOW_NORMAL,0,0,0
Jharkhand,2003,JAN,2003-01-01,3.3,-0.6963469850055343,BELOW_NORMAL,0,0,0
Jharkhand,2003,FEB,2003-02-01,30.5,0.2592249834711621,NORMAL_OR_WET,0,0,0
Jharkhand,2003,MAR,2003-03-01,33.6,0.7753263959130857,NORMAL_OR_WET,0,0,0
Jharkhand,2003,APR,2003-04-01,17.9,-0.0741140237108298,BELOW_NORMAL,0,0,0
Jharkhand,2003,MAY,2003-05-01,21.5,-0.9504917995301332,BELOW_NORMAL,0,0,0
Jharkhand,2003,JUN,2003-06-01,152.4,-0.4704958333162171,BELOW_NORMAL,0,0,0
Jharkhand,2003,JUL,2003-07-01,247.5,-1.005763182459745,DRY,1,2,0
Jharkhand,2003,AUG,2003-08-01,245.1,-1.069831664937962,DRY,1,2,0
Jharkhand,2003,SEP,2003-09-01,224.0,-0.0428107621415897,BELOW_NORMAL,0,0,0
Jharkhand,2003,OCT,2003-10-01,255.5,2.705420633288317,NORMAL_OR_WET,0,0,0
Jharkhand,2003,NOV,2003-11-01,6.2,-0.2667634046015932,BELOW_NORMAL,0,0,0
Jharkhand,2003,DEC,2003-12-01,7.4,0.2809423030158535,NORMAL_OR_WET,0,0,0
Jharkhand,2004,JAN,2004-01-01,5.5,-0.5882475254190049,BELOW_NORMAL,0,0,0
Jharkhand,2004,FEB,2004-02-01,2.7,-0.8225753517075673,BELOW_NORMAL,0,0,0
Jharkhand,2004,MAR,2004-03-01,3.1,-0.7699136173881409,BELOW_NORMAL,0,0,0
Jharkhand,2004,APR,2004-04-01,41.0,1.3566572040267333,NORMAL_OR_WET,0,0,0
Jharkhand,2004,MAY,2004-05-01,31.1,-0.6136799910838304,BELOW_NORMAL,0,0,0
Jharkhand,2004,JUN,2004-06-01,184.4,-0.1024201928933164,BELOW_NORMAL,0,0,0
Jharkhand,2004,JUL,2004-07-01,200.7,-1.5259049382424932,SEVERE_DRY,1,1,0
Jharkhand,2004,AUG,2004-08-01,327.0,0.0207247022600795,NORMAL_OR_WET,0,0,0
Jharkhand,2004,SEP,2004-09-01,211.5,-0.2134122325287164,BELOW_NORMAL,0,0,0
Jharkhand,2004,OCT,2004-10-01,128.1,0.742365198721829,NORMAL_OR_WET,0,0,0
Jharkhand,2004,NOV,2004-11-01,0.1,-0.5605283203000303,BELOW_NORMAL,0,0,0
Jharkhand,2004,DEC,2004-12-01,1.6,-0.3596741177723125,BELOW_NORMAL,0,0,0
Jharkhand,2005,JAN,2005-01-01,22.1,0.2274120332793539,NORMAL_OR_WET,0,0,0
Jharkhand,2005,FEB,2005-02-01,17.5,-0.2466528711088192,BELOW_NORMAL,0,0,0
Jharkhand,2005,MAR,2005-03-01,17.7,-0.0302249552832915,BELOW_NORMAL,0,0,0
Jharkhand,2005,APR,2005-04-01,9.6,-0.5882006553221619,BELOW_NORMAL,0,0,0
Jharkhand,2005,MAY,2005-05-01,23.5,-0.8803226727704868,BELOW_NORMAL,0,0,0
Jharkhand,2005,JUN,2005-06-01,157.2,-0.4152844872527821,BELOW_NORMAL,0,0,0
Jharkhand,2005,JUL,2005-07-01,266.4,-0.7957059349320972,BELOW_NORMAL,0,0,0
Jharkhand,2005,AUG,2005-08-01,214.5,-1.477292285649318,DRY,1,2,0
Jharkhand,2005,SEP,2005-09-01,141.5,-1.1687804666966262,DRY,1,2,0
