subdivision,year,month,date,rainfall_mm,rainfall_zscore,rainfall_condition,is_dry,dry_episode_length,persistent_drought_signal
Coastal Andhra Pradesh,1985,JAN,1985-01-01,42.7,3.0840067157091093,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1985,FEB,1985-02-01,0.4,-0.6189044283024795,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1985,MAR,1985-03-01,1.7,-0.5749944510199632,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1985,APR,1985-04-01,7.0,-0.9099367326041874,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1985,MAY,1985-05-01,17.9,-0.7070745605740668,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1985,JUN,1985-06-01,105.1,-0.3830394172365633,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1985,JUL,1985-07-01,198.6,0.4730208174363681,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1985,AUG,1985-08-01,179.3,0.0615926401868348,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1985,SEP,1985-09-01,88.6,-1.4775559886564031,DRY,1,1,0
Coastal Andhra Pradesh,1985,OCT,1985-10-01,248.2,0.6394147574605042,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1985,NOV,1985-11-01,32.6,-0.5874450337182084,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1985,DEC,1985-12-01,45.5,1.4310174167355965,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1986,JAN,1986-01-01,32.6,2.2021689980055608,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1986,FEB,1986-02-01,25.9,0.6631210954359413,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1986,MAR,1986-03-01,2.2,-0.5498470411929088,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1986,APR,1986-04-01,26.6,0.0101104081400466,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1986,MAY,1986-05-01,44.1,-0.2942631410933041,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1986,JUN,1986-06-01,101.0,-0.4640981822129084,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1986,JUL,1986-07-01,106.0,-1.2573374701245268,DRY,1,1,0
Coastal Andhra Pradesh,1986,AUG,1986-08-01,336.2,2.900343766729073,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1986,SEP,1986-09-01,95.3,-1.371258850197118,DRY,1,1,0
Coastal Andhra Pradesh,1986,OCT,1986-10-01,124.4,-0.5917151254187606,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1986,NOV,1986-11-01,111.9,0.4597975001161483,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1986,DEC,1986-12-01,3.7,-0.3309054397602389,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1987,JAN,1987-01-01,20.9,1.1806342161113512,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1987,FEB,1987-02-01,0.2,-0.6289595304494475,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1987,MAR,1987-03-01,24.0,0.5465800272666591,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1987,APR,1987-04-01,16.9,-0.4452190441670489,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1987,MAY,1987-05-01,52.9,-0.1556089238631243,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1987,JUN,1987-06-01,75.6,-0.966267116456608,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1987,JUL,1987-07-01,99.7,-1.375061630077374,DRY,1,1,0
Coastal Andhra Pradesh,1987,AUG,1987-08-01,163.4,-0.2260819481625699,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1987,SEP,1987-09-01,103.4,-1.242750369373206,DRY,1,1,0
Coastal Andhra Pradesh,1987,OCT,1987-10-01,265.0,0.8064824636993707,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1987,NOV,1987-11-01,243.6,2.1990388835459687,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1987,DEC,1987-12-01,14.2,0.1116828375891934,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1988,JAN,1988-01-01,0.0,-0.6441586848791597,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1988,FEB,1988-02-01,16.7,0.200586396675413,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1988,MAR,1988-03-01,2.3,-0.5448175592274981,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1988,APR,1988-04-01,38.4,0.5640163398125956,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1988,MAY,1988-05-01,69.6,0.1075189656532395,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1988,JUN,1988-06-01,68.2,-1.11256830202367,DRY,1,1,0
Coastal Andhra Pradesh,1988,JUL,1988-07-01,313.4,2.618216621021581,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1988,AUG,1988-08-01,269.8,1.6989857373957105,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1988,SEP,1988-09-01,277.5,1.5193887061135911,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1988,OCT,1988-10-01,78.6,-1.0471735150461463,DRY,1,1,0
Coastal Andhra Pradesh,1988,NOV,1988-11-01,5.8,-0.9413681094655068,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1988,DEC,1988-12-01,24.6,0.5500559884876788,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1989,JAN,1989-01-01,0.1,-0.6354276183672434,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1989,FEB,1989-02-01,0.1,-0.6339870815229315,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1989,MAR,1989-03-01,37.4,1.2205306106317146,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1989,APR,1989-04-01,7.3,-0.8958543784091226,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1989,MAY,1989-05-01,31.9,-0.4864883058896898,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1989,JUN,1989-06-01,128.3,0.0756345699466587,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1989,JUL,1989-07-01,329.6,2.9209358894717603,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1989,AUG,1989-08-01,235.5,1.0784047071828435,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1989,SEP,1989-09-01,189.6,0.1248337105059548,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1989,OCT,1989-10-01,55.5,-1.2768916111245876,DRY,1,1,0
Coastal Andhra Pradesh,1989,NOV,1989-11-01,13.2,-0.8436430810875214,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1989,DEC,1989-12-01,1.6,-0.4194230952301253,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1990,JAN,1990-01-01,10.3,0.2551411658482214,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1990,FEB,1990-02-01,81.1,3.438329287999111,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1990,MAR,1990-03-01,84.5,3.5894166163402303,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1990,APR,1990-04-01,24.2,-0.1025484254204718,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1990,MAY,1990-05-01,507.7,7.010293121169349,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1990,JUN,1990-06-01,107.4,-0.3375674271278816,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1990,JUL,1990-07-01,102.5,-1.322739781209442,DRY,1,1,0
Coastal Andhra Pradesh,1990,AUG,1990-08-01,223.2,0.8558639878936812,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1990,SEP,1990-09-01,158.5,-0.368575394879682,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1990,OCT,1990-10-01,248.7,0.6443870106223754,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1990,NOV,1990-11-01,58.9,-0.240125000428882,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1990,DEC,1990-12-01,4.3,-0.305614681054557,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1991,JAN,1991-01-01,19.6,1.0671303514564392,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1991,FEB,1991-02-01,3.3,-0.4731054471714433,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1991,MAR,1991-03-01,6.6,-0.3285498347148309,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1991,APR,1991-04-01,17.9,-0.3982778635168328,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1991,MAY,1991-05-01,24.5,-0.6030838976514319,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1991,JUN,1991-06-01,215.5,1.799616107980147,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1991,JUL,1991-07-01,145.3,-0.5229629485139091,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1991,AUG,1991-08-01,134.4,-0.7507714489256351,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1991,SEP,1991-09-01,265.7,1.33217882046888,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1991,OCT,1991-10-01,148.7,-0.3500636217518291,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1991,NOV,1991-11-01,132.4,0.7305222408929997,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1991,DEC,1991-12-01,8.3,-0.137009623016678,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1992,JAN,1992-01-01,13.1,0.4996110281818783,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1992,FEB,1992-02-01,4.3,-0.4228299364366033,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1992,MAR,1992-03-01,0.0,-0.6604956444319479,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1992,APR,1992-04-01,9.1,-0.8113602532387338,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1992,MAY,1992-05-01,45.5,-0.2722045156248664,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1992,JUN,1992-06-01,75.6,-0.966267116456608,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1992,JUL,1992-07-01,208.4,0.6561472884741304,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1992,AUG,1992-08-01,207.2,0.5663801254037143,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1992,SEP,1992-09-01,145.8,-0.5700640006159388,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1992,OCT,1992-10-01,147.5,-0.3619970293403194,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1992,NOV,1992-11-01,144.4,0.8889952598843274,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1992,DEC,1992-12-01,0.0,-0.4868651184452769,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1993,JAN,1993-01-01,2.2,-0.4520752216170006,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1993,FEB,1993-02-01,9.8,-0.1463146273949831,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1993,MAR,1993-03-01,16.6,0.1743983618262553,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1993,APR,1993-04-01,26.6,0.0101104081400466,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1993,MAY,1993-05-01,71.7,0.1406069038558961,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1993,JUN,1993-06-01,73.2,-1.013716149613493,DRY,1,1,0
Coastal Andhra Pradesh,1993,JUL,1993-07-01,166.2,-0.1324177194639883,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1993,AUG,1993-08-01,99.3,-1.3858266722630002,DRY,1,1,0
Coastal Andhra Pradesh,1993,SEP,1993-09-01,172.9,-0.1401158734149497,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1993,OCT,1993-10-01,196.2,0.1223004286259179,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1993,NOV,1993-11-01,17.5,-0.7868569159489623,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1993,DEC,1993-12-01,17.5,0.2507820104704436,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1994,JAN,1994-01-01,7.2,-0.0155218960211845,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1994,FEB,1994-02-01,17.4,0.235779254189801,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1994,MAR,1994-03-01,3.1,-0.5045817035042112,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1994,APR,1994-04-01,30.6,0.1978751307409107,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1994,MAY,1994-05-01,49.2,-0.2139067197439953,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1994,JUN,1994-06-01,62.5,-1.225259755771272,DRY,1,1,0
Coastal Andhra Pradesh,1994,JUL,1994-07-01,218.3,0.8411423969714616,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1994,AUG,1994-08-01,156.5,-0.3509218638613682,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1994,SEP,1994-09-01,137.0,-0.7096781526221642,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1994,OCT,1994-10-01,257.6,0.7328931169036799,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1994,NOV,1994-11-01,213.4,1.800215119084461,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1994,DEC,1994-12-01,2.1,-0.3983474629753905,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1995,JAN,1995-01-01,27.5,1.7568846058978282,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1995,FEB,1995-02-01,2.5,-0.5133258557593154,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1995,MAR,1995-03-01,12.0,-0.0569578085826443,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1995,APR,1995-04-01,19.8,-0.3090896202814223,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1995,MAY,1995-05-01,257.8,3.072828475053221,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1995,JUN,1995-06-01,80.0,-0.8792772223356522,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1995,JUL,1995-07-01,225.3,0.9719470191412918,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1995,AUG,1995-08-01,212.7,0.6658902031346404,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1995,SEP,1995-09-01,128.6,-0.8429462068099247,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1995,OCT,1995-10-01,329.6,1.448897572213107,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1995,NOV,1995-11-01,50.1,-0.356338547689189,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1995,DEC,1995-12-01,6.1,-0.2297424049375115,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1996,JAN,1996-01-01,3.4,-0.3473024234740048,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1996,FEB,1996-02-01,5.8,-0.3474166703343433,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1996,MAR,1996-03-01,4.4,-0.4391984379538698,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1996,APR,1996-04-01,23.7,-0.1260190157455799,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1996,MAY,1996-05-01,23.8,-0.6141132103856508,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1996,JUN,1996-06-01,236.8,2.220726277247502,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1996,JUL,1996-07-01,206.9,0.6281177265805954,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1996,AUG,1996-08-01,225.2,0.8920494707049271,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1996,SEP,1996-09-01,160.5,-0.3368449057873581,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1996,OCT,1996-10-01,240.0,0.5578698056058197,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1996,NOV,1996-11-01,68.9,-0.1080641512694423,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1996,DEC,1996-12-01,11.4,-0.0063407030373218,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1997,JAN,1997-01-01,15.1,0.6742323584202047,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1997,FEB,1997-02-01,5.6,-0.3574717724813113,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1997,MAR,1997-03-01,19.7,0.330312302753992,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1997,APR,1997-04-01,62.6,1.6999929115478236,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1997,MAY,1997-05-01,25.2,-0.592054584917213,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1997,JUN,1997-06-01,63.1,-1.2133974974820507,DRY,1,1,0
Coastal Andhra Pradesh,1997,JUL,1997-07-01,156.0,-0.3230187403400262,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1997,AUG,1997-08-01,128.1,-0.8647557197810597,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1997,SEP,1997-09-01,315.5,2.1222679988677458,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1997,OCT,1997-10-01,83.6,-0.997450983427436,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1997,NOV,1997-11-01,51.7,-0.3352088118236786,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1997,DEC,1997-12-01,45.7,1.4394476696374905,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1998,JAN,1998-01-01,12.6,0.4559556956222967,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1998,FEB,1998-02-01,35.7,1.155821100637374,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1998,MAR,1998-03-01,24.7,0.5817864010245352,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1998,APR,1998-04-01,38.9,0.5874869301377036,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1998,MAY,1998-05-01,33.6,-0.4597028321065868,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1998,JUN,1998-06-01,136.2,0.2318209707547381,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1998,JUL,1998-07-01,214.1,0.7626596236695633,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1998,AUG,1998-08-01,252.2,1.3805534886567463,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1998,SEP,1998-09-01,255.5,1.1703533260980283,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1998,OCT,1998-10-01,178.6,-0.0527228826719419,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1998,NOV,1998-11-01,128.6,0.6803391182124124,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1998,DEC,1998-12-01,0.0,-0.4868651184452769,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1999,JAN,1999-01-01,0.1,-0.6354276183672434,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1999,FEB,1999-02-01,2.7,-0.5032707536123474,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1999,MAR,1999-03-01,0.2,-0.6504366805011261,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1999,APR,1999-04-01,11.0,-0.7221720100033233,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1999,MAY,1999-05-01,74.3,0.1815729225829946,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1999,JUN,1999-06-01,126.4,0.0380707520307913,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,1999,JUL,1999-07-01,154.2,-0.3566542146122685,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1999,AUG,1999-08-01,136.6,-0.7109674178332648,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1999,SEP,1999-09-01,137.5,-0.7017455303490832,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1999,OCT,1999-10-01,153.9,-0.2983521888683703,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1999,NOV,1999-11-01,28.3,-0.6442311988567675,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,1999,DEC,1999-12-01,0.0,-0.4868651184452769,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2000,JAN,2000-01-01,0.1,-0.6354276183672434,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2000,FEB,2000-02-01,42.4,1.492667022560802,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2000,MAR,2000-03-01,0.7,-0.6252892706740718,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2000,APR,2000-04-01,19.1,-0.3419484467365735,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2000,MAY,2000-05-01,68.4,0.0886115723945788,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2000,JUN,2000-06-01,200.5,1.5030596507496157,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2000,JUL,2000-07-01,154.1,-0.3585228520718374,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2000,AUG,2000-08-01,311.5,2.4534530540101867,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2000,SEP,2000-09-01,102.9,-1.250682991646287,DRY,1,2,0
Coastal Andhra Pradesh,2000,OCT,2000-10-01,69.6,-1.1366740719598247,DRY,1,2,0
Coastal Andhra Pradesh,2000,NOV,2000-11-01,10.6,-0.8779789018689759,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2000,DEC,2000-12-01,12.4,0.0358105614721478,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2001,JAN,2001-01-01,4.6,-0.2425296253310089,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2001,FEB,2001-02-01,3.8,-0.4479676918040233,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2001,MAR,2001-03-01,20.0,0.3454007486502246,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2001,APR,2001-04-01,54.1,1.3009928760209872,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2001,MAY,2001-05-01,50.8,-0.1886968620657809,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2001,JUN,2001-06-01,117.2,-0.1438172084039345,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2001,JUL,2001-07-01,123.0,-0.9396691019977966,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2001,AUG,2001-08-01,170.7,-0.0940049359015228,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2001,SEP,2001-09-01,187.2,0.086757123595166,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2001,OCT,2001-10-01,196.0,0.1203115273611696,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2001,NOV,2001-11-01,78.0,0.0121112214656477,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2001,DEC,2001-12-01,4.1,-0.314044933956451,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2002,JAN,2002-01-01,28.0,1.80053993845741,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2002,FEB,2002-02-01,0.0,-0.6390146325964156,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2002,MAR,2002-03-01,7.3,-0.2933434609569549,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2002,APR,2002-04-01,34.8,0.3950280894718178,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2002,MAY,2002-05-01,35.0,-0.4376442066381492,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2002,JUN,2002-06-01,115.2,-0.1833580693680054,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2002,JUL,2002-07-01,74.7,-1.842220994969624,SEVERE_DRY,1,1,0
Coastal Andhra Pradesh,2002,AUG,2002-08-01,173.5,-0.0433452599657783,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2002,SEP,2002-09-01,71.7,-1.7456786214865403,SEVERE_DRY,1,1,0
Coastal Andhra Pradesh,2002,OCT,2002-10-01,148.7,-0.3500636217518291,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2002,NOV,2002-11-01,14.3,-0.8291163876799831,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2002,DEC,2002-12-01,0.0,-0.4868651184452769,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2003,JAN,2003-01-01,6.2,-0.1028325611403478,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2003,FEB,2003-02-01,19.4,0.3363302756594811,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2003,MAR,2003-03-01,40.7,1.3865035154902734,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2003,APR,2003-04-01,19.4,-0.3278660925415088,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2003,MAY,2003-05-01,12.2,-0.7968846785527058,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2003,JUN,2003-06-01,104.0,-0.4047868907668022,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2003,JUL,2003-07-01,241.7,1.2784035625106076,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2003,AUG,2003-08-01,158.3,-0.3183549293312468,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2003,SEP,2003-09-01,130.2,-0.8175618155360657,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2003,OCT,2003-10-01,252.3,0.6801872333878469,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2003,NOV,2003-11-01,11.5,-0.8660934254446262,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2003,DEC,2003-12-01,101.1,3.7746277234621135,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2004,JAN,2004-01-01,24.0,1.4512972779807571,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2004,FEB,2004-02-01,11.4,-0.065873810219239,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2004,MAR,2004-03-01,11.6,-0.0770757364442878,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2004,APR,2004-04-01,40.1,0.643816346917963,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2004,MAY,2004-05-01,57.6,-0.0815549669333692,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2004,JUN,2004-06-01,152.8,0.5600101167565265,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2004,JUL,2004-07-01,192.1,0.351559382564383,NORMAL_OR_WET,0,0,0
Coastal Andhra Pradesh,2004,AUG,2004-08-01,125.0,-0.9208432181384908,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2004,SEP,2004-09-01,101.7,-1.2697212851016817,DRY,1,1,0
Coastal Andhra Pradesh,2004,OCT,2004-10-01,147.9,-0.3580192268108226,BELOW_NORMAL,0,0,0
Coastal Andhra Pradesh,2004,NOV,2004-11-01,9.4,-0.8938262037681084,BELOW_NORMAL,0,0,0
