subdivision,year,month,rainfall_mm,date,rainfall_3m,rainfall_6m,rainfall_12m,historical_monthly_mean,rainfall_anomaly,rainfall_anomaly_pct,rainfall_deficit_mm,rainfall_missing,rainfall_stress,historical_mean_mm,historical_std_mm,historical_min_mm,historical_max_mm,observations,coefficient_of_variation,rainfall_zscore,rainfall_condition
Coastal Karnataka,1918,MAR,3.9,1918-03-01,7.600000000000227,392.0000000000007,3394.7000000000003,6.271794871794872,-2.371794871794872,-37.81684382665576,2.371794871794872,0,1,6.271794871794872,16.4434603191635,0.0,161.4,117,2.621810925786494,-0.1442394013035529,BELOW_NORMAL
Coastal Karnataka,1918,APR,11.4,1918-04-01,15.600000000000229,83.80000000000068,3395.9,30.5017094017094,-19.1017094017094,-62.62504553478857,19.1017094017094,0,1,30.5017094017094,24.134983133324525,0.0,110.1,117,0.7912665751110963,-0.7914531904244257,BELOW_NORMAL
Coastal Karnataka,1918,MAY,699.5,1918-05-01,714.8000000000002,718.5000000000007,4042.8,122.5974358974359,576.9025641025642,470.5665823102504,0.0,0,0,122.5974358974359,124.33695213323551,8.4,699.5,117,1.01418884679819,4.639831958277164,NORMAL_OR_WET
Coastal Karnataka,1918,JUN,564.4,1918-06-01,1275.3000000000002,1282.9000000000003,3531.5,842.2820512820513,-277.8820512820513,-32.991567475417824,277.8820512820513,0,1,842.2820512820513,192.17429212664385,405.4,1361.6,117,0.2281590731206158,-1.4459897221784774,DRY
Coastal Karnataka,1918,JUL,360.6,1918-07-01,1624.5,1640.1000000000006,3126.0,1121.2948717948718,-760.6948717948718,-67.8407518779799,760.6948717948718,0,1,1121.2948717948718,295.2761500715238,360.6,1904.9,117,0.2633349687927059,-2.5762150841190903,EXTREME_DRY
Coastal Karnataka,1918,AUG,485.4,1918-08-01,1410.4,2125.2000000000007,3013.8,710.7914529914531,-225.3914529914531,-31.709927299050307,225.3914529914531,0,1,710.7914529914531,239.73472177152524,278.3,1579.1,117,0.3372785656926124,-0.9401702487062273,BELOW_NORMAL
Coastal Karnataka,1918,SEP,134.3,1918-09-01,980.3000000000002,2255.6000000000004,2647.6000000000004,299.165811965812,-164.865811965812,-55.1085068452449,164.865811965812,0,1,299.165811965812,147.8216948768843,54.7,716.5,117,0.494112926559192,-1.1153018648793276,DRY
Coastal Karnataka,1918,OCT,64.7,1918-10-01,684.4000000000002,2308.900000000001,2392.7,183.64615384615385,-118.94615384615382,-64.76920499287928,118.94615384615382,0,1,183.64615384615385,81.27568404495977,25.1,361.1,117,0.4425667640883292,-1.4634900369507278,DRY
Coastal Karnataka,1918,NOV,168.8,1918-11-01,367.8000000000002,1778.2000000000007,2496.7000000000003,62.809401709401705,105.99059829059831,168.74957475471857,0.0,0,0,62.809401709401705,55.03297598102994,0.0,255.2,117,0.8761901002599785,1.9259470599433628,NORMAL_OR_WET
Coastal Karnataka,1918,DEC,14.2,1918-12-01,247.70000000000024,1228.000000000001,2510.9,12.508547008547009,1.6914529914529908,13.522377861291416,0.0,0,0,12.508547008547009,23.604812384304225,0.0,159.8,117,1.887094669602729,0.07165712499277074,NORMAL_OR_WET
Coastal Karnataka,1919,JAN,0.0,1919-01-01,183.00000000000023,867.4000000000007,2507.5,1.918103448275862,-1.918103448275862,-100.0,1.918103448275862,0,1,1.918103448275862,4.184351783738428,0.0,23.0,116,2.1815047501737426,-0.4583991852047797,BELOW_NORMAL
Coastal Karnataka,1919,FEB,0.0,1919-02-01,14.200000000000228,382.0000000000007,2507.2,1.4923076923076923,-1.4923076923076923,-100.0,1.4923076923076923,0,1,1.4923076923076923,4.692476624345243,0.0,29.8,117,3.1444430987880496,-0.31802133750978867,BELOW_NORMAL
Coastal Karnataka,1919,MAR,0.0,1919-03-01,0.0,247.70000000000067,2503.3,6.271794871794872,-6.271794871794872,-100.0,6.271794871794872,0,1,6.271794871794872,16.4434603191635,0.0,161.4,117,2.621810925786494,-0.3814157573929626,BELOW_NORMAL
Coastal Karnataka,1919,APR,2.4,1919-04-01,2.4000000000002277,185.4000000000007,2494.3,30.5017094017094,-28.101709401709403,-92.13158853363971,28.101709401709403,0,1,30.5017094017094,24.134983133324525,0.0,110.1,117,0.7912665751110963,-1.1643558748921516,DRY
Coastal Karnataka,1919,MAY,74.4,1919-05-01,76.80000000000024,91.00000000000068,1869.2,122.5974358974359,-48.197435897435895,-39.313575805743206,48.197435897435895,0,1,122.5974358974359,124.33695213323551,8.4,699.5,117,1.01418884679819,-0.3876356551332307,BELOW_NORMAL
Coastal Karnataka,1919,JUN,669.9,1919-06-01,746.7000000000003,746.7000000000006,1974.7,842.2820512820513,-172.3820512820513,-20.46607202654571,172.3820512820513,0,0,842.2820512820513,192.17429212664385,405.4,1361.6,117,0.2281590731206158,-0.8970089046481339,BELOW_NORMAL
Coastal Karnataka,1919,JUL,960.9,1919-07-01,1705.2000000000005,1707.6000000000006,2575.0,1121.2948717948718,-160.39487179487185,-14.30443283291982,160.39487179487185,0,0,1121.2948717948718,295.2761500715238,360.6,1904.9,117,0.2633349687927059,-0.5432029364918904,BELOW_NORMAL
Coastal Karnataka,1919,AUG,632.7,1919-08-01,2263.5,2340.3000000000006,2722.3,710.7914529914531,-78.09145299145302,-10.986549242087191,78.09145299145302,0,0,710.7914529914531,239.73472177152524,278.3,1579.1,117,0.3372785656926124,-0.3257411042271826,BELOW_NORMAL
Coastal Karnataka,1919,SEP,208.3,1919-09-01,1801.9000000000003,2548.600000000001,2796.3,299.165811965812,-90.865811965812,-30.37306013301945,90.865811965812,0,1,299.165811965812,147.8216948768843,54.7,716.5,117,0.494112926559192,-0.6146987561026889,BELOW_NORMAL
Coastal Karnataka,1919,OCT,236.2,1919-10-01,1077.2000000000005,2782.4000000000005,2967.8,183.64615384615385,52.553846153846166,28.61690542012232,0.0,0,0,183.64615384615385,81.27568404495977,25.1,361.1,117,0.4425667640883292,0.6466121666201493,NORMAL_OR_WET
Coastal Karnataka,1919,NOV,124.0,1919-11-01,568.5000000000002,2832.0000000000005,2923.0,62.809401709401705,61.190598290598295,97.422673398016,0.0,0,0,62.809401709401705,55.03297598102994,0.0,255.2,117,0.8761901002599785,1.1118896843174702,NORMAL_OR_WET
Coastal Karnataka,1919,DEC,9.3,1919-12-01,369.5000000000002,2171.400000000001,2918.1,12.508547008547009,-3.208547008547008,-25.650837034506317,3.208547008547008,0,1,12.508547008547009,23.604812384304225,0.0,159.8,117,1.887094669602729,-0.13592766408431603,BELOW_NORMAL
Coastal Karnataka,1920,JAN,2.1,1920-01-01,135.40000000000023,1212.6000000000008,2920.2,1.918103448275862,0.181896551724138,9.483146067415731,0.0,0,0,1.918103448275862,4.184351783738428,0.0,23.0,116,2.1815047501737426,0.04347066430481283,NORMAL_OR_WET
Coastal Karnataka,1920,FEB,0.0,1920-02-01,11.400000000000228,579.9000000000007,2920.2,1.4923076923076923,-1.4923076923076923,-100.0,1.4923076923076923,0,1,1.4923076923076923,4.692476624345243,0.0,29.8,117,3.1444430987880496,-0.31802133750978867,BELOW_NORMAL
Coastal Karnataka,1920,MAR,0.1,1920-03-01,2.200000000000228,371.7000000000007,2920.3,6.271794871794872,-6.171794871794872,-98.40556009811938,6.171794871794872,0,1,6.271794871794872,16.4434603191635,0.0,161.4,117,2.621810925786494,-0.375334312365029,BELOW_NORMAL
Coastal Karnataka,1920,APR,72.7,1920-04-01,72.80000000000022,208.20000000000067,2990.6000000000004,30.5017094017094,42.1982905982906,138.34729733516406,0.0,0,0,30.5017094017094,24.134983133324525,0.0,110.1,117,0.7912665751110963,1.7484284271168622,NORMAL_OR_WET
Coastal Karnataka,1920,MAY,29.2,1920-05-01,102.00000000000024,113.40000000000067,2945.4,122.5974358974359,-93.3974358974359,-76.1822098592433,93.3974358974359,0,1,122.5974358974359,124.33695213323551,8.4,699.5,117,1.01418884679819,-0.7511639484081465,BELOW_NORMAL
Coastal Karnataka,1920,JUN,813.3,1920-06-01,915.2000000000002,917.4000000000008,3088.8,842.2820512820513,-28.98205128205132,-3.440896222107222,28.98205128205132,0,0,842.2820512820513,192.17429212664385,405.4,1361.6,117,0.2281590731206158,-0.15081128157845378,BELOW_NORMAL
Coastal Karnataka,1920,JUL,1107.5,1920-07-01,1950.0,2022.8000000000009,3235.4,1121.2948717948718,-13.794871794871824,-1.2302626313442588,13.794871794871824,0,0,1121.2948717948718,295.2761500715238,360.6,1904.9,117,0.2633349687927059,-0.04671854395124814,BELOW_NORMAL
Coastal Karnataka,1920,AUG,464.7,1920-08-01,2385.5,2487.5000000000005,3067.4,710.7914529914531,-246.09145299145308,-34.62217390990662,246.09145299145308,0,1,710.7914529914531,239.73472177152524,278.3,1579.1,117,0.3372785656926124,-1.0265156885617346,DRY
Coastal Karnataka,1920,SEP,133.5,1920-09-01,1705.7000000000005,2620.9000000000005,2992.6,299.165811965812,-165.665811965812,-55.37591707997166,165.665811965812,0,1,299.165811965812,147.8216948768843,54.7,716.5,117,0.494112926559192,-1.1207137903796156,DRY
Coastal Karnataka,1920,OCT,129.8,1920-10-01,728.0000000000002,2678.0000000000005,2886.2,183.64615384615385,-53.84615384615381,-29.320599815699072,53.84615384615381,0,1,183.64615384615385,81.27568404495977,25.1,361.1,117,0.4425667640883292,-0.6625124657993334,BELOW_NORMAL
Coastal Karnataka,1920,NOV,36.3,1920-11-01,299.60000000000025,2685.100000000001,2798.5,62.809401709401705,-26.509401709401708,-42.20610448106468,26.509401709401708,0,1,62.809401709401705,55.03297598102994,0.0,255.2,117,0.8761901002599785,-0.48170031216446646,BELOW_NORMAL
Coastal Karnataka,1920,DEC,0.0,1920-12-01,166.10000000000025,1871.8000000000009,2789.2,12.508547008547009,-12.508547008547009,-100.0,12.508547008547009,0,1,12.508547008547009,23.604812384304225,0.0,159.8,117,1.887094669602729,-0.5299151209040931,BELOW_NORMAL
Coastal Karnataka,1921,JAN,13.0,1921-01-01,49.30000000000023,777.3000000000006,2800.1,1.918103448275862,11.08189655172414,577.7528089887641,0.0,0,0,1.918103448275862,4.184351783738428,0.0,23.0,116,2.1815047501737426,2.648414168902222,NORMAL_OR_WET
Coastal Karnataka,1921,FEB,0.0,1921-02-01,13.000000000000227,312.6000000000007,2800.1,1.4923076923076923,-1.4923076923076923,-100.0,1.4923076923076923,0,1,1.4923076923076923,4.692476624345243,0.0,29.8,117,3.1444430987880496,-0.31802133750978867,BELOW_NORMAL
Coastal Karnataka,1921,MAR,3.5,1921-03-01,16.500000000000227,182.6000000000007,2803.5,6.271794871794872,-2.771794871794872,-44.19460343417825,2.771794871794872,0,1,6.271794871794872,16.4434603191635,0.0,161.4,117,2.621810925786494,-0.1685651814152872,BELOW_NORMAL
Coastal Karnataka,1921,APR,62.4,1921-04-01,65.90000000000023,115.20000000000068,2793.2,30.5017094017094,31.8982905982906,104.57869812536778,0.0,0,0,30.5017094017094,24.134983133324525,0.0,110.1,117,0.7912665751110963,1.3216620215593538,NORMAL_OR_WET
Coastal Karnataka,1921,MAY,18.6,1921-05-01,84.50000000000023,97.50000000000068,2782.6,122.5974358974359,-103.9974358974359,-84.82839395143581,103.9974358974359,0,1,122.5974358974359,124.33695213323551,8.4,699.5,117,1.01418884679819,-0.8364161587779276,BELOW_NORMAL
Coastal Karnataka,1921,JUN,699.4,1921-06-01,780.4000000000002,796.9000000000007,2668.7,842.2820512820513,-142.8820512820513,-16.96368230387531,142.8820512820513,0,0,842.2820512820513,192.17429212664385,405.4,1361.6,117,0.2281590731206158,-0.7435024201254312,BELOW_NORMAL
Coastal Karnataka,1921,JUL,871.9,1921-07-01,1589.9,1655.8000000000006,2433.1,1121.2948717948718,-249.39487179487185,-22.241684865254232,249.39487179487185,0,0,1121.2948717948718,295.2761500715238,360.6,1904.9,117,0.2633349687927059,-0.8446156986755,BELOW_NORMAL
Coastal Karnataka,1921,AUG,841.6,1921-08-01,2412.9000000000005,2497.4000000000005,2810.0,710.7914529914531,130.80854700854695,18.403224526409694,0.0,0,0,710.7914529914531,239.73472177152524,278.3,1579.1,117,0.3372785656926124,0.5456387211745307,NORMAL_OR_WET
Coastal Karnataka,1921,SEP,327.1,1921-09-01,2040.6000000000004,2821.000000000001,3003.6,299.165811965812,27.934188034188026,9.337359723904642,0.0,0,0,299.165811965812,147.8216948768843,54.7,716.5,117,0.494112926559192,0.18897218069007712,NORMAL_OR_WET
Coastal Karnataka,1921,OCT,128.6,1921-10-01,1297.3000000000002,2887.2000000000007,3002.4,183.64615384615385,-55.04615384615383,-29.974030325877514,55.04615384615383,0,1,183.64615384615385,81.27568404495977,25.1,361.1,117,0.4425667640883292,-0.6772770293228616,BELOW_NORMAL
Coastal Karnataka,1921,NOV,41.3,1921-11-01,497.0000000000002,2909.9000000000005,3007.4,62.809401709401705,-21.509401709401708,-34.245512811789844,21.509401709401708,0,1,62.809401709401705,55.03297598102994,0.0,255.2,117,0.8761901002599785,-0.3908456943490767,BELOW_NORMAL
Coastal Karnataka,1921,DEC,0.0,1921-12-01,169.9000000000002,2210.5000000000005,3007.4,12.508547008547009,-12.508547008547009,-100.0,12.508547008547009,0,1,12.508547008547009,23.604812384304225,0.0,159.8,117,1.887094669602729,-0.5299151209040931,BELOW_NORMAL
Coastal Karnataka,1922,JAN,6.5,1922-01-01,47.80000000000023,1345.1000000000008,3000.9,1.918103448275862,4.581896551724138,238.87640449438203,0.0,0,0,1.918103448275862,4.184351783738428,0.0,23.0,116,2.1815047501737426,1.095007491848721,NORMAL_OR_WET
Coastal Karnataka,1922,FEB,3.1,1922-02-01,9.600000000000229,506.6000000000007,3004.0,1.4923076923076923,1.6076923076923078,107.7319587628866,0.0,0,0,1.4923076923076923,4.692476624345243,0.0,29.8,117,3.1444430987880496,0.3426106161832259,NORMAL_OR_WET
Coastal Karnataka,1922,MAR,0.0,1922-03-01,9.600000000000229,179.50000000000068,3000.5,6.271794871794872,-6.271794871794872,-100.0,6.271794871794872,0,1,6.271794871794872,16.4434603191635,0.0,161.4,117,2.621810925786494,-0.3814157573929626,BELOW_NORMAL
Coastal Karnataka,1922,APR,44.8,1922-04-01,47.90000000000023,95.70000000000068,2982.9,30.5017094017094,14.298290598290595,46.87701403872558,0.0,0,0,30.5017094017094,24.134983133324525,0.0,110.1,117,0.7912665751110963,0.5924301052669121,NORMAL_OR_WET
Coastal Karnataka,1922,MAY,123.4,1922-05-01,168.20000000000022,177.8000000000007,3087.7,122.5974358974359,0.802564102564105,0.6546336770334448,0.0,0,0,122.5974358974359,124.33695213323551,8.4,699.5,117,1.01418884679819,0.006454751293116007,NORMAL_OR_WET
Coastal Karnataka,1922,JUN,763.1,1922-06-01,931.3000000000002,940.9000000000008,3151.4,842.2820512820513,-79.18205128205125,-9.400895004414132,79.18205128205125,0,0,842.2820512820513,192.17429212664385,405.4,1361.6,117,0.2281590731206158,-0.41203248574928986,BELOW_NORMAL
Coastal Karnataka,1922,JUL,1333.2,1922-07-01,2219.7000000000007,2267.6000000000004,3612.7,1121.2948717948718,211.90512820512825,18.898251792227395,0.0,0,0,1121.2948717948718,295.2761500715238,360.6,1904.9,117,0.2633349687927059,0.7176506743053889,NORMAL_OR_WET
Coastal Karnataka,1922,AUG,564.9,1922-08-01,2661.2000000000003,2829.4000000000005,3336.0,710.7914529914531,-145.8914529914531,-20.525212054457185,145.8914529914531,0,0,710.7914529914531,239.73472177152524,278.3,1579.1,117,0.3372785656926124,-0.608553704333627,BELOW_NORMAL
Coastal Karnataka,1922,SEP,314.4,1922-09-01,2212.5000000000005,3143.8000000000006,3323.3,299.165811965812,15.23418803418798,5.092222247617287,0.0,0,0,299.165811965812,147.8216948768843,54.7,716.5,117,0.494112926559192,0.10305786337300503,NORMAL_OR_WET
Coastal Karnataka,1922,OCT,89.8,1922-10-01,969.1,3188.8000000000006,3284.5,183.64615384615385,-93.84615384615384,-51.10161682164698,93.84615384615384,0,1,183.64615384615385,81.27568404495977,25.1,361.1,117,0.4425667640883292,-1.154664583250267,DRY
Coastal Karnataka,1922,NOV,89.4,1922-11-01,493.6000000000002,3154.8,3332.6,62.809401709401705,26.5905982905983,42.33537904663412,0.0,0,0,62.809401709401705,55.03297598102994,0.0,255.2,117,0.8761901002599785,0.483175729034973,NORMAL_OR_WET
Coastal Karnataka,1922,DEC,0.0,1922-12-01,179.20000000000022,2391.7000000000003,3332.6,12.508547008547009,-12.508547008547009,-100.0,12.508547008547009,0,1,12.508547008547009,23.604812384304225,0.0,159.8,117,1.887094669602729,-0.5299151209040931,BELOW_NORMAL
Coastal Karnataka,1923,JAN,0.8,1923-01-01,90.20000000000024,1059.3000000000004,3326.9,1.918103448275862,-1.118103448275862,-58.29213483146067,1.118103448275862,0,1,1.918103448275862,4.184351783738428,0.0,23.0,116,2.1815047501737426,-0.2672106711058873,BELOW_NORMAL
Coastal Karnataka,1923,FEB,0.2,1923-02-01,1.0000000000002274,494.6000000000004,3324.0,1.4923076923076923,-1.2923076923076924,-86.5979381443299,1.2923076923076924,0,1,1.4923076923076923,4.692476624345243,0.0,29.8,117,3.1444430987880496,-0.2753999211424974,BELOW_NORMAL
Coastal Karnataka,1923,MAR,32.2,1923-03-01,33.20000000000023,212.4000000000005,3356.2,6.271794871794872,25.92820512820513,413.4096484055601,0.0,0,0,6.271794871794872,16.4434603191635,0.0,161.4,117,2.621810925786494,1.5768095416016508,NORMAL_OR_WET
Coastal Karnataka,1923,APR,9.8,1923-04-01,42.20000000000023,132.40000000000046,3321.2,30.5017094017094,-20.7017094017094,-67.87065317902878,20.7017094017094,0,1,30.5017094017094,24.134983133324525,0.0,110.1,117,0.7912665751110963,-0.857747000996466,BELOW_NORMAL
Coastal Karnataka,1923,MAY,52.8,1923-05-01,94.80000000000022,95.80000000000044,3250.6000000000004,122.5974358974359,-69.7974358974359,-56.9322150879468,69.7974358974359,0,1,122.5974358974359,124.33695213323551,8.4,699.5,117,1.01418884679819,-0.5613571404150489,BELOW_NORMAL
Coastal Karnataka,1923,JUN,604.8,1923-06-01,667.4000000000002,700.6000000000004,3092.3,842.2820512820513,-237.4820512820513,-28.195074431489548,237.4820512820513,0,1,842.2820512820513,192.17429212664385,405.4,1361.6,117,0.2281590731206158,-1.2357638925270473,DRY
Coastal Karnataka,1923,JUL,1627.2,1923-07-01,2284.8,2327.0000000000005,3386.3,1121.2948717948718,505.9051282051282,45.117938281062415,0.0,0,0,1121.2948717948718,295.2761500715238,360.6,1904.9,117,0.2633349687927059,1.7133287875860765,NORMAL_OR_WET
Coastal Karnataka,1923,AUG,1013.2,1923-08-01,3245.2000000000003,3340.0,3834.6,710.7914529914531,302.408547008547,42.5453268656824,0.0,0,0,710.7914529914531,239.73472177152524,278.3,1579.1,117,0.3372785656926124,1.261429903744823,NORMAL_OR_WET
Coastal Karnataka,1923,SEP,283.3,1923-09-01,2923.7000000000007,3591.1000000000004,3803.5,299.165811965812,-15.865811965811986,-5.303350627385557,15.865811965811986,0,0,299.165811965812,147.8216948768843,54.7,716.5,117,0.494112926559192,-0.10733074045069017,BELOW_NORMAL
Coastal Karnataka,1923,OCT,44.4,1923-10-01,1340.9000000000003,3625.7,3758.1,183.64615384615385,-139.24615384615382,-75.82307112339784,139.24615384615382,0,1,183.64615384615385,81.27568404495977,25.1,361.1,117,0.4425667640883292,-1.7132572365570764,SEVERE_DRY
Coastal Karnataka,1923,NOV,6.6,1923-11-01,334.30000000000024,3579.5000000000005,3675.3,62.809401709401705,-56.2094017094017,-89.4920189965572,56.2094017094017,0,1,62.809401709401705,55.03297598102994,0.0,255.2,117,0.8761901002599785,-1.0213767419878816,DRY
Coastal Karnataka,1923,DEC,5.8,1923-12-01,56.80000000000023,2980.500000000001,3681.1,12.508547008547009,-6.708547008547009,-53.631704817219,6.708547008547009,0,1,12.508547008547009,23.604812384304225,0.0,159.8,117,1.887094669602729,-0.2842025134250924,BELOW_NORMAL
Coastal Karnataka,1924,JAN,0.0,1924-01-01,12.400000000000226,1353.3000000000004,3680.3,1.918103448275862,-1.918103448275862,-100.0,1.918103448275862,0,1,1.918103448275862,4.184351783738428,0.0,23.0,116,2.1815047501737426,-0.4583991852047797,BELOW_NORMAL
Coastal Karnataka,1924,FEB,0.0,1924-02-01,5.800000000000227,340.1000000000005,3680.1,1.4923076923076923,-1.4923076923076923,-100.0,1.4923076923076923,0,1,1.4923076923076923,4.692476624345243,0.0,29.8,117,3.1444430987880496,-0.31802133750978867,BELOW_NORMAL
Coastal Karnataka,1924,MAR,14.8,1924-03-01,14.800000000000228,71.60000000000045,3662.7,6.271794871794872,8.52820512820513,135.977105478332,0.0,0,0,6.271794871794872,16.4434603191635,0.0,161.4,117,2.621810925786494,0.5186381067412076,NORMAL_OR_WET
Coastal Karnataka,1924,APR,46.0,1924-04-01,60.80000000000023,73.20000000000044,3698.9,30.5017094017094,15.498290598290598,50.81121977190573,0.0,0,0,30.5017094017094,24.134983133324525,0.0,110.1,117,0.7912665751110963,0.6421504631959423,NORMAL_OR_WET
Coastal Karnataka,1924,MAY,47.2,1924-05-01,108.00000000000024,113.80000000000048,3693.3,122.5974358974359,-75.3974358974359,-61.50001045740699,75.3974358974359,0,1,122.5974358974359,124.33695213323551,8.4,699.5,117,1.01418884679819,-0.6063960440066314,BELOW_NORMAL
Coastal Karnataka,1924,JUN,889.6,1924-06-01,982.8000000000004,997.6000000000004,3978.1,842.2820512820513,47.31794871794875,5.617827026697925,0.0,0,0,842.2820512820513,192.17429212664385,405.4,1361.6,117,0.2281590731206158,0.24622413432263865,NORMAL_OR_WET
Coastal Karnataka,1924,JUL,1515.4,1924-07-01,2452.2000000000003,2513.0000000000005,3866.3,1121.2948717948718,394.10512820512827,35.14732280673672,0.0,0,0,1121.2948717948718,295.2761500715238,360.6,1904.9,117,0.2633349687927059,1.334700171719475,NORMAL_OR_WET
Coastal Karnataka,1924,AUG,602.7,1924-08-01,3007.7000000000007,3115.7000000000007,3455.8,710.7914529914531,-108.09145299145302,-15.207196504197803,108.09145299145302,0,0,710.7914529914531,239.73472177152524,278.3,1579.1,117,0.3372785656926124,-0.45087942285835253,BELOW_NORMAL
Coastal Karnataka,1924,SEP,282.7,1924-09-01,2400.8,3383.6000000000004,3455.2,299.165811965812,-16.46581196581201,-5.503908303430636,16.46581196581201,0,0,299.165811965812,147.8216948768843,54.7,716.5,117,0.494112926559192,-0.11138968457590633,BELOW_NORMAL
Coastal Karnataka,1924,OCT,94.4,1924-10-01,979.8,3432.0000000000005,3505.2000000000003,183.64615384615385,-89.24615384615382,-48.59679986596296,89.24615384615382,0,1,183.64615384615385,81.27568404495977,25.1,361.1,117,0.4425667640883292,-1.0980670897434095,DRY
Coastal Karnataka,1924,NOV,30.8,1924-11-01,407.9,3415.6000000000004,3529.4,62.809401709401705,-32.0094017094017,-50.962755317267,32.0094017094017,0,1,62.809401709401705,55.03297598102994,0.0,255.2,117,0.8761901002599785,-0.581640391761395,BELOW_NORMAL
Coastal Karnataka,1924,DEC,5.2,1924-12-01,130.4,2531.2000000000007,3528.8,12.508547008547009,-7.308547008547008,-58.42842500854116,7.308547008547008,0,1,12.508547008547009,23.604812384304225,0.0,159.8,117,1.887094669602729,-0.30962105902636833,BELOW_NORMAL
Coastal Karnataka,1925,JAN,0.0,1925-01-01,36.0,1015.8000000000004,3528.8,1.918103448275862,-1.918103448275862,-100.0,1.918103448275862,0,1,1.918103448275862,4.184351783738428,0.0,23.0,116,2.1815047501737426,-0.4583991852047797,BELOW_NORMAL
Coastal Karnataka,1925,FEB,0.0,1925-02-01,5.2,413.1000000000005,3528.8,1.4923076923076923,-1.4923076923076923,-100.0,1.4923076923076923,0,1,1.4923076923076923,4.692476624345243,0.0,29.8,117,3.1444430987880496,-0.31802133750978867,BELOW_NORMAL
Coastal Karnataka,1925,MAR,17.1,1925-03-01,17.1,147.50000000000043,3531.1,6.271794871794872,10.82820512820513,172.6492232215863,0.0,0,0,6.271794871794872,16.4434603191635,0.0,161.4,117,2.621810925786494,0.6585113423836799,NORMAL_OR_WET
Coastal Karnataka,1925,APR,20.8,1925-04-01,37.900000000000006,73.90000000000046,3505.9,30.5017094017094,-9.7017094017094,-31.807100624877403,9.7017094017094,0,1,30.5017094017094,24.134983133324525,0.0,110.1,117,0.7912665751110963,-0.40197705331369,BELOW_NORMAL
Coastal Karnataka,1925,MAY,176.6,1925-05-01,214.5,219.70000000000044,3635.3,122.5974358974359,54.002564102564094,44.04868968690523,0.0,0,0,122.5974358974359,124.33695213323551,8.4,699.5,117,1.01418884679819,0.43432433541314946,NORMAL_OR_WET
Coastal Karnataka,1925,JUN,1176.4,1925-06-01,1373.8000000000002,1390.9000000000003,3922.1,842.2820512820513,334.1179487179488,39.66817863557491,0.0,0,0,842.2820512820513,192.17429212664385,405.4,1361.6,117,0.2281590731206158,1.7386193804619994,NORMAL_OR_WET
Coastal Karnataka,1925,JUL,1117.2,1925-07-01,2470.2000000000003,2508.1000000000004,3523.9,1121.2948717948718,-4.0948717948717785,-0.3651913424269088,4.0948717948717785,0,0,1121.2948717948718,295.2761500715238,360.6,1904.9,117,0.2633349687927059,-0.013867939533483795,BELOW_NORMAL
Coastal Karnataka,1925,AUG,733.7,1925-08-01,3027.3,3241.8000000000006,3654.9,710.7914529914531,22.90854700854697,3.2229632070185343,0.0,0,0,710.7914529914531,239.73472177152524,278.3,1579.1,117,0.3372785656926124,0.09555790183108955,NORMAL_OR_WET
Coastal Karnataka,1925,SEP,81.5,1925-09-01,1932.4,3306.2000000000007,3453.7000000000003,299.165811965812,-217.665811965812,-72.75758233721118,217.665811965812,0,1,299.165811965812,147.8216948768843,54.7,716.5,117,0.494112926559192,-1.4724889478983347,DRY
Coastal Karnataka,1925,OCT,213.2,1925-10-01,1028.4,3498.6000000000004,3572.5,183.64615384615385,29.55384615384617,16.09282064170228,0.0,0,0,183.64615384615385,81.27568404495977,25.1,361.1,117,0.4425667640883292,0.36362469908586253,NORMAL_OR_WET
Coastal Karnataka,1925,NOV,27.7,1925-11-01,322.4,3349.7000000000007,3569.4,62.809401709401705,-35.10940170940171,-55.8983221522174,35.10940170940171,0,1,62.809401709401705,55.03297598102994,0.0,255.2,117,0.8761901002599785,-0.6379702548069369,BELOW_NORMAL
Coastal Karnataka,1925,DEC,17.2,1925-12-01,258.1,2190.5000000000005,3581.4,12.508547008547009,4.691452991452991,37.50597881790229,0.0,0,0,12.508547008547009,23.604812384304225,0.0,159.8,117,1.887094669602729,0.19874985299915046,NORMAL_OR_WET
Coastal Karnataka,1926,JAN,12.3,1926-01-01,57.2,1085.6000000000006,3593.7000000000003,1.918103448275862,10.38189655172414,541.2584269662922,0.0,0,0,1.918103448275862,4.184351783738428,0.0,23.0,116,2.1815047501737426,2.4811242190656912,NORMAL_OR_WET
Coastal Karnataka,1926,FEB,2.0,1926-02-01,31.5,353.90000000000043,3595.7000000000003,1.4923076923076923,0.5076923076923077,34.020618556701024,0.0,0,0,1.4923076923076923,4.692476624345243,0.0,29.8,117,3.1444430987880496,0.10819282616312396,NORMAL_OR_WET
Coastal Karnataka,1926,MAR,0.1,1926-03-01,14.4,272.50000000000045,3578.7000000000003,6.271794871794872,-6.171794871794872,-98.40556009811938,6.171794871794872,0,1,6.271794871794872,16.4434603191635,0.0,161.4,117,2.621810925786494,-0.375334312365029,BELOW_NORMAL
Coastal Karnataka,1926,APR,7.3,1926-04-01,9.4,66.60000000000045,3565.2000000000003,30.5017094017094,-23.2017094017094,-76.06691512315409,23.2017094017094,0,1,30.5017094017094,24.134983133324525,0.0,110.1,117,0.7912665751110963,-0.9613310800152787,BELOW_NORMAL
Coastal Karnataka,1926,MAY,15.3,1926-05-01,22.7,54.20000000000045,3403.9,122.5974358974359,-107.2974358974359,-87.52013050843914,107.2974358974359,0,1,122.5974358974359,124.33695213323551,8.4,699.5,117,1.01418884679819,-0.8629569412515388,BELOW_NORMAL
