subdivision,year,month,season,rainfall_mm,rainfall_3m,rainfall_6m,rainfall_12m,historical_monthly_mean,rainfall_anomaly,rainfall_anomaly_pct,rainfall_deficit_mm,rainfall_missing,rainfall_zscore,date,rainfall_lag_1m,rainfall_lag_2m,rainfall_lag_3m,rainfall_prev_3m,rainfall_prev_6m,rainfall_prev_12m,rainfall_trend_3m,month_sin,month_cos
Andaman & Nicobar Islands,1901,JAN,WINTER,49.2,49.2,49.2,49.2,54.38214285714286,-5.182142857142857,-9.529125894792143,5.182142857142857,0,-0.0695199457258535,1901-01-01,,,,,,,,0.8660254037844387,-0.4999999999999998
Andaman & Nicobar Islands,1901,FEB,WINTER,87.1,136.3,136.3,136.3,27.685714285714287,59.41428571428571,214.60268317853456,0.0,0,1.5584025546410458,1901-02-01,49.2,,,49.2,49.2,49.2,,-0.8660254037844385,-0.5000000000000004
Andaman & Nicobar Islands,1901,MAR,PRE_MONSOON,29.2,165.5,165.5,165.5,31.59454545454545,-2.3945454545454545,-7.578983714104852,2.3945454545454545,0,-0.0494701355074359,1901-03-01,87.1,49.2,,136.3,136.3,136.3,,-2.4492935982947064e-16,1.0
Andaman & Nicobar Islands,1901,APR,PRE_MONSOON,2.3,118.6,167.79999999999998,167.79999999999998,71.91636363636364,-69.61636363636364,-96.80184052181828,69.61636363636364,0,-1.058734160442866,1901-04-01,29.2,87.1,49.2,165.5,165.5,165.5,-20.000000000000004,0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1901,MAY,PRE_MONSOON,528.8,560.3,696.5999999999999,696.5999999999999,354.8297297297297,173.97027027027025,49.02922604675253,0.0,0,1.1635329295758572,1901-05-01,2.3,29.2,87.1,118.6,167.79999999999998,167.79999999999998,-84.8,0.49999999999999994,0.8660254037844387
Andaman & Nicobar Islands,1901,JUN,MONSOON,517.5,1048.6,1214.1,1214.1,470.08363636363634,47.416363636363656,10.08679306583742,0.0,0,0.3235244020038167,1901-06-01,528.8,2.3,29.2,560.3,696.5999999999999,696.5999999999999,499.59999999999997,-0.4999999999999997,-0.8660254037844388
Andaman & Nicobar Islands,1901,JUL,MONSOON,365.1,1411.4,1530.0,1579.1999999999998,399.0472727272727,-33.94727272727266,-8.507080500829233,33.94727272727266,0,-0.2268973033955047,1901-07-01,517.5,528.8,2.3,1048.6,1214.1,1214.1,515.2,1.2246467991473532e-16,-1.0
Andaman & Nicobar Islands,1901,AUG,MONSOON,481.1,1363.7,1924.0,2060.3,398.6136363636364,82.48636363636365,20.693312047437143,0.0,0,0.5911314717831372,1901-08-01,365.1,517.5,528.8,1411.4,1530.0,1579.1999999999998,-163.69999999999993,1.0,6.123233995736766e-17
Andaman & Nicobar Islands,1901,SEP,MONSOON,332.6,1178.8000000000002,2227.4,2392.9,440.3825688073394,-107.78256880733936,-24.474758185647577,107.78256880733936,0,-0.7075814848438321,1901-09-01,481.1,365.1,517.5,1363.7,1924.0,2060.3,-36.39999999999998,0.49999999999999994,-0.8660254037844387
Andaman & Nicobar Islands,1901,OCT,POST_MONSOON,388.5,1202.2,2613.6,2781.4,289.9890909090909,98.51090909090908,33.97055688615245,0.0,0,0.9981610274434144,1901-10-01,332.6,481.1,365.1,1178.8000000000002,2227.4,2392.9,-32.5,-0.5000000000000004,0.8660254037844384
Andaman & Nicobar Islands,1901,NOV,POST_MONSOON,558.2,1279.3000000000002,2643.0,3339.6,233.01818181818183,325.18181818181824,139.5521223470662,0.0,0,2.7867964722858605,1901-11-01,388.5,332.6,481.1,1202.2,2613.6,2781.4,-92.60000000000002,-0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1901,DEC,POST_MONSOON,33.6,980.3,2159.1,3373.2,157.46697247706425,-123.86697247706424,-78.66219215912467,123.86697247706424,0,-0.9439752180188506,1901-12-01,558.2,388.5,332.6,1279.3000000000002,2643.0,3339.6,225.60000000000002,-1.0,-1.8369701987210297e-16
Andaman & Nicobar Islands,1902,JAN,WINTER,0.0,591.8000000000001,1794.0000000000002,3324.0,54.38214285714286,-54.38214285714286,-100.0,54.38214285714286,0,-0.7295521802671066,1902-01-01,33.6,558.2,388.5,980.3000000000001,2159.1,3373.2,-354.9,0.8660254037844387,-0.4999999999999998
Andaman & Nicobar Islands,1902,FEB,WINTER,159.8,193.4,1472.7,3396.7,27.685714285714287,132.11428571428573,477.1929824561404,0.0,0,3.465281756508871,1902-02-01,0.0,33.6,558.2,591.8000000000001,1794.0000000000002,3324.0,-558.2,-0.8660254037844385,-0.5000000000000004
Andaman & Nicobar Islands,1902,MAR,PRE_MONSOON,12.2,172.0,1152.3,3379.7,31.59454545454545,-19.39454545454545,-61.38573977096162,19.39454545454545,0,-0.40068180368855,1902-03-01,159.8,0.0,33.6,193.4,1472.7,3396.7,126.20000000000002,-2.4492935982947064e-16,1.0
Andaman & Nicobar Islands,1902,APR,PRE_MONSOON,0.0,172.0,763.8000000000001,3377.4,71.91636363636364,-71.91636363636364,-100.0,71.91636363636364,0,-1.093712841342347,1902-04-01,12.2,159.8,0.0,172.0,1152.3,3379.7,12.2,0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1902,MAY,PRE_MONSOON,446.1,458.3,651.7,3294.7000000000003,354.8297297297297,91.27027027027032,25.72227257839696,0.0,0,0.6104259353380778,1902-05-01,0.0,12.2,159.8,172.0,763.8000000000001,3377.3999999999996,-159.8,0.49999999999999994,0.8660254037844387
Andaman & Nicobar Islands,1902,JUN,MONSOON,537.1,983.2,1155.2,3314.3,470.08363636363634,67.01636363636368,14.256263875673971,0.0,0,0.4572562572743849,1902-06-01,446.1,0.0,12.2,458.3,651.7,3294.7000000000003,433.90000000000003,-0.4999999999999997,-0.8660254037844388
Andaman & Nicobar Islands,1902,JUL,MONSOON,228.9,1212.1,1384.1,3178.1000000000004,399.0472727272727,-170.14727272727268,-42.6383750387286,170.14727272727268,0,-1.137232957477091,1902-07-01,537.1,446.1,0.0,983.2,1155.2,3314.3,537.1,1.2246467991473532e-16,-1.0
Andaman & Nicobar Islands,1902,AUG,MONSOON,753.7,1519.7,1978.0,3450.7,398.6136363636364,355.08636363636367,89.08033525286505,0.0,0,2.54469606239196,1902-08-01,228.9,537.1,446.1,1212.1000000000001,1384.1000000000001,3178.1000000000004,-217.20000000000002,1.0,6.123233995736766e-17
Andaman & Nicobar Islands,1902,SEP,MONSOON,666.2,1648.8000000000002,2632.0,3784.3,440.3825688073394,225.81743119266065,51.27755891978829,0.0,0,1.48246822315523,1902-09-01,753.7,228.9,537.1,1519.7,1978.0,3450.7,216.60000000000002,0.49999999999999994,-0.8660254037844387
Andaman & Nicobar Islands,1902,OCT,POST_MONSOON,197.2,1617.1,2829.2000000000003,3593.0,289.9890909090909,-92.78909090909092,-31.997441910040507,92.78909090909092,0,-0.940184748796575,1902-10-01,666.2,753.7,228.9,1648.8000000000002,2632.0,3784.3,437.30000000000007,-0.5000000000000004,0.8660254037844384
Andaman & Nicobar Islands,1902,NOV,POST_MONSOON,359.0,1222.4,2742.1000000000004,3393.8,233.01818181818183,125.98181818181816,54.06523096129837,0.0,0,1.0796596453155562,1902-11-01,197.2,666.2,753.7,1617.1,2829.2000000000003,3593.0,-556.5,-0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1902,DEC,POST_MONSOON,160.5,716.7,2365.5,3520.7000000000003,157.46697247706425,3.033027522935754,1.92613566846694,0.0,0,0.023114335968376,1902-12-01,359.0,197.2,666.2,1222.4,2742.1000000000004,3393.8,-307.20000000000005,-1.0,-1.8369701987210297e-16
Andaman & Nicobar Islands,1903,JAN,WINTER,12.7,532.1999999999999,2149.3,3533.4000000000005,54.38214285714286,-41.682142857142864,-76.64674591186709,41.682142857142864,0,-0.5591780059038156,1903-01-01,160.5,359.0,197.2,716.7,2365.5,3520.7000000000003,-36.69999999999999,0.8660254037844387,-0.4999999999999998
Andaman & Nicobar Islands,1903,FEB,WINTER,144.0,317.2,1539.6,3517.6000000000004,27.685714285714287,116.31428571428572,420.1238390092879,0.0,0,3.050856840559605,1903-02-01,12.7,160.5,359.0,532.1999999999999,2149.3,3533.4000000000005,-346.3,-0.8660254037844385,-0.5000000000000004
Andaman & Nicobar Islands,1903,MAR,PRE_MONSOON,0.0,156.7,873.4,3505.4000000000005,31.59454545454545,-31.59454545454545,-100.0,31.59454545454545,0,-0.6527278243832318,1903-03-01,144.0,12.7,160.5,317.2,1539.6,3517.6000000000004,-16.5,-2.4492935982947064e-16,1.0
Andaman & Nicobar Islands,1903,APR,PRE_MONSOON,1.0,145.0,677.2,3506.4000000000005,71.91636363636364,-70.91636363636364,-98.60949587905142,70.91636363636364,0,-1.0785047192121378,1903-04-01,0.0,144.0,12.7,156.7,873.4,3505.4000000000005,-12.7,0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1903,MAY,PRE_MONSOON,235.1,236.1,553.3,3295.4,354.8297297297297,-119.72972972972973,-33.742868677020574,119.72972972972973,0,-0.8007660330315909,1903-05-01,1.0,0.0,144.0,145.0,677.2,3506.4000000000005,-143.0,0.49999999999999994,0.8660254037844387
Andaman & Nicobar Islands,1903,JUN,MONSOON,479.9,716.0,872.6999999999999,3238.2,470.08363636363634,9.816363636363633,2.088216410232608,0.0,0,0.0669775776072167,1903-06-01,235.1,1.0,0.0,236.1,553.3,3295.4,235.1,-0.4999999999999997,-0.8660254037844388
Andaman & Nicobar Islands,1903,JUL,MONSOON,728.4,1443.4,1588.4,3737.7,399.0472727272727,329.3527272727273,82.53476462118866,0.0,0,2.201332822359563,1903-07-01,479.9,235.1,1.0,716.0,872.6999999999999,3238.2,478.9,1.2246467991473532e-16,-1.0
Andaman & Nicobar Islands,1903,AUG,MONSOON,326.7,1535.0,1771.1,3310.7000000000003,398.6136363636364,-71.91363636363639,-18.040937339643087,71.91363636363639,0,-0.5153629258324249,1903-08-01,728.4,479.9,235.1,1443.4,1588.3999999999999,3737.7,493.29999999999995,1.0,6.123233995736766e-17
Andaman & Nicobar Islands,1903,SEP,MONSOON,339.0,1394.1,2110.1,2983.5,440.3825688073394,-101.3825688073394,-23.02147632271356,101.3825688073394,0,-0.6655661427239462,1903-09-01,326.7,728.4,479.9,1535.0,1771.1,3310.7000000000003,-153.2,0.49999999999999994,-0.8660254037844387
Andaman & Nicobar Islands,1903,OCT,POST_MONSOON,181.2,846.9,2290.3,2967.5,289.9890909090909,-108.78909090909092,-37.51489084228874,108.78909090909092,0,-1.1023046255338451,1903-10-01,339.0,326.7,728.4,1394.1,2110.1,2983.5,-389.4,-0.5000000000000004,0.8660254037844384
Andaman & Nicobar Islands,1903,NOV,POST_MONSOON,284.4,804.6,2339.6,2892.9,233.01818181818183,51.38181818181815,22.050561797752792,0.0,0,0.4403403316007735,1903-11-01,181.2,339.0,326.7,846.9,2290.2999999999997,2967.5,-145.5,-0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1903,DEC,POST_MONSOON,225.0,690.5999999999999,2084.7,2957.4,157.46697247706425,67.53302752293575,42.887106077290106,0.0,0,0.5146610359855244,1903-12-01,284.4,181.2,339.0,804.6,2339.6,2892.9,-54.60000000000002,-1.0,-1.8369701987210297e-16
Andaman & Nicobar Islands,1904,JAN,WINTER,9.4,518.8,1365.7,2954.1,54.38214285714286,-44.98214285714286,-82.71491429697248,44.98214285714286,0,-0.6034484606596313,1904-01-01,225.0,284.4,181.2,690.5999999999999,2084.7,2957.4,43.80000000000001,0.8660254037844387,-0.4999999999999998
Andaman & Nicobar Islands,1904,FEB,WINTER,14.7,249.1,1053.6999999999998,2824.8,27.685714285714287,-12.985714285714288,-46.90402476780186,12.985714285714288,0,-0.3406078197087547,1904-02-01,9.4,225.0,284.4,518.8,1365.7,2954.1,-275.0,-0.8660254037844385,-0.5000000000000004
Andaman & Nicobar Islands,1904,MAR,PRE_MONSOON,0.0,24.1,714.6999999999999,2824.8,31.59454545454545,-31.59454545454545,-100.0,31.59454545454545,0,-0.6527278243832318,1904-03-01,14.7,9.4,225.0,249.1,1053.6999999999998,2824.8,-210.3,-2.4492935982947064e-16,1.0
Andaman & Nicobar Islands,1904,APR,PRE_MONSOON,202.4,217.1,735.9,3026.2000000000003,71.91636363636364,130.48363636363638,181.43803407999192,0.0,0,1.9844110778119752,1904-04-01,0.0,14.7,9.4,24.1,714.6999999999999,2824.8,-9.4,0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1904,MAY,PRE_MONSOON,304.5,506.9,756.0,3095.6,354.8297297297297,-50.329729729729706,-14.18419188495433,50.329729729729706,0,-0.3366109495962592,1904-05-01,202.4,0.0,14.7,217.1,735.9,3026.2000000000003,187.70000000000002,0.49999999999999994,0.8660254037844387
Andaman & Nicobar Islands,1904,JUN,MONSOON,495.1,1002.0,1026.1,3110.8,470.08363636363634,25.01636363636368,5.321683568881369,0.0,0,0.1706879959803106,1904-06-01,304.5,202.4,0.0,506.9,756.0,3095.6,304.5,-0.4999999999999997,-0.8660254037844388
Andaman & Nicobar Islands,1904,JUL,MONSOON,502.0,1301.6,1518.7,2884.4,399.0472727272727,102.95272727272732,25.799631850407344,0.0,0,0.6881170214486151,1904-07-01,495.1,304.5,202.4,1002.0,1026.1,3110.7999999999997,292.70000000000005,1.2246467991473532e-16,-1.0
Andaman & Nicobar Islands,1904,AUG,MONSOON,160.1,1157.2,1664.1,2717.8,398.6136363636364,-238.5136363636364,-59.83579451508068,238.5136363636364,0,-1.709287580254398,1904-08-01,502.0,495.1,304.5,1301.6,1518.7,2884.4,197.5,1.0,6.123233995736766e-17
Andaman & Nicobar Islands,1904,SEP,MONSOON,820.4,1482.5,2484.5,3199.2,440.3825688073394,380.0174311926606,86.29256880485484,0.0,0,2.494775372356235,1904-09-01,160.1,502.0,495.1,1157.2,1664.1,2717.7999999999997,-335.0,0.49999999999999994,-0.8660254037844387
Andaman & Nicobar Islands,1904,OCT,POST_MONSOON,222.2,1202.7,2504.3,3240.2,289.9890909090909,-67.78909090909093,-23.376427953402644,67.78909090909093,0,-0.68687244139459,1904-10-01,820.4,160.1,502.0,1482.5,2484.5,3199.2,318.4,-0.5000000000000004,0.8660254037844384
Andaman & Nicobar Islands,1904,NOV,POST_MONSOON,308.7,1351.3000000000002,2508.5,3264.5,233.01818181818183,75.68181818181816,32.47893258426965,0.0,0,0.6485904565775727,1904-11-01,222.2,820.4,160.1,1202.7,2504.2999999999997,3240.2,62.099999999999994,-0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1904,DEC,POST_MONSOON,40.1,571.0,2053.5,3079.6,157.46697247706425,-117.36697247706424,-74.53434242800296,117.36697247706424,0,-0.8944395040636341,1904-12-01,308.7,222.2,820.4,1351.3000000000002,2508.5,3264.5,-511.7,-1.0,-1.8369701987210297e-16
Andaman & Nicobar Islands,1905,JAN,WINTER,1.3,350.1,1552.8,3071.5,54.38214285714286,-53.08214285714286,-97.6095094240494,53.08214285714286,0,-0.7121123041511791,1905-01-01,40.1,308.7,222.2,571.0,2053.5,3079.6,-182.1,0.8660254037844387,-0.4999999999999998
Andaman & Nicobar Islands,1905,FEB,WINTER,0.0,41.4,1392.7,3056.8,27.685714285714287,-27.685714285714287,-100.0,27.685714285714287,0,-0.7261803680919325,1905-02-01,1.3,40.1,308.7,350.09999999999997,1552.8,3071.5,-307.4,-0.8660254037844385,-0.5000000000000004
Andaman & Nicobar Islands,1905,MAR,PRE_MONSOON,3.3,4.6,575.6,3060.1,31.59454545454545,-28.294545454545453,-89.55515911837486,28.294545454545453,0,-0.5845514417363097,1905-03-01,0.0,1.3,40.1,41.4,1392.7,3056.8,-40.1,-2.4492935982947064e-16,1.0
Andaman & Nicobar Islands,1905,APR,PRE_MONSOON,26.9,30.2,380.3,2884.6,71.91636363636364,-45.01636363636364,-62.59543914648329,45.01636363636364,0,-0.6846143560397221,1905-04-01,3.3,0.0,1.3,4.6,575.6,3060.1,1.9999999999999998,0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1905,MAY,PRE_MONSOON,279.5,309.7,351.1,2859.6,354.8297297297297,-75.3297297297297,-21.22982473512229,75.3297297297297,0,-0.5038137894504853,1905-05-01,26.9,3.3,0.0,30.2,380.3,2884.6,26.9,0.49999999999999994,0.8660254037844387
Andaman & Nicobar Islands,1905,JUN,MONSOON,628.7,935.1,939.7,2993.2,470.08363636363634,158.6163636363637,33.74215806858356,0.0,0,1.0822479890490804,1905-06-01,279.5,26.9,3.3,309.7,351.1,2859.6,276.2,-0.4999999999999997,-0.8660254037844388
Andaman & Nicobar Islands,1905,JUL,MONSOON,368.7,1276.9,1307.1,2859.9,399.0472727272727,-30.347272727272696,-7.6049317465235315,30.347272727272696,0,-0.2028355680453309,1905-07-01,628.7,279.5,26.9,935.1,939.7,2993.2,601.8000000000001,1.2246467991473532e-16,-1.0
Andaman & Nicobar Islands,1905,AUG,MONSOON,330.5,1327.9,1637.6,3030.3,398.6136363636364,-68.11363636363637,-17.087633274417016,68.11363636363637,0,-0.4881305507615755,1905-08-01,368.7,628.7,279.5,1276.9,1307.1000000000001,2859.9,89.19999999999999,1.0,6.123233995736766e-17
Andaman & Nicobar Islands,1905,SEP,MONSOON,297.0,996.2,1931.3,2506.9,440.3825688073394,-143.3825688073394,-32.55863854821808,143.3825688073394,0,-0.9412918253856988,1905-09-01,330.5,368.7,628.7,1327.9,1637.6000000000001,3030.3,-298.20000000000005,0.49999999999999994,-0.8660254037844387
Andaman & Nicobar Islands,1905,OCT,POST_MONSOON,260.7,888.1999999999999,2165.1,2545.4,289.9890909090909,-29.28909090909093,-10.100066460180328,29.28909090909093,0,-0.296771487995533,1905-10-01,297.0,330.5,368.7,996.2,1931.3000000000002,2506.9,-71.69999999999999,-0.5000000000000004,0.8660254037844384
Andaman & Nicobar Islands,1905,NOV,POST_MONSOON,25.4,583.1,1911.0,2262.1,233.01818181818183,-207.61818181818185,-89.09956304619226,207.61818181818185,0,-1.7792803420202536,1905-11-01,260.7,297.0,330.5,888.1999999999999,2165.1,2545.4,-69.80000000000001,-0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1905,DEC,POST_MONSOON,344.7,630.8,1627.0,2566.7,157.46697247706425,187.2330275229357,118.90304651040844,0.0,0,1.4268802606685111,1905-12-01,25.4,260.7,297.0,583.1,1911.0,2262.1,-271.6,-1.0,-1.8369701987210297e-16
Andaman & Nicobar Islands,1906,JAN,WINTER,36.6,406.7,1294.9,2602.0,54.38214285714286,-17.78214285714286,-32.69849609246733,17.78214285714286,0,-0.23855259115715,1906-01-01,344.7,25.4,260.7,630.8,1627.0,2566.7,84.0,0.8660254037844387,-0.4999999999999998
Andaman & Nicobar Islands,1906,FEB,WINTER,0.0,381.3,964.4,2602.0,27.685714285714287,-27.685714285714287,-100.0,27.685714285714287,0,-0.7261803680919325,1906-02-01,36.6,344.7,25.4,406.7,1294.8999999999999,2602.0,11.200000000000003,-0.8660254037844385,-0.5000000000000004
Andaman & Nicobar Islands,1906,MAR,PRE_MONSOON,0.0,36.6,667.3999999999999,2598.7000000000003,31.59454545454545,-31.59454545454545,-100.0,31.59454545454545,0,-0.6527278243832318,1906-03-01,0.0,36.6,344.7,381.3,964.3999999999999,2602.0,-344.7,-2.4492935982947064e-16,1.0
Andaman & Nicobar Islands,1906,APR,PRE_MONSOON,0.0,0.0,406.7,2571.8,71.91636363636364,-71.91636363636364,-100.0,71.91636363636364,0,-1.093712841342347,1906-04-01,0.0,0.0,36.6,36.6,667.3999999999999,2598.7000000000003,-36.6,0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1906,MAY,PRE_MONSOON,556.1,556.1,937.4,2848.4,354.8297297297297,201.27027027027032,56.72305711913596,0.0,0,1.3461184306966727,1906-05-01,0.0,0.0,0.0,0.0,406.7,2571.8,0.0,0.49999999999999994,0.8660254037844387
Andaman & Nicobar Islands,1906,JUN,MONSOON,733.3,1289.4,1326.0,2952.9999999999995,470.08363636363634,263.2163636363636,55.99351759454797,0.0,0,1.7959394207481316,1906-06-01,556.1,0.0,0.0,556.1,937.4000000000001,2848.4,556.1,-0.4999999999999997,-0.8660254037844388
Andaman & Nicobar Islands,1906,JUL,MONSOON,247.7,1537.1,1537.1,2832.0,399.0472727272727,-151.3472727272727,-37.92715376624323,151.3472727272727,0,-1.011577228426182,1906-07-01,733.3,556.1,0.0,1289.4,1326.0,2952.9999999999995,733.3,1.2246467991473532e-16,-1.0
Andaman & Nicobar Islands,1906,AUG,MONSOON,320.5,1301.5,1857.6,2822.0,398.6136363636364,-78.11363636363637,-19.596328182906667,78.11363636363637,0,-0.5597946956848633,1906-08-01,247.7,733.3,556.1,1537.1,1537.1,2832.0,-308.40000000000003,1.0,6.123233995736766e-17
Andaman & Nicobar Islands,1906,SEP,MONSOON,164.3,732.5,2021.9,2689.3,440.3825688073394,-276.0825688073394,-62.69152967499068,276.0825688073394,0,-1.8124536846527115,1906-09-01,320.5,247.7,733.3,1301.5,1857.6,2822.0,-412.79999999999995,0.49999999999999994,-0.8660254037844387
Andaman & Nicobar Islands,1906,OCT,POST_MONSOON,267.8,752.6,2289.7,2696.4,289.9890909090909,-22.189090909090908,-7.651698496495165,22.189090909090908,0,-0.224830792693369,1906-10-01,164.3,320.5,247.7,732.5,2021.9,2689.2999999999997,-83.39999999999998,-0.5000000000000004,0.8660254037844384
Andaman & Nicobar Islands,1906,NOV,POST_MONSOON,128.9,561.0,1862.5,2799.9,233.01818181818183,-104.11818181818182,-44.68242821473159,104.11818181818182,0,-0.8922890689709242,1906-11-01,267.8,164.3,320.5,752.6,2289.7,2696.4,-52.69999999999999,-0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1906,DEC,POST_MONSOON,79.2,475.9,1208.4,2534.4,157.46697247706425,-78.26697247706424,-49.70373866079388,78.26697247706424,0,-0.5964631324253318,1906-12-01,128.9,267.8,164.3,561.0,1862.5,2799.9,-35.400000000000006,-1.0,-1.8369701987210297e-16
Andaman & Nicobar Islands,1907,JAN,WINTER,110.7,318.8,1071.4,2608.5,54.38214285714286,56.31785714285714,103.55946673671768,0.0,0,0.7555203474507127,1907-01-01,79.2,128.9,267.8,475.90000000000003,1208.3999999999999,2534.4,-188.60000000000002,0.8660254037844387,-0.4999999999999998
Andaman & Nicobar Islands,1907,FEB,WINTER,0.0,189.9,750.9000000000001,2608.5,27.685714285714287,-27.685714285714287,-100.0,27.685714285714287,0,-0.7261803680919325,1907-02-01,110.7,79.2,128.9,318.8,1071.4,2608.5,-18.200000000000003,-0.8660254037844385,-0.5000000000000004
Andaman & Nicobar Islands,1907,MAR,PRE_MONSOON,113.3,224.0,699.9,2721.8,31.59454545454545,81.70545454545454,258.606203602463,0.0,0,1.687994646494428,1907-03-01,0.0,110.7,79.2,189.9,750.9000000000001,2608.5,-79.2,-2.4492935982947064e-16,1.0
Andaman & Nicobar Islands,1907,APR,PRE_MONSOON,21.6,134.9,453.7,2743.4,71.91636363636364,-50.31636363636364,-69.96511098751074,50.31636363636364,0,-0.7652174033298302,1907-04-01,113.3,0.0,110.7,224.0,699.9,2721.7999999999997,2.5999999999999943,0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1907,MAY,PRE_MONSOON,616.3,751.1999999999999,941.1,2803.6,354.8297297297297,261.47027027027025,73.68894102234037,0.0,0,1.7487428690656488,1907-05-01,21.6,113.3,0.0,134.9,453.7,2743.3999999999996,21.6,0.49999999999999994,0.8660254037844387
Andaman & Nicobar Islands,1907,JUN,MONSOON,305.2,943.1,1167.1,2375.5,470.08363636363634,-164.88363636363636,-35.07538310397376,164.88363636363636,0,-1.1250099282993256,1907-06-01,616.3,21.6,113.3,751.1999999999999,941.0999999999999,2803.6,502.99999999999994,-0.4999999999999997,-0.8660254037844388
Andaman & Nicobar Islands,1907,JUL,MONSOON,443.9,1365.4,1500.3,2571.7,399.0472727272727,44.85272727272729,11.239953343417966,0.0,0,0.2997873481583054,1907-07-01,305.2,616.3,21.6,943.0999999999999,1167.1,2375.5,283.59999999999997,1.2246467991473532e-16,-1.0
Andaman & Nicobar Islands,1907,AUG,MONSOON,377.6,1126.7,1877.9,2628.8,398.6136363636364,-21.01363636363635,-5.271680255430751,21.01363636363635,0,-0.1505924281728903,1907-08-01,443.9,305.2,616.3,1365.3999999999999,1500.3,2571.7,-172.39999999999998,1.0,6.123233995736766e-17
Andaman & Nicobar Islands,1907,SEP,MONSOON,200.4,1021.9,1965.0,2664.9,440.3825688073394,-239.9825688073394,-54.49411166687845,239.9825688073394,0,-1.5754608955077292,1907-09-01,377.6,443.9,305.2,1126.7,1877.8999999999999,2628.7999999999997,72.40000000000003,0.49999999999999994,-0.8660254037844387
Andaman & Nicobar Islands,1907,OCT,POST_MONSOON,264.4,842.4,2207.8,2661.5,289.9890909090909,-25.58909090909094,-8.824156394597926,25.58909090909094,0,-0.2592812665000394,1907-10-01,200.4,377.6,443.9,1021.9,1965.0,2664.9,-243.49999999999997,-0.5000000000000004,0.8660254037844384
Andaman & Nicobar Islands,1907,NOV,POST_MONSOON,648.9,1113.7,2240.4,3181.5,233.01818181818183,415.8818181818182,178.4761235955056,0.0,0,3.56409220625276,1907-11-01,264.4,200.4,377.6,842.4,2207.7999999999997,2661.5,-113.20000000000005,-0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1907,DEC,POST_MONSOON,245.6,1158.9,2180.8,3347.9,157.46697247706425,88.13302752293575,55.96921445592199,0.0,0,0.6716511448282104,1907-12-01,648.9,264.4,200.4,1113.7,2240.4,3181.5,448.5,-1.0,-1.8369701987210297e-16
Andaman & Nicobar Islands,1908,JAN,WINTER,20.9,915.4,1757.8,3258.0999999999995,54.38214285714286,-33.48214285714286,-61.56826689433244,33.48214285714286,0,-0.4491726334802735,1908-01-01,245.6,648.9,264.4,1158.8999999999999,2180.8,3347.9,-18.799999999999983,0.8660254037844387,-0.4999999999999998
Andaman & Nicobar Islands,1908,FEB,WINTER,85.1,351.6,1465.3,3343.2,27.685714285714287,57.41428571428571,207.37874097007224,0.0,0,1.5059437045208857,1908-02-01,20.9,245.6,648.9,915.4,1757.8,3258.0999999999995,-628.0,-0.8660254037844385,-0.5000000000000004
Andaman & Nicobar Islands,1908,MAR,PRE_MONSOON,0.0,106.0,1264.9,3229.9,31.59454545454545,-31.59454545454545,-100.0,31.59454545454545,0,-0.6527278243832318,1908-03-01,85.1,20.9,245.6,351.6,1465.3,3343.2,-160.5,0.8660254037844386,0.5000000000000001
Andaman & Nicobar Islands,1908,APR,PRE_MONSOON,29.0,114.1,1029.5,3237.3,71.91636363636364,-42.91636363636364,-59.67538049249128,42.91636363636364,0,-0.652677299566283,1908-04-01,0.0,85.1,20.9,106.0,1264.8999999999999,3229.9,-20.9,0.49999999999999994,0.8660254037844387
Andaman & Nicobar Islands,1908,MAY,PRE_MONSOON,562.0,591.0,942.6,3183.0,354.8297297297297,207.1702702702703,58.38582647177558,0.0,0,1.38557830090227,1908-05-01,29.0,0.0,85.1,114.1,1029.5,3237.3,-56.099999999999994,-0.4999999999999997,-0.8660254037844388
Andaman & Nicobar Islands,1908,JUN,MONSOON,693.6,1284.6,1390.6,3571.4,470.08363636363634,223.51636363636368,47.548211923603546,0.0,0,1.5250641832868286,1908-06-01,562.0,29.0,0.0,591.0,942.6,3183.0,562.0,1.2246467991473532e-16,-1.0
Andaman & Nicobar Islands,1908,JUL,MONSOON,481.4,1737.0,1851.1,3608.9,399.0472727272727,82.3527272727273,20.63733620076912,0.0,0,0.5504304247226188,1908-07-01,693.6,562.0,29.0,1284.6,1390.6,3571.4,664.6,1.0,6.123233995736766e-17
