subdivision,year,month,season,probability,risk_rank
Orissa,1915,6,MONSOON,0.33166998624801636,9762
South Interior Karnataka,1998,4,PRE_MONSOON,0.33164769411087036,9763
Vidarbha,1933,5,PRE_MONSOON,0.3315872251987457,9764
Tamil Nadu,1907,10,POST_MONSOON,0.33151376247406006,9765
Tamil Nadu,1930,8,MONSOON,0.33140063285827637,9766
Tamil Nadu,1996,8,MONSOON,0.3313598036766052,9767
Gangetic West Bengal,1964,7,MONSOON,0.33133065700531006,9768
East Uttar Pradesh,1926,6,MONSOON,0.33130142092704773,9769
Bihar,1982,2,WINTER,0.33128872513771057,9770
North Interior Karnataka,1986,5,PRE_MONSOON,0.33127570152282715,9771
West Uttar Pradesh,1996,6,MONSOON,0.3312048316001892,9772
Telangana,1909,6,MONSOON,0.3311920464038849,9773
East Uttar Pradesh,1981,5,PRE_MONSOON,0.3311457931995392,9774
Orissa,1951,5,PRE_MONSOON,0.33113017678260803,9775
Coastal Karnataka,1974,6,MONSOON,0.33112749457359314,9776
North Interior Karnataka,1993,8,MONSOON,0.33112001419067383,9777
Konkan & Goa,1968,7,MONSOON,0.3310973644256592,9778
Matathwada,1925,8,MONSOON,0.33108216524124146,9779
Jharkhand,1941,6,MONSOON,0.33093616366386414,9780
Telangana,1957,7,MONSOON,0.3309103846549988,9781
Jharkhand,1913,6,MONSOON,0.330899715423584,9782
Rayalseema,1946,7,MONSOON,0.33087196946144104,9783
Vidarbha,1936,8,MONSOON,0.3308422565460205,9784
Andaman & Nicobar Islands,1974,3,PRE_MONSOON,0.33083194494247437,9785
Sub Himalayan West Bengal & Sikkim,1993,2,WINTER,0.33082136511802673,9786
Konkan & Goa,1972,3,PRE_MONSOON,0.3308148980140686,9787
Lakshadweep,1955,6,MONSOON,0.33081361651420593,9788
Coastal Andhra Pradesh,1938,8,MONSOON,0.3308124840259552,9789
East Rajasthan,1978,5,PRE_MONSOON,0.3307969868183136,9790
Himachal Pradesh,1973,12,WINTER,0.3307410478591919,9791
Coastal Andhra Pradesh,1963,6,MONSOON,0.3307034373283386,9792
Jammu & Kashmir,1957,7,MONSOON,0.33068984746932983,9793
East Uttar Pradesh,1950,6,MONSOON,0.3306368887424469,9794
Coastal Karnataka,1925,7,MONSOON,0.33062535524368286,9795
Vidarbha,1904,8,MONSOON,0.3305892050266266,9796
Jammu & Kashmir,1977,12,WINTER,0.3305497467517853,9797
Konkan & Goa,1906,6,MONSOON,0.33053117990493774,9798
Madhya Maharashtra,1971,8,MONSOON,0.3305162787437439,9799
West Madhya Pradesh,1997,6,MONSOON,0.33048364520072937,9800
Assam & Meghalaya,1991,5,PRE_MONSOON,0.3304404020309448,9801
Jammu & Kashmir,1934,2,WINTER,0.3304358422756195,9802
Chhattisgarh,1925,4,PRE_MONSOON,0.3303896486759186,9803
Gangetic West Bengal,1977,3,PRE_MONSOON,0.33038848638534546,9804
Matathwada,1968,6,MONSOON,0.3303539752960205,9805
Rayalseema,1987,8,MONSOON,0.3303123116493225,9806
Naga Mani Mizo Tripura,1942,8,MONSOON,0.33025458455085754,9807
East Rajasthan,2005,6,MONSOON,0.33020442724227905,9808
Gangetic West Bengal,1931,4,PRE_MONSOON,0.3301646113395691,9809
Coastal Karnataka,1920,5,PRE_MONSOON,0.3301182985305786,9810
Matathwada,1926,4,PRE_MONSOON,0.33009567856788635,9811
Tamil Nadu,1955,6,MONSOON,0.3300740718841553,9812
South Interior Karnataka,2000,8,MONSOON,0.3300420045852661,9813
Lakshadweep,1967,5,PRE_MONSOON,0.33000338077545166,9814
Konkan & Goa,1967,6,MONSOON,0.32992711663246155,9815
Jammu & Kashmir,1945,6,MONSOON,0.3298521935939789,9816
Coastal Andhra Pradesh,1953,7,MONSOON,0.3298417627811432,9817
Orissa,1967,5,PRE_MONSOON,0.32984137535095215,9818
Orissa,1927,8,MONSOON,0.32984066009521484,9819
Assam & Meghalaya,1947,6,MONSOON,0.3298102915287018,9820
South Interior Karnataka,1910,4,PRE_MONSOON,0.32975462079048157,9821
Himachal Pradesh,1958,2,WINTER,0.3297384977340698,9822
Lakshadweep,1921,7,MONSOON,0.32970258593559265,9823
Vidarbha,1961,7,MONSOON,0.32965707778930664,9824
East Rajasthan,1993,6,MONSOON,0.32962340116500854,9825
Madhya Maharashtra,1993,7,MONSOON,0.32956239581108093,9826
North Interior Karnataka,1939,8,MONSOON,0.32954201102256775,9827
West Madhya Pradesh,1982,6,MONSOON,0.3295353353023529,9828
Telangana,1926,5,PRE_MONSOON,0.3294846713542938,9829
Jharkhand,1906,4,PRE_MONSOON,0.32946234941482544,9830
Rayalseema,1911,5,PRE_MONSOON,0.3294263780117035,9831
South Interior Karnataka,1946,9,MONSOON,0.329395055770874,9832
Tamil Nadu,1978,5,PRE_MONSOON,0.3293871283531189,9833
Kerala,1941,9,MONSOON,0.32937899231910706,9834
Matathwada,1914,7,MONSOON,0.3293616473674774,9835
Tamil Nadu,1998,7,MONSOON,0.3293306529521942,9836
Assam & Meghalaya,1905,5,PRE_MONSOON,0.3292846977710724,9837
Tamil Nadu,1943,9,MONSOON,0.3292238712310791,9838
Bihar,1930,8,MONSOON,0.32922375202178955,9839
Assam & Meghalaya,1960,4,PRE_MONSOON,0.3292030394077301,9840
Coastal Karnataka,1948,6,MONSOON,0.3291926383972168,9841
Sub Himalayan West Bengal & Sikkim,2007,3,PRE_MONSOON,0.32915812730789185,9842
Orissa,1959,5,PRE_MONSOON,0.32915228605270386,9843
Konkan & Goa,1932,7,MONSOON,0.32913580536842346,9844
Tamil Nadu,1998,9,MONSOON,0.32912856340408325,9845
Gangetic West Bengal,2000,2,WINTER,0.32911238074302673,9846
Telangana,1931,5,PRE_MONSOON,0.3290703594684601,9847
East Madhya Pradesh,1924,5,PRE_MONSOON,0.32906946539878845,9848
Konkan & Goa,1987,8,MONSOON,0.3290429711341858,9849
East Uttar Pradesh,1935,6,MONSOON,0.3289356231689453,9850
Lakshadweep,1937,3,PRE_MONSOON,0.32893508672714233,9851
Gangetic West Bengal,1973,8,MONSOON,0.32892361283302307,9852
Coastal Andhra Pradesh,1964,5,PRE_MONSOON,0.3288429081439972,9853
Gangetic West Bengal,1939,4,PRE_MONSOON,0.3288406431674957,9854
Himachal Pradesh,1996,1,WINTER,0.3287891745567322,9855
Konkan & Goa,1978,5,PRE_MONSOON,0.3287326395511627,9856
Tamil Nadu,1976,7,MONSOON,0.32868143916130066,9857
South Interior Karnataka,2004,7,MONSOON,0.32867515087127686,9858
Chhattisgarh,1941,3,PRE_MONSOON,0.32865139842033386,9859
Kerala,2000,3,PRE_MONSOON,0.32863786816596985,9860
Punjab,1998,7,MONSOON,0.32861781120300293,9861
Kerala,1996,7,MONSOON,0.3284793198108673,9862
Jammu & Kashmir,1963,10,POST_MONSOON,0.3284628391265869,9863
Jammu & Kashmir,1938,1,WINTER,0.32843536138534546,9864
Rayalseema,2001,7,MONSOON,0.3284265398979187,9865
Vidarbha,1924,6,MONSOON,0.3283121585845947,9866
Tamil Nadu,1905,9,MONSOON,0.32830312848091125,9867
Tamil Nadu,1946,8,MONSOON,0.3282705247402191,9868
Coastal Karnataka,2009,6,MONSOON,0.32810959219932556,9869
Madhya Maharashtra,1980,5,PRE_MONSOON,0.328054279088974,9870
Coastal Andhra Pradesh,1978,6,MONSOON,0.3279888331890106,9871
Gangetic West Bengal,1918,5,PRE_MONSOON,0.32797932624816895,9872
West Uttar Pradesh,1968,6,MONSOON,0.3279208540916443,9873
Kerala,1903,3,PRE_MONSOON,0.3278786242008209,9874
East Madhya Pradesh,1947,5,PRE_MONSOON,0.32785123586654663,9875
North Interior Karnataka,1973,4,PRE_MONSOON,0.3278491497039795,9876
North Interior Karnataka,1970,5,PRE_MONSOON,0.327825665473938,9877
East Uttar Pradesh,1985,7,MONSOON,0.32773569226264954,9878
Madhya Maharashtra,2004,6,MONSOON,0.32762831449508667,9879
Orissa,2008,6,MONSOON,0.32754796743392944,9880
Chhattisgarh,1916,4,PRE_MONSOON,0.3275132477283478,9881
South Interior Karnataka,1974,9,MONSOON,0.3274846374988556,9882
Sub Himalayan West Bengal & Sikkim,1964,2,WINTER,0.3274610638618469,9883
North Interior Karnataka,1978,6,MONSOON,0.32740968465805054,9884
Coastal Andhra Pradesh,1904,5,PRE_MONSOON,0.3274014890193939,9885
Haryana Delhi & Chandigarh,1936,5,PRE_MONSOON,0.32735055685043335,9886
East Uttar Pradesh,1943,7,MONSOON,0.32734477519989014,9887
Coastal Andhra Pradesh,1946,6,MONSOON,0.32732659578323364,9888
West Uttar Pradesh,1943,5,PRE_MONSOON,0.32724565267562866,9889
Coastal Andhra Pradesh,1910,4,PRE_MONSOON,0.3270784616470337,9890
Rayalseema,1989,7,MONSOON,0.3270304799079895,9891
Naga Mani Mizo Tripura,1953,3,PRE_MONSOON,0.3269994258880615,9892
Bihar,1939,5,PRE_MONSOON,0.32698774337768555,9893
Coastal Karnataka,1956,7,MONSOON,0.3269869387149811,9894
Konkan & Goa,1947,7,MONSOON,0.32697296142578125,9895
Tamil Nadu,1940,5,PRE_MONSOON,0.3269460201263428,9896
Andaman & Nicobar Islands,1932,4,PRE_MONSOON,0.32684510946273804,9897
East Uttar Pradesh,1992,6,MONSOON,0.3268277943134308,9898
Chhattisgarh,1951,7,MONSOON,0.3268268406391144,9899
Andaman & Nicobar Islands,1959,5,PRE_MONSOON,0.32680997252464294,9900
Assam & Meghalaya,1978,2,WINTER,0.32679256796836853,9901
Orissa,1928,4,PRE_MONSOON,0.32674068212509155,9902
Andaman & Nicobar Islands,1936,9,MONSOON,0.32663726806640625,9903
Coastal Karnataka,1930,7,MONSOON,0.3265877962112427,9904
West Madhya Pradesh,1959,7,MONSOON,0.3265869617462158,9905
Coastal Karnataka,1927,5,PRE_MONSOON,0.32656019926071167,9906
Gangetic West Bengal,1905,7,MONSOON,0.3265326917171478,9907
Tamil Nadu,1933,5,PRE_MONSOON,0.3265087902545929,9908
Assam & Meghalaya,1910,6,MONSOON,0.3264288008213043,9909
Coastal Andhra Pradesh,1915,9,MONSOON,0.32642531394958496,9910
Arunachal Pradesh,1999,12,WINTER,0.3263641893863678,9911
Telangana,2004,6,MONSOON,0.3263639211654663,9912
Telangana,1908,6,MONSOON,0.32633909583091736,9913
Gangetic West Bengal,1907,3,PRE_MONSOON,0.32628458738327026,9914
Haryana Delhi & Chandigarh,1955,5,PRE_MONSOON,0.32627275586128235,9915
Kerala,1954,2,WINTER,0.3262590169906616,9916
East Uttar Pradesh,1974,6,MONSOON,0.3262503743171692,9917
East Uttar Pradesh,1995,5,PRE_MONSOON,0.32620877027511597,9918
Andaman & Nicobar Islands,1978,8,MONSOON,0.3261978328227997,9919
North Interior Karnataka,1959,6,MONSOON,0.32614973187446594,9920
Gangetic West Bengal,1970,3,PRE_MONSOON,0.3261438012123108,9921
Madhya Maharashtra,1959,4,PRE_MONSOON,0.3261350095272064,9922
East Uttar Pradesh,1932,5,PRE_MONSOON,0.3261255919933319,9923
Himachal Pradesh,1983,12,WINTER,0.3260602056980133,9924
Vidarbha,1902,6,MONSOON,0.3260588049888611,9925
Madhya Maharashtra,1978,6,MONSOON,0.3260155916213989,9926
West Rajasthan,1920,4,PRE_MONSOON,0.32592830061912537,9927
Assam & Meghalaya,1998,3,PRE_MONSOON,0.3259153962135315,9928
Kerala,1915,8,MONSOON,0.32582077383995056,9929
Coastal Karnataka,1926,8,MONSOON,0.3257499933242798,9930
Konkan & Goa,1996,8,MONSOON,0.32570499181747437,9931
East Madhya Pradesh,1983,7,MONSOON,0.32568809390068054,9932
Himachal Pradesh,1924,5,PRE_MONSOON,0.32567527890205383,9933
East Madhya Pradesh,2011,5,PRE_MONSOON,0.3256602883338928,9934
Jharkhand,1915,4,PRE_MONSOON,0.32562756538391113,9935
North Interior Karnataka,1996,4,PRE_MONSOON,0.32556870579719543,9936
Matathwada,1986,5,PRE_MONSOON,0.32554829120635986,9937
Tamil Nadu,1999,9,MONSOON,0.3255424499511719,9938
Gujarat Region,1971,5,PRE_MONSOON,0.32553359866142273,9939
Kerala,1969,8,MONSOON,0.32551226019859314,9940
North Interior Karnataka,1957,5,PRE_MONSOON,0.3254860043525696,9941
Jammu & Kashmir,1984,3,PRE_MONSOON,0.325444757938385,9942
Uttarakhand,1987,8,MONSOON,0.325435072183609,9943
Lakshadweep,1930,4,PRE_MONSOON,0.3254316747188568,9944
East Madhya Pradesh,1936,5,PRE_MONSOON,0.3253888189792633,9945
Uttarakhand,2005,7,MONSOON,0.32535648345947266,9946
West Uttar Pradesh,1989,7,MONSOON,0.3253135681152344,9947
Chhattisgarh,1937,4,PRE_MONSOON,0.3253118693828583,9948
Tamil Nadu,1967,5,PRE_MONSOON,0.3252641558647156,9949
Coastal Karnataka,1934,6,MONSOON,0.32520967721939087,9950
Gangetic West Bengal,1927,5,PRE_MONSOON,0.32513293623924255,9951
Punjab,1907,7,MONSOON,0.3251310884952545,9952
East Madhya Pradesh,1938,5,PRE_MONSOON,0.3251263201236725,9953
Chhattisgarh,1996,5,PRE_MONSOON,0.3251085877418518,9954
East Madhya Pradesh,1953,5,PRE_MONSOON,0.325048565864563,9955
North Interior Karnataka,1976,7,MONSOON,0.32503795623779297,9956
Sub Himalayan West Bengal & Sikkim,2006,2,WINTER,0.32499179244041443,9957
Jammu & Kashmir,1951,6,MONSOON,0.3249589800834656,9958
Madhya Maharashtra,1988,5,PRE_MONSOON,0.3249559700489044,9959
Matathwada,1909,6,MONSOON,0.32494282722473145,9960
Konkan & Goa,1986,3,PRE_MONSOON,0.32491523027420044,9961
Assam & Meghalaya,1937,1,WINTER,0.3248794674873352,9962
Madhya Maharashtra,1975,5,PRE_MONSOON,0.32479357719421387,9963
Coastal Andhra Pradesh,1963,5,PRE_MONSOON,0.3247818946838379,9964
Kerala,1971,3,PRE_MONSOON,0.3247796893119812,9965
East Madhya Pradesh,1988,4,PRE_MONSOON,0.32477155327796936,9966
Jharkhand,1930,4,PRE_MONSOON,0.32476919889450073,9967
Chhattisgarh,1916,5,PRE_MONSOON,0.3247530162334442,9968
East Rajasthan,2004,5,PRE_MONSOON,0.32473528385162354,9969
Himachal Pradesh,1995,5,PRE_MONSOON,0.3247336447238922,9970
Tamil Nadu,1955,5,PRE_MONSOON,0.3247218132019043,9971
West Uttar Pradesh,1935,7,MONSOON,0.32468193769454956,9972
Gangetic West Bengal,1912,3,PRE_MONSOON,0.3246637284755707,9973
Jammu & Kashmir,1988,6,MONSOON,0.32462644577026367,9974
Matathwada,1975,4,PRE_MONSOON,0.3245968520641327,9975
Haryana Delhi & Chandigarh,1955,6,MONSOON,0.32455921173095703,9976
Sub Himalayan West Bengal & Sikkim,1933,8,MONSOON,0.3245457112789154,9977
Konkan & Goa,1928,3,PRE_MONSOON,0.32453444600105286,9978
Konkan & Goa,1989,7,MONSOON,0.3245028257369995,9979
Gangetic West Bengal,1902,6,MONSOON,0.3244994282722473,9980
East Uttar Pradesh,1968,5,PRE_MONSOON,0.32445648312568665,9981
Sub Himalayan West Bengal & Sikkim,1939,4,PRE_MONSOON,0.32439330220222473,9982
West Uttar Pradesh,1968,7,MONSOON,0.32438650727272034,9983
Matathwada,1984,5,PRE_MONSOON,0.3243623673915863,9984
Vidarbha,2004,7,MONSOON,0.3243289589881897,9985
West Uttar Pradesh,1961,6,MONSOON,0.3243277072906494,9986
East Madhya Pradesh,1955,6,MONSOON,0.3243001401424408,9987
Uttarakhand,1910,5,PRE_MONSOON,0.3242586553096771,9988
Coastal Karnataka,1944,4,PRE_MONSOON,0.3242475390434265,9989
Jharkhand,1925,6,MONSOON,0.3242301046848297,9990
North Interior Karnataka,1943,5,PRE_MONSOON,0.32420626282691956,9991
Assam & Meghalaya,2015,7,MONSOON,0.32419463992118835,9992
East Uttar Pradesh,1954,6,MONSOON,0.32418760657310486,9993
Jharkhand,1908,6,MONSOON,0.32413023710250854,9994
Rayalseema,1929,7,MONSOON,0.3241073489189148,9995
Himachal Pradesh,1972,4,PRE_MONSOON,0.3240889012813568,9996
Himachal Pradesh,1981,10,POST_MONSOON,0.3239869177341461,9997
Tamil Nadu,1931,5,PRE_MONSOON,0.3239651024341583,9998
West Uttar Pradesh,2011,4,PRE_MONSOON,0.32396507263183594,9999
East Uttar Pradesh,1950,7,MONSOON,0.32391637563705444,10000
East Uttar Pradesh,1999,6,MONSOON,0.32391157746315,10001
Vidarbha,1949,4,PRE_MONSOON,0.3238527178764343,10002
Uttarakhand,2006,4,PRE_MONSOON,0.32382169365882874,10003
East Rajasthan,1940,7,MONSOON,0.32368335127830505,10004
Punjab,2001,5,PRE_MONSOON,0.32366743683815,10005
Assam & Meghalaya,1961,2,WINTER,0.32360896468162537,10006
Assam & Meghalaya,1924,2,WINTER,0.3235858678817749,10007
Tamil Nadu,1961,8,MONSOON,0.32347068190574646,10008
Jammu & Kashmir,1953,12,WINTER,0.32344430685043335,10009
Assam & Meghalaya,1909,8,MONSOON,0.3234137296676636,10010
Kerala,1993,5,PRE_MONSOON,0.3234134018421173,10011
Konkan & Goa,1974,6,MONSOON,0.323409765958786,10012
Himachal Pradesh,1967,2,WINTER,0.32331547141075134,10013
East Rajasthan,1928,7,MONSOON,0.32331323623657227,10014
Lakshadweep,1967,7,MONSOON,0.3233121931552887,10015
Coastal Andhra Pradesh,1954,7,MONSOON,0.32330307364463806,10016
Telangana,1979,4,PRE_MONSOON,0.32329609990119934,10017
North Interior Karnataka,1953,8,MONSOON,0.3232547342777252,10018
Vidarbha,2000,4,PRE_MONSOON,0.32319560647010803,10019
Bihar,1925,8,MONSOON,0.32319241762161255,10020
Konkan & Goa,1930,7,MONSOON,0.3231896758079529,10021
Lakshadweep,1974,4,PRE_MONSOON,0.3231382668018341,10022
Madhya Maharashtra,1964,6,MONSOON,0.32312485575675964,10023
Himachal Pradesh,1989,5,PRE_MONSOON,0.32307979464530945,10024
Himachal Pradesh,1946,5,PRE_MONSOON,0.3230670690536499,10025
Madhya Maharashtra,1958,7,MONSOON,0.3230232894420624,10026
Tamil Nadu,1908,4,PRE_MONSOON,0.32296839356422424,10027
East Rajasthan,1931,7,MONSOON,0.32289040088653564,10028
Jammu & Kashmir,1981,5,PRE_MONSOON,0.32285943627357483,10029
Jammu & Kashmir,1953,6,MONSOON,0.32284024357795715,10030
Tamil Nadu,1930,5,PRE_MONSOON,0.32282599806785583,10031
North Interior Karnataka,1981,7,MONSOON,0.32274848222732544,10032
Bihar,1963,3,PRE_MONSOON,0.32271361351013184,10033
Konkan & Goa,1911,3,PRE_MONSOON,0.3226891756057739,10034
Jharkhand,1998,5,PRE_MONSOON,0.3226456940174103,10035
Konkan & Goa,1998,7,MONSOON,0.32262328267097473,10036
Jammu & Kashmir,1949,6,MONSOON,0.3225649893283844,10037
Jharkhand,1909,5,PRE_MONSOON,0.32256340980529785,10038
Punjab,1972,5,PRE_MONSOON,0.3224871754646301,10039
Uttarakhand,1991,8,MONSOON,0.3224807679653168,10040
Lakshadweep,1992,5,PRE_MONSOON,0.32244259119033813,10041
Naga Mani Mizo Tripura,1964,9,MONSOON,0.32241585850715637,10042
Chhattisgarh,1967,7,MONSOON,0.32238712906837463,10043
Kerala,1905,10,POST_MONSOON,0.3223000168800354,10044
Lakshadweep,1904,3,PRE_MONSOON,0.3222830593585968,10045
Madhya Maharashtra,1993,5,PRE_MONSOON,0.3222828209400177,10046
Coastal Karnataka,1928,8,MONSOON,0.32224658131599426,10047
East Madhya Pradesh,1912,7,MONSOON,0.32224345207214355,10048
Chhattisgarh,1943,7,MONSOON,0.3222337067127228,10049
Haryana Delhi & Chandigarh,1940,6,MONSOON,0.3222264051437378,10050
Sub Himalayan West Bengal & Sikkim,1991,7,MONSOON,0.3222079873085022,10051
Gujarat Region,1938,6,MONSOON,0.32220759987831116,10052
North Interior Karnataka,1962,2,WINTER,0.32218116521835327,10053
Coastal Karnataka,1948,9,MONSOON,0.3221508264541626,10054
Himachal Pradesh,2003,4,PRE_MONSOON,0.32212457060813904,10055
Himachal Pradesh,1946,2,WINTER,0.32209691405296326,10056
Orissa,1970,4,PRE_MONSOON,0.3220806419849396,10057
Haryana Delhi & Chandigarh,1911,7,MONSOON,0.32207268476486206,10058
Jammu & Kashmir,1942,5,PRE_MONSOON,0.32204630970954895,10059
Naga Mani Mizo Tripura,1999,9,MONSOON,0.3220328092575073,10060
Gangetic West Bengal,1944,6,MONSOON,0.32199716567993164,10061
Assam & Meghalaya,1947,3,PRE_MONSOON,0.321943461894989,10062
Rayalseema,1914,8,MONSOON,0.321899950504303,10063
Konkan & Goa,1942,8,MONSOON,0.3218916952610016,10064
Tamil Nadu,1971,5,PRE_MONSOON,0.32177436351776123,10065
South Interior Karnataka,1996,3,PRE_MONSOON,0.3217564523220062,10066
Assam & Meghalaya,1952,5,PRE_MONSOON,0.32174867391586304,10067
Kerala,1967,7,MONSOON,0.3217313289642334,10068
Bihar,1943,7,MONSOON,0.32170620560646057,10069
Gangetic West Bengal,1940,5,PRE_MONSOON,0.3216445744037628,10070
West Uttar Pradesh,1984,4,PRE_MONSOON,0.3216131031513214,10071
Bihar,1911,6,MONSOON,0.3215518593788147,10072
Matathwada,1990,6,MONSOON,0.3215126693248749,10073
Assam & Meghalaya,2017,6,MONSOON,0.321475088596344,10074
North Interior Karnataka,1938,9,MONSOON,0.3214412033557892,10075
Uttarakhand,1919,7,MONSOON,0.32139164209365845,10076
Coastal Andhra Pradesh,1975,5,PRE_MONSOON,0.3213889002799988,10077
South Interior Karnataka,1994,5,PRE_MONSOON,0.32133519649505615,10078
East Uttar Pradesh,1920,4,PRE_MONSOON,0.3213006258010864,10079
Matathwada,1909,5,PRE_MONSOON,0.3212711811065674,10080
Coastal Andhra Pradesh,1926,9,MONSOON,0.3212440013885498,10081
Sub Himalayan West Bengal & Sikkim,1918,7,MONSOON,0.32123640179634094,10082
Punjab,1994,4,PRE_MONSOON,0.32115110754966736,10083
North Interior Karnataka,1903,6,MONSOON,0.32104989886283875,10084
Punjab,2000,5,PRE_MONSOON,0.3210233151912689,10085
Assam & Meghalaya,1947,1,WINTER,0.3210141062736511,10086
Tamil Nadu,1962,5,PRE_MONSOON,0.32098573446273804,10087
South Interior Karnataka,1997,5,PRE_MONSOON,0.32093098759651184,10088
Madhya Maharashtra,1961,4,PRE_MONSOON,0.3208625614643097,10089
Chhattisgarh,1961,4,PRE_MONSOON,0.32080888748168945,10090
West Uttar Pradesh,1999,6,MONSOON,0.32076653838157654,10091
Tamil Nadu,1941,3,PRE_MONSOON,0.32068827748298645,10092
West Uttar Pradesh,1953,6,MONSOON,0.3206269443035126,10093
East Uttar Pradesh,1947,6,MONSOON,0.3204251825809479,10094
Madhya Maharashtra,1991,4,PRE_MONSOON,0.3203800916671753,10095
Himachal Pradesh,1978,1,WINTER,0.32033655047416687,10096
Tamil Nadu,1939,4,PRE_MONSOON,0.3202706575393677,10097
Himachal Pradesh,1989,7,MONSOON,0.3202556073665619,10098
Orissa,1920,8,MONSOON,0.3202532231807709,10099
East Uttar Pradesh,1976,5,PRE_MONSOON,0.3202252686023712,10100
Himachal Pradesh,1940,7,MONSOON,0.3202061355113983,10101
Uttarakhand,1962,6,MONSOON,0.320169061422348,10102
North Interior Karnataka,1935,8,MONSOON,0.32013532519340515,10103
East Uttar Pradesh,2003,8,MONSOON,0.3200794756412506,10104
North Interior Karnataka,1955,5,PRE_MONSOON,0.3200776278972626,10105
Matathwada,1976,6,MONSOON,0.32005196809768677,10106
Kerala,1959,5,PRE_MONSOON,0.32004618644714355,10107
Jharkhand,1994,6,MONSOON,0.3200313150882721,10108
Konkan & Goa,1976,7,MONSOON,0.3200248181819916,10109
Naga Mani Mizo Tripura,2005,2,WINTER,0.3200102150440216,10110
North Interior Karnataka,1945,7,MONSOON,0.31994539499282837,10111
Telangana,1991,4,PRE_MONSOON,0.3198591470718384,10112
East Uttar Pradesh,1996,7,MONSOON,0.31985247135162354,10113
Konkan & Goa,1940,3,PRE_MONSOON,0.31982800364494324,10114
East Uttar Pradesh,2000,4,PRE_MONSOON,0.3197803497314453,10115
East Madhya Pradesh,1954,6,MONSOON,0.31976696848869324,10116
Telangana,1915,4,PRE_MONSOON,0.31969597935676575,10117
Coastal Karnataka,1925,5,PRE_MONSOON,0.319661408662796,10118
West Madhya Pradesh,1986,4,PRE_MONSOON,0.31962791085243225,10119
Chhattisgarh,1976,8,MONSOON,0.3195672333240509,10120
Chhattisgarh,1990,7,MONSOON,0.31955909729003906,10121
Coastal Karnataka,1903,7,MONSOON,0.31947165727615356,10122
Jammu & Kashmir,1947,11,POST_MONSOON,0.3192780613899231,10123
Rayalseema,1909,5,PRE_MONSOON,0.31926262378692627,10124
Telangana,1929,7,MONSOON,0.31926217675209045,10125
North Interior Karnataka,1977,7,MONSOON,0.31925684213638306,10126
Coastal Karnataka,1907,5,PRE_MONSOON,0.31924623250961304,10127
Coastal Andhra Pradesh,1947,7,MONSOON,0.31924551725387573,10128
East Uttar Pradesh,1906,8,MONSOON,0.319233775138855,10129
East Madhya Pradesh,2003,7,MONSOON,0.31919461488723755,10130
Andaman & Nicobar Islands,1968,3,PRE_MONSOON,0.31918492913246155,10131
Coastal Andhra Pradesh,2000,5,PRE_MONSOON,0.3191789984703064,10132
Sub Himalayan West Bengal & Sikkim,1931,7,MONSOON,0.3191697895526886,10133
Andaman & Nicobar Islands,1939,4,PRE_MONSOON,0.3191353380680084,10134
Vidarbha,1974,8,MONSOON,0.31912174820899963,10135
Chhattisgarh,1971,4,PRE_MONSOON,0.3190918564796448,10136
Coastal Karnataka,2006,5,PRE_MONSOON,0.3190041184425354,10137
Lakshadweep,1975,6,MONSOON,0.3189663887023926,10138
Himachal Pradesh,1986,2,WINTER,0.31896254420280457,10139
Telangana,1955,5,PRE_MONSOON,0.31892865896224976,10140
Jharkhand,1988,5,PRE_MONSOON,0.31892409920692444,10141
East Rajasthan,1992,5,PRE_MONSOON,0.31890323758125305,10142
Andaman & Nicobar Islands,1922,9,MONSOON,0.31883251667022705,10143
Himachal Pradesh,1941,6,MONSOON,0.31878671050071716,10144
Andaman & Nicobar Islands,1996,9,MONSOON,0.318779319524765,10145
Assam & Meghalaya,1980,2,WINTER,0.3187471032142639,10146
North Interior Karnataka,1958,7,MONSOON,0.31868287920951843,10147
Bihar,2011,5,PRE_MONSOON,0.31864500045776367,10148
Chhattisgarh,1955,6,MONSOON,0.3186343014240265,10149
Kerala,1976,6,MONSOON,0.3185219466686249,10150
Kerala,1914,9,MONSOON,0.3184591829776764,10151
Jammu & Kashmir,1925,6,MONSOON,0.31845739483833313,10152
Vidarbha,1947,4,PRE_MONSOON,0.3184123933315277,10153
Matathwada,1916,4,PRE_MONSOON,0.31839266419410706,10154
Chhattisgarh,1953,5,PRE_MONSOON,0.3183658719062805,10155
East Madhya Pradesh,2006,4,PRE_MONSOON,0.318345844745636,10156
Naga Mani Mizo Tripura,2016,2,WINTER,0.3182772696018219,10157
West Madhya Pradesh,1934,5,PRE_MONSOON,0.31826671957969666,10158
Punjab,2001,7,MONSOON,0.3182021677494049,10159
Gangetic West Bengal,1930,4,PRE_MONSOON,0.3181527256965637,10160
Naga Mani Mizo Tripura,1933,3,PRE_MONSOON,0.318143755197525,10161
Kerala,1904,3,PRE_MONSOON,0.3181137144565582,10162
Himachal Pradesh,1971,7,MONSOON,0.3181132972240448,10163
Tamil Nadu,1944,9,MONSOON,0.3180762827396393,10164
Sub Himalayan West Bengal & Sikkim,1964,4,PRE_MONSOON,0.31802603602409363,10165
Sub Himalayan West Bengal & Sikkim,1947,4,PRE_MONSOON,0.3180166780948639,10166
Konkan & Goa,1927,7,MONSOON,0.31801638007164,10167
Assam & Meghalaya,1999,7,MONSOON,0.3179897964000702,10168
