subdivision,year,month,season,rainfall_mm,rainfall_3m,rainfall_6m,rainfall_12m,historical_monthly_mean,rainfall_anomaly,rainfall_anomaly_pct,rainfall_deficit_mm,rainfall_missing,rainfall_zscore,target_3m_stress,date,rainfall_lag_1m,rainfall_lag_2m,rainfall_lag_3m,rainfall_prev_3m,rainfall_prev_6m,rainfall_prev_12m,rainfall_trend_3m,month_sin,month_cos,target_3m_severe_anomaly,original_month,actual,predicted_probability,predicted,error_type
Sub Himalayan West Bengal & Sikkim,2017,7.0,2,478.6,1106.0000000000014,1342.500000000001,2205.6,645.7008547008547,-167.1008547008547,-25.8789892384873,167.1008547008547,0,-1.0166456288709729,0,2017-07-01,400.6,226.8,146.8,774.2000000000013,866.900000000001,2459.1,253.8,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.6037302,1,FALSE_POSITIVE
Sub Himalayan West Bengal & Sikkim,2012,3.0,1,45.5,74.70000000000148,152.40000000000092,2393.9,43.96666666666667,1.5333333333333314,3.4874905231235744,0.0,0,0.0490726125969446,0,2012-03-01,13.9,15.3,4.3,33.50000000000148,463.2000000000009,2419.6,9.6,1.0,6.123233995736766e-17,0,MAR,0,0.6035449,1,FALSE_POSITIVE
Chhattisgarh,2002,7.0,2,138.4,366.8000000000006,387.1999999999998,1008.9,398.082905982906,-259.68290598290594,-65.23337276734433,259.68290598290594,0,-2.832482600041733,0,2002-07-01,196.3,32.1,3.3,231.70000000000056,290.2999999999998,1501.1,193.0,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.60327613,1,FALSE_POSITIVE
Andaman & Nicobar Islands,2002,3.0,1,11.5,22.09999999999966,604.0999999999992,2854.9,31.59454545454545,-20.09454545454545,-63.60131207918512,20.09454545454545,0,-0.4151434606136547,0,2002-03-01,0.0,10.6,91.8,102.39999999999964,926.999999999999,2986.7,-91.8,1.0,6.123233995736766e-17,0,MAR,0,0.6022943,1,FALSE_POSITIVE
Naga Mani Mizo Tripura,2002,5.0,1,438.7,645.2000000000003,667.9000000000001,2332.3,289.9905982905983,148.70940170940167,51.280766544155554,0.0,0,1.3272981667047008,0,2002-05-01,143.8,62.7,3.9,210.40000000000023,294.6000000000001,2207.4,139.9,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.6022135,1,FALSE_POSITIVE
Telangana,2009,6.0,2,85.8,103.40000000000003,105.4999999999996,859.8999999999999,143.082905982906,-57.282905982906,-40.03476557133215,57.282905982906,0,-0.9929384855996116,0,2009-06-01,13.1,4.5,2.1,19.700000000000056,20.4999999999996,907.0,11.0,1.2246467991473532e-16,-1.0,0,JUN,0,0.60209805,1,FALSE_POSITIVE
Sub Himalayan West Bengal & Sikkim,2006,3.0,1,39.8,57.50000000000131,337.90000000000083,2692.6,43.96666666666667,-4.166666666666671,-9.476876421531474,4.166666666666671,0,-0.1333494907525673,0,2006-03-01,17.0,0.7,0.5,18.200000000001307,528.0000000000008,2784.9,16.5,1.0,6.123233995736766e-17,0,MAR,0,0.6018524,1,FALSE_POSITIVE
Assam & Meghalaya,2011,6.0,2,316.0,646.3999999999997,777.8999999999994,2033.7000000000005,508.7418803418804,-192.74188034188035,-37.88598654633183,192.74188034188035,0,-1.8156316724711992,0,2011-06-01,238.3,92.1,109.0,439.39999999999975,469.4999999999994,2287.4000000000005,129.3,1.2246467991473532e-16,-1.0,0,JUN,0,0.60173744,1,FALSE_POSITIVE
Sub Himalayan West Bengal & Sikkim,2012,4.0,1,159.8,219.2000000000015,265.5000000000009,2418.7,110.91111111111113,48.8888888888889,44.07934281707074,0.0,0,0.8838345092057408,0,2012-04-01,45.5,13.9,15.3,74.70000000000148,152.40000000000092,2393.9,30.2,0.8660254037844387,-0.4999999999999998,0,APR,0,0.60165274,1,FALSE_POSITIVE
Gangetic West Bengal,2015,5.0,1,57.6,165.6000000000003,184.5999999999999,1256.0,107.8102564102564,-50.2102564102564,-46.57280121771393,50.2102564102564,0,-0.9930533508014568,0,2015-05-01,88.7,19.3,5.5,113.50000000000028,127.09999999999988,1322.8,83.2,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.6016204,1,FALSE_POSITIVE
Uttarakhand,2004,7.0,2,400.9,597.5999999999999,660.7999999999992,1405.6,392.3042735042735,8.595726495726467,2.1910866325632394,0.0,0,0.0874247860430712,0,2004-07-01,130.7,66.0,51.5,248.19999999999987,318.3999999999992,1520.0,79.19999999999999,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.6015634,1,FALSE_POSITIVE
Naga Mani Mizo Tripura,2004,8.0,2,284.3,1292.1,1855.6,2372.6,411.6213675213675,-127.3213675213675,-30.93167108599098,127.3213675213675,0,-1.0066105759797996,0,2004-08-01,558.6,449.2,211.0,1218.8000000000002,1574.0,2370.0,347.6,-0.8660254037844385,-0.5000000000000004,0,AUG,0,0.6014577,1,FALSE_POSITIVE
Naga Mani Mizo Tripura,2014,7.0,2,295.7,756.5000000000001,852.5,1513.5,437.6615384615385,-141.9615384615385,-32.43637514060743,141.9615384615385,0,-1.239139431893293,0,2014-07-01,268.3,192.5,49.6,510.4000000000002,558.0,1473.7,218.7,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.60136116,1,FALSE_POSITIVE
Naga Mani Mizo Tripura,2012,4.0,1,243.5,274.00000000000017,301.1,2042.0,171.34444444444443,72.15555555555557,42.11140652357176,0.0,0,0.9183073759084142,0,2012-04-01,20.3,10.2,24.5,55.00000000000017,150.2,1879.6,-4.199999999999999,0.8660254037844387,-0.4999999999999998,0,APR,0,0.6011985,1,FALSE_POSITIVE
Tamil Nadu,2010,6.0,2,70.0,184.7999999999999,198.7,935.1,52.11452991452991,17.88547008547009,34.31954603601536,0.0,0,0.9412456232285328,0,2010-06-01,91.9,22.9,1.9,116.69999999999987,234.9,892.1,90.0,1.2246467991473532e-16,-1.0,0,JUN,0,0.6011569,1,FALSE_POSITIVE
Tamil Nadu,2006,7.0,2,33.6,155.99999999999994,241.2,1250.1,71.19658119658119,-37.59658119658119,-52.80672268907563,37.59658119658119,0,-1.2149713133825697,0,2006-07-01,57.2,65.2,32.6,154.99999999999994,222.9,1304.4,24.6,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.6010559,1,FALSE_POSITIVE
Telangana,2004,7.0,2,216.7,315.9000000000002,368.99999999999966,887.4,246.5076923076923,-29.80769230769232,-12.09199276040692,29.80769230769232,0,-0.3114221942019073,0,2004-07-01,64.6,34.6,25.9,125.10000000000024,186.69999999999965,982.9,38.7,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.6010319,1,FALSE_POSITIVE
Lakshadweep,2014,5.0,1,57.4,76.70000000000039,172.69999999999993,1380.6,162.97543859649124,-105.57543859649124,-64.7799689975887,105.57543859649124,0,-0.9720561154987714,0,2014-05-01,14.9,4.4,16.1,35.400000000000404,193.39999999999992,1411.4999999999998,-1.200000000000001,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.600975,1,FALSE_POSITIVE
Naga Mani Mizo Tripura,2010,8.0,2,393.2,1172.3000000000002,1713.6,2178.3,411.6213675213675,-18.42136752136753,-4.475318575489466,18.42136752136753,0,-0.1456404665768875,0,2010-08-01,367.5,411.6,294.0,1073.1,1328.3000000000002,2166.0,73.5,-0.8660254037844385,-0.5000000000000004,0,AUG,0,0.60074204,1,FALSE_POSITIVE
Uttarakhand,2005,5.0,1,52.1,119.0999999999999,272.0999999999992,1298.3,56.16581196581196,-4.06581196581196,-7.238944517150066,4.06581196581196,0,-0.1103970879561286,0,2005-05-01,12.8,54.2,83.2,150.19999999999987,220.7999999999992,1312.2,-70.4,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.60048795,1,FALSE_POSITIVE
Lakshadweep,2004,5.0,1,330.2,339.80000000000024,355.9999999999999,1695.1999999999998,162.97543859649124,167.22456140350874,102.60721667240782,0.0,0,1.5396730502361635,0,2004-05-01,7.7,1.9,1.5,11.100000000000229,231.8999999999999,1474.6,6.2,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.60033774,1,FALSE_POSITIVE
Orissa,2009,7.0,2,586.0,741.4999999999995,745.8,1515.8,350.55470085470085,235.4452991452992,67.16364053063643,0.0,0,2.698732926610065,0,2009-07-01,87.3,68.2,1.1,156.59999999999948,161.7,1236.2,86.2,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.5999309,1,FALSE_POSITIVE
Andaman & Nicobar Islands,2014,7.0,2,467.6,1122.1999999999998,1141.8999999999992,2896.4000000000005,399.0472727272727,68.55272727272734,17.1790993092639,0.0,0,0.4581937725469517,0,2014-07-01,416.6,238.0,11.1,665.6999999999997,716.1999999999989,2993.6,405.5,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.599295,1,FALSE_POSITIVE
Vidarbha,2004,6.0,2,137.9,153.59999999999954,170.00000000000023,1034.6,173.2888888888889,-35.388888888888886,-20.42190305206463,35.388888888888886,0,-0.4602741995031823,0,2004-06-01,12.2,3.5,0.6,16.299999999999542,33.400000000000226,1036.9,11.6,1.2246467991473532e-16,-1.0,0,JUN,0,0.59926987,1,FALSE_POSITIVE
Andaman & Nicobar Islands,2010,5.0,1,319.0,332.19999999999965,489.8999999999991,2455.9,354.8297297297297,-35.829729729729706,-10.097724831856915,35.829729729729706,0,-0.239633302480808,0,2010-05-01,12.5,0.7,8.0,21.19999999999966,237.0999999999989,2450.0,4.5,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.59923404,1,FALSE_POSITIVE
Konkan & Goa,2016,5.0,1,2.1,4.400000000000455,4.500000000001137,2031.8999999999992,33.36239316239316,-31.26239316239316,-93.70548752369729,31.26239316239316,0,-0.5398527567836685,0,2016-05-01,0.3,2.0,0.1,2.4000000000004547,29.700000000001136,2041.099999999999,0.1999999999999999,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.5990592,1,FALSE_POSITIVE
Orissa,2012,6.0,2,169.6,225.6999999999996,281.0,1258.6,210.45042735042736,-40.85042735042737,-19.41095005827956,40.85042735042737,0,-0.5304189161427102,0,2012-06-01,21.3,34.8,0.9,56.999999999999545,111.8,1299.1,20.4,1.2246467991473532e-16,-1.0,0,JUN,0,0.59895337,1,FALSE_POSITIVE
Jharkhand,2006,6.0,2,198.3,321.4,344.3000000000003,1057.2,193.30427350427348,4.9957264957265295,2.584384920810396,0.0,0,0.0574626634153811,0,2006-06-01,107.4,15.7,22.4,145.49999999999994,152.10000000000025,1016.1,85.0,1.2246467991473532e-16,-1.0,0,JUN,0,0.5986141,1,FALSE_POSITIVE
Sub Himalayan West Bengal & Sikkim,2000,4.0,1,185.1,276.40000000000146,302.3000000000007,3421.6000000000004,110.91111111111113,74.18888888888888,66.89040272490482,0.0,0,1.3412188677197112,0,2000-04-01,55.1,36.2,10.7,102.00000000000148,363.2000000000007,3392.5000000000005,44.400000000000006,0.8660254037844387,-0.4999999999999998,0,APR,0,0.59845287,1,FALSE_POSITIVE
Kerala,2017,3.0,1,87.8,100.79999999999966,285.8000000000005,1929.8,37.12735042735042,50.672649572649576,136.48334446004748,0.0,0,1.6635647356215546,0,2017-03-01,0.3,12.7,22.0,34.99999999999966,282.10000000000053,1864.4,-21.7,1.0,6.123233995736766e-17,0,MAR,0,0.5984113,1,FALSE_POSITIVE
Konkan & Goa,2010,5.0,1,8.2,9.700000000000228,12.400000000000908,2722.999999999999,33.36239316239316,-25.16239316239316,-75.42142747348466,25.16239316239316,0,-0.4345152735246521,0,2010-05-01,1.5,0.0,0.0,1.5000000000002274,125.20000000000093,2720.399999999999,1.5,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.59780127,1,FALSE_POSITIVE
Andaman & Nicobar Islands,2007,6.0,2,378.3,802.8999999999996,814.3999999999992,2288.4,470.08363636363634,-91.78363636363632,-19.52495880810377,91.78363636363632,0,-0.6262446925708295,0,2007-06-01,370.0,54.6,5.0,429.5999999999997,510.49999999999886,2276.1,365.0,1.2246467991473532e-16,-1.0,0,JUN,0,0.59768176,1,FALSE_POSITIVE
Sub Himalayan West Bengal & Sikkim,2002,5.0,1,181.7,514.4000000000015,560.4000000000007,2610.4,268.4786324786325,-86.77863247863252,-32.32236088119191,86.77863247863252,0,-1.2508964839241523,0,2002-05-01,237.1,95.6,10.0,342.70000000000147,415.3000000000008,2775.9,227.1,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.59766644,1,FALSE_POSITIVE
Naga Mani Mizo Tripura,2012,3.0,1,20.3,55.00000000000017,150.2,1879.6,77.44273504273504,-57.14273504273504,-73.7870828182942,57.14273504273504,0,-0.9472622470250288,0,2012-03-01,10.2,24.5,0.2,34.900000000000176,388.2,1910.7,10.0,1.0,6.123233995736766e-17,0,MAR,0,0.59702706,1,FALSE_POSITIVE
Uttarakhand,2016,6.0,2,174.4,283.5999999999999,364.0999999999991,1085.4,162.7641025641026,11.63589743589742,7.148933488767752,0.0,0,0.1360288019303375,0,2016-06-01,99.3,9.9,45.8,154.9999999999999,196.89999999999907,1097.6,53.5,1.2246467991473532e-16,-1.0,0,JUN,0,0.59686124,1,FALSE_POSITIVE
Kerala,2007,7.0,2,966.3,1864.8999999999992,2016.3,3465.2,695.9794871794873,270.3205128205127,38.84029885938281,0.0,0,1.19309881035149,0,2007-07-01,705.9,192.7,138.5,1037.0999999999997,1050.5000000000002,3302.9,567.4,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.596609,1,FALSE_POSITIVE
Orissa,2013,5.0,1,57.7,113.39999999999957,127.59999999999994,1419.0,64.88888888888889,-7.188888888888883,-11.078767123287662,7.188888888888883,0,-0.1818721248021823,0,2013-05-01,53.6,2.1,7.8,63.499999999999545,141.99999999999994,1382.6,45.8,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.5964873,1,FALSE_POSITIVE
Lakshadweep,2008,5.0,1,180.4,316.9000000000003,451.79999999999984,2508.5,162.97543859649124,17.42456140350876,10.69152600757836,0.0,0,0.1604317414858219,0,2008-05-01,15.8,120.7,19.8,156.30000000000035,318.9999999999999,2494.3,-4.0,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.5964366,1,FALSE_POSITIVE
East Madhya Pradesh,2001,5.0,1,12.4,37.799999999999486,40.90000000000074,907.5,9.364957264957264,3.035042735042735,32.40850597791366,0.0,0,0.2514930202852559,0,2001-05-01,23.0,2.4,0.8,26.199999999999488,28.50000000000074,902.5000000000002,22.2,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.5963513,1,FALSE_POSITIVE
Konkan & Goa,2011,5.0,1,1.1,4.500000000000227,5.900000000001137,3770.199999999999,33.36239316239316,-32.26239316239316,-96.70287441717475,32.26239316239316,0,-0.5571211966621958,0,2011-05-01,3.4,0.0,0.0,3.4000000000002277,111.50000000000114,3777.299999999999,3.4,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.596308,1,FALSE_POSITIVE
Coastal Karnataka,2005,7.0,2,1177.3,2043.9,2116.6000000000004,3302.8,1121.2948717948718,56.00512820512813,4.994683344576433,0.0,0,0.1896703414466836,0,2005-07-01,821.6,45.0,72.5,939.0999999999996,939.8000000000002,2843.6,749.1,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.5963078,1,FALSE_POSITIVE
Rayalseema,2011,7.0,2,128.9,206.4000000000004,253.1,837.0,96.0051282051282,32.894871794871804,34.2636611292132,0.0,0,0.7216492552240815,0,2011-07-01,44.5,33.0,34.6,112.1000000000004,124.99999999999994,895.7,9.9,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.5961256,1,FALSE_POSITIVE
Orissa,2014,7.0,2,496.2,700.2999999999995,754.6999999999999,1609.9,350.55470085470085,145.64529914529913,41.54709629914981,0.0,0,1.6694228588816538,0,2014-07-01,92.2,111.9,11.7,215.7999999999996,258.49999999999994,1493.7,80.5,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.5953759,1,FALSE_POSITIVE
Tamil Nadu,2010,7.0,2,81.4,243.2999999999999,268.3,974.4,71.19658119658119,10.203418803418812,14.33133253301322,0.0,0,0.3297337350905049,0,2010-07-01,70.0,91.9,22.9,184.7999999999999,198.7,935.1,47.1,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.5950387,1,FALSE_POSITIVE
Jammu & Kashmir,2014,7.0,2,100.5,178.49999999999963,471.7,875.9,179.9586206896552,-79.45862068965519,-44.153828466314096,79.45862068965519,0,-0.994346035204176,0,2014-07-01,25.3,52.7,76.1,154.09999999999962,447.0,900.5,-50.8,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.59484637,1,FALSE_POSITIVE
Tamil Nadu,2015,5.0,1,112.4,242.89999999999984,319.5,997.5,70.22991452991452,42.17008547008548,60.0457593496331,0.0,0,1.3325869498554384,0,2015-05-01,108.8,21.7,2.3,132.79999999999987,317.90000000000003,1024.2,106.5,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.59476525,1,FALSE_POSITIVE
Rayalseema,2006,7.0,2,43.2,191.7000000000004,234.2,999.9,96.0051282051282,-52.8051282051282,-55.00240371775011,52.8051282051282,0,-1.158441403233668,0,2006-07-01,85.8,62.7,9.7,158.2000000000004,191.19999999999996,1089.9,76.1,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.59434116,1,FALSE_POSITIVE
Assam & Meghalaya,2001,2.0,0,39.7,45.60000000000001,451.5999999999995,2497.8000000000006,31.363247863247864,8.336752136752139,26.58127810328384,0.0,0,0.4000322702552717,0,2001-02-01,5.5,0.4,22.2,28.1,925.0999999999996,2471.8,-16.7,0.8660254037844386,0.5000000000000001,0,FEB,0,0.594087,1,FALSE_POSITIVE
South Interior Karnataka,2006,7.0,2,226.7,537.5,597.6999999999999,1280.0,230.15982905982904,-3.459829059829076,-1.503228897050366,3.459829059829076,0,-0.048323823248739,0,2006-07-01,183.7,127.1,24.7,335.5,371.19999999999993,1386.8,159.0,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.5939629,1,FALSE_POSITIVE
Konkan & Goa,2012,5.0,1,1.1,1.700000000000455,1.700000000001137,3822.399999999999,33.36239316239316,-32.26239316239316,-96.70287441717475,32.26239316239316,0,-0.5571211966621958,0,2012-05-01,0.6,0.0,0.0,0.6000000000004547,3.700000000001137,3822.399999999999,0.6,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.5934424,1,FALSE_POSITIVE
Naga Mani Mizo Tripura,2006,5.0,1,382.2,498.8000000000002,522.3,1873.4,289.9905982905983,92.20940170940167,31.79737627804024,0.0,0,0.8230103035515641,1,2006-05-01,111.1,5.5,12.4,129.00000000000023,155.7,1728.2,98.7,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.59340644,1,FALSE_POSITIVE
Orissa,2008,5.0,1,37.4,83.09999999999943,121.0,1629.8000000000002,64.88888888888889,-27.488888888888887,-42.36301369863013,27.488888888888887,0,-0.6954430243595044,0,2008-05-01,28.2,17.5,10.4,56.09999999999943,97.6,1655.2,17.799999999999997,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.59322697,1,FALSE_POSITIVE
Uttarakhand,2014,5.0,1,52.9,158.8999999999999,308.4999999999991,1713.8,56.16581196581196,-3.265811965811963,-5.8145904982195535,3.265811965811963,0,-0.0886750626614184,0,2014-05-01,37.6,68.4,99.9,205.8999999999999,258.7999999999991,1679.1,-62.3,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.5929832,1,FALSE_POSITIVE
South Interior Karnataka,2007,6.0,2,216.7,333.20000000000005,334.49999999999994,993.8,141.39145299145298,75.30854700854701,53.26244650240588,0.0,0,1.6421896269318854,0,2007-06-01,76.7,39.8,0.9,117.40000000000006,118.89999999999996,960.8,75.8,1.2246467991473532e-16,-1.0,0,JUN,0,0.5929329,1,FALSE_POSITIVE
Andaman & Nicobar Islands,2016,6.0,2,429.4,622.8999999999996,716.0999999999991,2666.6,470.08363636363634,-40.68363636363637,-8.654552768172783,40.68363636363637,0,-0.2775866413297059,0,2016-06-01,191.1,2.4,5.4,198.8999999999997,416.5999999999989,2583.6,185.7,1.2246467991473532e-16,-1.0,0,JUN,0,0.5929229,1,FALSE_POSITIVE
Sub Himalayan West Bengal & Sikkim,2014,1.0,0,0.2,19.000000000001364,943.1000000000008,2403.3,14.045299145299143,-13.845299145299146,-98.57603602507152,13.845299145299146,0,-0.8163173499252131,0,2014-01-01,2.7,16.1,199.8,218.6000000000014,1531.300000000001,2406.1,-197.1,0.4999999999999999,0.8660254037844387,0,JAN,0,0.5928293,1,FALSE_POSITIVE
Bihar,2015,7.0,2,231.5,393.1000000000004,460.7999999999995,990.5,325.18888888888887,-93.68888888888888,-28.81060580175624,93.68888888888888,0,-0.9719182421977852,0,2015-07-01,122.1,39.5,38.7,200.3000000000004,242.09999999999948,1024.4,83.39999999999999,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.592776,1,FALSE_POSITIVE
Orissa,2003,6.0,2,178.9,226.1999999999994,264.1,1066.9,210.45042735042736,-31.55042735042736,-14.991857107465878,31.55042735042736,0,-0.4096638533422324,0,2003-06-01,22.6,24.7,21.6,68.89999999999938,85.2,1070.4,1.0,1.2246467991473532e-16,-1.0,0,JUN,0,0.59213674,1,FALSE_POSITIVE
Assam & Meghalaya,2004,4.0,1,340.8,433.1,479.9999999999996,2520.9,205.1025641025641,135.6974358974359,66.16077009626203,0.0,0,1.8035209247369428,0,2004-04-01,72.8,19.5,15.3,107.6,370.9999999999996,2393.9,57.5,0.8660254037844387,-0.4999999999999998,0,APR,0,0.5920877,1,FALSE_POSITIVE
Rayalseema,2002,7.0,2,42.9,188.7000000000004,217.1,966.3,96.0051282051282,-53.1051282051282,-55.31488702526575,53.1051282051282,0,-1.165022817440638,0,2002-07-01,90.8,55.0,17.5,163.30000000000035,199.79999999999995,993.5,73.3,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.59183306,1,FALSE_POSITIVE
Coastal Karnataka,2015,6.0,2,735.3,957.7999999999996,992.5000000000002,3945.400000000001,842.2820512820513,-106.98205128205132,-12.70145209899845,106.98205128205132,0,-0.5566928338757694,0,2015-06-01,150.3,72.2,32.3,254.7999999999996,288.0000000000002,3717.1,118.0,1.2246467991473532e-16,-1.0,0,JUN,0,0.59176385,1,FALSE_POSITIVE
Gangetic West Bengal,2012,5.0,1,44.2,106.30000000000024,163.70000000000002,1595.4,107.8102564102564,-63.6102564102564,-59.00204537887075,63.6102564102564,0,-1.258077189596698,0,2012-05-01,57.7,4.4,15.3,77.40000000000023,120.8,1683.8,42.400000000000006,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.59162307,1,FALSE_POSITIVE
Himachal Pradesh,2010,5.0,1,81.4,186.79999999999987,316.7000000000002,976.6,58.29230769230769,23.10769230769232,39.64106624439168,0.0,0,0.6857182770919573,0,2010-05-01,60.3,45.1,96.6,201.99999999999983,328.40000000000026,948.7,-36.3,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.5916192,1,FALSE_POSITIVE
Kerala,2009,2.0,0,1.5,21.799999999999432,767.6000000000004,2498.4,15.374358974358977,-13.874358974358977,-90.24349566377585,13.874358974358977,0,-0.8602737737034073,0,2009-02-01,3.3,17.0,55.4,75.69999999999943,1115.1,2527.2,-52.1,0.8660254037844386,0.5000000000000001,0,FEB,0,0.5915509,1,FALSE_POSITIVE
North Interior Karnataka,2010,6.0,2,110.1,165.09999999999988,177.69999999999982,888.4,101.55811965811964,8.541880341880344,8.410829553200983,0.0,0,0.2509397672163513,0,2010-06-01,39.5,15.5,0.5,55.499999999999886,81.49999999999983,890.3,39.0,1.2246467991473532e-16,-1.0,0,JUN,0,0.5914525,1,FALSE_POSITIVE
Uttarakhand,2005,6.0,2,74.0,138.8999999999999,340.3999999999992,1241.6,162.7641025641026,-88.76410256410259,-54.535429597655884,88.76410256410259,0,-1.0376917287845822,0,2005-06-01,52.1,12.8,54.2,119.0999999999999,272.0999999999992,1298.3,-2.1000000000000014,1.2246467991473532e-16,-1.0,0,JUN,0,0.59132737,1,FALSE_POSITIVE
Rayalseema,2002,6.0,2,90.8,163.30000000000035,199.79999999999995,993.5,65.4948717948718,25.3051282051282,38.636808518968,0.0,0,0.7361947728610225,0,2002-06-01,55.0,17.5,7.7,80.20000000000034,147.09999999999994,926.7,47.3,1.2246467991473532e-16,-1.0,0,JUN,0,0.5912941,1,FALSE_POSITIVE
Sub Himalayan West Bengal & Sikkim,2005,4.0,1,155.5,308.6000000000014,341.5000000000008,2807.5,110.91111111111113,44.58888888888889,40.202364255660186,0.0,0,0.8060972466915084,0,2005-04-01,132.1,21.0,19.5,172.60000000000136,384.4000000000008,2815.5,112.6,0.8660254037844387,-0.4999999999999998,0,APR,0,0.5912134,1,FALSE_POSITIVE
Uttarakhand,2003,5.0,1,67.1,220.89999999999984,391.7999999999993,1526.6999999999998,56.16581196581196,10.934188034188033,19.46769333779712,0.0,0,0.2968908863196878,0,2003-05-01,54.1,99.7,126.0,279.79999999999984,327.69999999999925,1541.9,-71.9,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.59119296,1,FALSE_POSITIVE
Sub Himalayan West Bengal & Sikkim,2015,2.0,0,15.0,33.100000000001245,441.1000000000009,2326.4,22.68632478632479,-7.686324786324789,-33.8808725464341,7.686324786324789,0,-0.393392681163342,0,2015-02-01,15.7,2.4,5.3,23.40000000000125,989.4000000000008,2338.0,10.4,0.8660254037844386,0.5000000000000001,0,FEB,0,0.5910216,1,FALSE_POSITIVE
Lakshadweep,2006,5.0,1,327.9,361.2000000000003,407.8999999999999,1798.1999999999998,162.97543859649124,164.92456140350873,101.19596107475022,0.0,0,1.5184964480323866,0,2006-05-01,0.3,33.0,0.0,33.30000000000028,298.2999999999999,1563.0999999999997,0.3,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.59078085,1,FALSE_POSITIVE
Lakshadweep,2008,7.0,2,363.9,798.9000000000003,955.1999999999998,2126.2,280.7159292035398,83.18407079646016,29.632828828942426,0.0,0,0.7153619309384684,0,2008-07-01,254.6,180.4,15.8,450.8000000000004,596.8,2189.7,238.8,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.5907061,1,FALSE_POSITIVE
Jharkhand,2001,6.0,2,324.7,396.1,432.0000000000002,1319.8,193.30427350427348,131.3957264957265,67.97352387184635,0.0,0,1.5113614430858384,0,2001-06-01,57.4,14.0,30.0,101.4,107.50000000000024,1180.4,27.4,1.2246467991473532e-16,-1.0,0,JUN,0,0.5902664,1,FALSE_POSITIVE
Jharkhand,2014,5.0,1,98.2,122.99999999999976,180.40000000000023,1306.0000000000002,48.59145299145299,49.60854700854701,102.09315415464717,0.0,0,1.740494211702306,0,2014-05-01,1.9,22.9,47.5,72.29999999999977,82.20000000000023,1292.8000000000002,-45.6,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.59005916,1,FALSE_POSITIVE
Arunachal Pradesh,2006,2.0,0,103.7,113.00000000000068,524.4999999999991,2229.2000000000003,90.88367346938776,12.816326530612244,14.101901960344012,0.0,0,0.2775620184493155,0,2006-02-01,6.0,3.3,28.6,37.90000000000068,820.7999999999992,2293.1,-22.6,0.8660254037844386,0.5000000000000001,0,FEB,0,0.5899111,1,FALSE_POSITIVE
Andaman & Nicobar Islands,2015,5.0,1,331.9,473.1999999999996,707.9999999999991,2930.5,354.8297297297297,-22.92972972972973,-6.462178281170261,22.92972972972973,0,-0.1533566371160275,0,2015-05-01,138.2,3.1,7.6,148.89999999999964,577.2999999999988,2836.6,130.6,0.4999999999999999,-0.8660254037844387,0,MAY,0,0.58977777,1,FALSE_POSITIVE
