subdivision,year,month,season,rainfall_mm,rainfall_3m,rainfall_6m,rainfall_12m,historical_monthly_mean,rainfall_anomaly,rainfall_anomaly_pct,rainfall_deficit_mm,rainfall_missing,rainfall_zscore,target_3m_stress,date,rainfall_lag_1m,rainfall_lag_2m,rainfall_lag_3m,rainfall_prev_3m,rainfall_prev_6m,rainfall_prev_12m,rainfall_trend_3m,month_sin,month_cos,target_3m_severe_anomaly,original_month,actual,predicted_probability,predicted,error_type
Bihar,2006,9.0,2,285.2,736.3000000000003,1028.6999999999996,1065.2,217.83504273504275,67.36495726495724,30.92475683395652,0.0,0,0.8442064047492653,0,2006-09-01,160.4,290.7,200.0,651.1000000000004,745.3999999999996,885.0999999999999,-39.6,-1.0,-1.8369701987210294e-16,0,SEP,0,0.089191444,0,TRUE_NEGATIVE
Saurashtra & Kutch,2011,9.0,2,210.1,713.6999999999998,739.7000000000002,816.9999999999999,74.9957264957265,135.1042735042735,180.1492962561969,0.0,0,1.8308081884902847,0,2011-09-01,290.9,212.7,26.0,529.5999999999999,529.6000000000001,794.4999999999999,264.9,-1.0,-1.8369701987210294e-16,0,SEP,0,0.08907757,0,TRUE_NEGATIVE
Gujarat Region,2016,8.0,2,303.9,591.5000000000002,592.4999999999998,688.3999999999996,258.8957264957265,45.0042735042735,17.383165845735338,0.0,0,0.3259695439468361,0,2016-08-01,255.8,31.8,0.4,288.0000000000003,288.5999999999998,421.8999999999997,255.4,-0.8660254037844385,-0.5000000000000004,0,AUG,0,0.08905089,0,TRUE_NEGATIVE
East Rajasthan,2009,3.0,1,2.4,3.1,8.6,647.0000000000002,4.51880341880342,-2.11880341880342,-46.8885946661623,2.11880341880342,0,-0.2336738728253815,0,2009-03-01,0.2,0.5,0.1,0.8,118.9,645.1000000000003,0.1,1.0,6.123233995736766e-17,0,MAR,0,0.08905076,0,TRUE_NEGATIVE
Punjab,2003,3.0,1,19.4,86.3999999999999,92.69999999999996,345.30000000000007,23.666666666666668,-4.266666666666669,-18.028169014084515,4.266666666666669,0,-0.1877061670969157,0,2003-03-01,56.4,10.6,3.7,70.69999999999992,168.29999999999995,332.70000000000005,52.7,1.0,6.123233995736766e-17,0,MAR,0,0.08902571,0,TRUE_NEGATIVE
Orissa,2001,1.0,0,0.4,2.099999999999318,460.3,1096.7,12.152136752136752,-11.752136752136751,-96.70839780559854,11.752136752136751,0,-0.7560334430343645,0,2001-01-01,0.1,1.6,26.6,28.29999999999932,732.2,1097.2,-26.5,0.4999999999999999,0.8660254037844387,0,JAN,0,0.08882759,0,TRUE_NEGATIVE
Jammu & Kashmir,2012,10.0,3,15.7,387.2999999999996,587.6,1002.8,33.61367521367521,-17.91367521367521,-53.292819365337664,17.91367521367521,0,-0.5174894279299552,0,2012-10-01,106.7,264.9,118.8,490.3999999999996,658.5,1006.5,-12.099999999999994,-0.8660254037844386,0.5000000000000001,0,OCT,0,0.08872735,0,TRUE_NEGATIVE
West Madhya Pradesh,2003,3.0,1,0.1,22.29999999999972,34.90000000000011,685.0000000000002,5.1179487179487175,-5.017948717948718,-98.04609218436876,5.017948717948718,0,-0.5651441897104683,0,2003-03-01,21.1,1.1,0.8,22.99999999999972,175.80000000000013,686.4000000000002,20.3,1.0,6.123233995736766e-17,0,MAR,0,0.088700786,0,TRUE_NEGATIVE
Tamil Nadu,2006,11.0,3,215.1,571.8,736.0,1050.2,175.3777777777778,39.7222222222222,22.649518499746566,0.0,0,0.4381479641967362,0,2006-11-01,240.4,116.3,73.4,430.0999999999999,586.1,1188.5,167.0,-0.5000000000000004,0.8660254037844384,0,NOV,0,0.088690266,0,TRUE_NEGATIVE
Jharkhand,2004,9.0,2,211.5,739.1999999999999,995.7000000000004,1276.1,227.1367521367521,-15.636752136752136,-6.8842897460018815,15.636752136752136,0,-0.2134122325287164,0,2004-09-01,327.0,200.7,184.4,712.0999999999999,787.3000000000002,1288.6,142.6,-1.0,-1.8369701987210294e-16,0,SEP,0,0.0886091,0,TRUE_NEGATIVE
Sub Himalayan West Bengal & Sikkim,2009,10.0,3,235.1,978.1000000000012,2093.500000000001,2336.4,143.94358974358977,91.15641025641024,63.327870604581534,0.0,0,1.029011760942205,0,2009-10-01,174.6,568.4,456.1,1199.1000000000015,1973.6000000000008,2199.2000000000003,-281.5,-0.8660254037844386,0.5000000000000001,0,OCT,0,0.088587575,0,TRUE_NEGATIVE
East Uttar Pradesh,2009,9.0,2,139.6,466.0000000000002,519.3,532.1000000000001,183.4521367521368,-43.85213675213677,-23.90385717413892,43.85213675213677,0,-0.5346716480488747,0,2009-09-01,177.0,149.4,29.9,356.30000000000024,380.5,505.2000000000001,147.1,-1.0,-1.8369701987210294e-16,0,SEP,0,0.088535495,0,TRUE_NEGATIVE
Kerala,2011,1.0,0,20.5,402.39999999999947,1475.4000000000003,3133.8,12.171794871794871,8.328205128205129,68.42216136507268,0.0,0,0.5398053223980108,0,2011-01-01,46.8,335.1,441.4,823.2999999999994,2083.9000000000005,3131.9,-394.6,0.4999999999999999,0.8660254037844387,0,JAN,0,0.088520035,0,TRUE_NEGATIVE
Punjab,2006,3.0,1,46.1,64.79999999999991,65.19999999999997,492.1000000000001,23.666666666666668,22.433333333333334,94.7887323943662,0.0,0,0.9869238316892516,0,2006-03-01,3.7,15.0,0.0,18.699999999999918,125.79999999999995,474.6000000000001,3.7,1.0,6.123233995736766e-17,0,MAR,0,0.088493966,0,TRUE_NEGATIVE
Coastal Andhra Pradesh,2008,2.0,0,61.6,65.3,532.0000000000003,1159.1,12.71025641025641,48.88974358974359,384.64797256405086,0.0,0,2.457956828669731,0,2008-02-01,3.2,0.5,11.9,15.6,634.8000000000003,1102.6,-8.7,0.8660254037844386,0.5000000000000001,0,FEB,0,0.08847945,0,TRUE_NEGATIVE
Lakshadweep,2007,12.0,3,109.6,413.3000000000004,1592.8999999999996,2361.5999999999995,61.82142857142857,47.77857142857143,77.28480647024841,0.0,0,0.776373621214323,0,2007-12-01,47.6,256.1,457.5,761.2000000000003,2056.7,2262.9,-409.9,-2.4492935982947064e-16,1.0,0,DEC,0,0.08842266,0,TRUE_NEGATIVE
East Uttar Pradesh,2016,3.0,1,9.5,16.10000000000023,33.3,537.1000000000001,8.873504273504274,0.626495726495726,7.060296667308798,0.0,0,0.0530408211800228,0,2016-03-01,1.3,5.3,4.9,11.500000000000227,45.7,575.8000000000002,-3.6000000000000005,1.0,6.123233995736766e-17,0,MAR,0,0.088388115,0,TRUE_NEGATIVE
Konkan & Goa,2006,11.0,3,22.5,624.8000000000002,3260.500000000001,3482.3,24.272649572649573,-1.7726495726495737,-7.303074051903239,1.7726495726495737,0,-0.0528325402599188,0,2006-11-01,202.4,399.9,886.4,1488.7000000000005,3449.8000000000006,3459.7999999999997,-684.0,-0.5000000000000004,0.8660254037844384,0,NOV,0,0.08834709,0,TRUE_NEGATIVE
Punjab,2002,7.0,2,50.4,95.89999999999992,112.59999999999997,210.60000000000005,168.19059829059827,-117.79059829059828,-70.03399683915785,117.79059829059828,0,-1.744767170031387,0,2002-07-01,24.7,20.8,3.3,48.79999999999991,64.59999999999997,334.1000000000001,21.4,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.08831484,0,TRUE_NEGATIVE
Rayalseema,2013,10.0,3,169.3,442.8000000000004,651.1999999999999,869.9,135.02478632478633,34.27521367521368,25.38438653238721,0.0,0,0.4890579231067887,0,2013-10-01,163.2,110.3,95.7,369.2000000000004,508.69999999999993,814.3,67.49999999999999,-0.8660254037844386,0.5000000000000001,0,OCT,0,0.08830668,0,TRUE_NEGATIVE
Saurashtra & Kutch,2003,7.0,2,402.2,470.3999999999999,470.8000000000002,604.3999999999999,195.7282051282052,206.47179487179488,105.48903503026172,0.0,0,1.719927194339127,0,2003-07-01,68.2,0.0,0.0,68.19999999999989,68.60000000000024,210.19999999999996,68.2,-0.4999999999999997,-0.8660254037844388,0,JUL,0,0.088281386,0,TRUE_NEGATIVE
Lakshadweep,2016,12.0,3,74.7,165.3000000000004,589.7,1065.6999999999998,61.82142857142857,12.878571428571432,20.831889081455817,0.0,0,0.2092691940573217,0,2016-12-01,32.0,58.6,75.6,166.2000000000004,836.1,1149.9999999999998,-43.6,-2.4492935982947064e-16,1.0,0,DEC,0,0.08822868,0,TRUE_NEGATIVE
Telangana,2014,2.0,0,2.9,5.800000000000001,389.49999999999966,1320.4,9.524786324786325,-6.624786324786324,-69.55312275664033,6.624786324786324,0,-0.4374662535029039,0,2014-02-01,0.2,2.7,16.4,19.3,617.1999999999997,1346.5,-16.2,0.8660254037844386,0.5000000000000001,0,FEB,0,0.0881172,0,TRUE_NEGATIVE
West Uttar Pradesh,2009,9.0,2,125.4,428.19999999999993,466.79999999999984,482.29999999999984,145.33931623931625,-19.93931623931624,-13.719148235487836,19.93931623931624,0,-0.2263061372088846,0,2009-09-01,184.5,118.3,17.1,319.89999999999986,342.5999999999998,447.79999999999984,167.4,-1.0,-1.8369701987210294e-16,0,SEP,0,0.08810078,0,TRUE_NEGATIVE
West Uttar Pradesh,2005,9.0,2,202.5,596.6999999999998,671.8999999999999,783.8999999999999,145.33931623931625,57.16068376068375,39.3291266532194,0.0,0,0.6487591343073335,0,2005-09-01,96.0,298.2,67.1,461.2999999999999,491.99999999999983,665.3999999999999,28.90000000000001,-1.0,-1.8369701987210294e-16,0,SEP,0,0.088060915,0,TRUE_NEGATIVE
Matathwada,2006,2.0,0,0.0,0.0,313.9999999999999,926.6,4.394017094017094,-4.394017094017094,-100.0,4.394017094017094,0,-0.5072915134607713,0,2006-02-01,0.0,0.0,0.0,0.0,438.0999999999999,927.3000000000002,0.0,0.8660254037844386,0.5000000000000001,0,FEB,0,0.08804338,0,TRUE_NEGATIVE
East Uttar Pradesh,2015,9.0,2,21.9,376.7000000000002,503.8,669.2,183.4521367521368,-161.55213675213676,-88.06228131886563,161.55213675213676,0,-1.9697408974916872,0,2015-09-01,175.8,179.0,95.3,450.1000000000002,530.1,754.0000000000001,80.50000000000001,-1.0,-1.8369701987210294e-16,0,SEP,0,0.08799513,0,TRUE_NEGATIVE
East Madhya Pradesh,2017,1.0,0,4.6,4.599999999999431,635.5000000000006,1324.4000000000003,19.28205128205128,-14.68205128205128,-76.1436170212766,14.68205128205128,0,-0.6623217811488512,0,2017-01-01,0.0,0.0,29.0,28.99999999999943,1183.1000000000008,1340.0000000000002,-29.0,0.4999999999999999,0.8660254037844387,0,JAN,0,0.08790861,0,TRUE_NEGATIVE
Tamil Nadu,2002,10.0,3,93.7,152.39999999999992,220.5,338.5,181.9564102564103,-88.25641025641026,-48.50415005002608,88.25641025641026,0,-1.30760816019101,1,2002-10-01,32.2,26.5,11.8,70.49999999999993,135.99999999999994,314.3,20.4,-0.8660254037844386,0.5000000000000001,0,OCT,0,0.087864876,0,TRUE_NEGATIVE
Bihar,2010,9.0,2,105.7,455.3000000000004,587.0999999999996,667.0,217.83504273504275,-112.13504273504276,-51.47704489007992,112.13504273504276,0,-1.4052576460699364,0,2010-09-01,158.4,191.2,80.9,430.50000000000045,481.5999999999996,688.9,77.5,-1.0,-1.8369701987210294e-16,0,SEP,0,0.08771603,0,TRUE_NEGATIVE
