observations,events,event_rate,alerts,alert_rate,precision,recall,f1,pr_auc,roc_auc,true_positive,false_positive,false_negative,true_negative,false_positive_rate,average_probability,maximum_probability
7668,424,0.05529473135106938,1349,0.17592592592592593,0.1608598962194218,0.5117924528301887,0.24478285391990975,0.15354719107975195,0.8047325112259462,217,1132,207,6112,0.15626725565985644,0.039652179522965576,0.16743715
