observations,events,event_rate,alerts,alert_rate,precision,recall,f1,pr_auc,roc_auc
7668,424,0.05529473135106938,4847,0.6321074595722483,0.08520734474932948,0.9740566037735849,0.15670650730411687,0.12033300224207569,0.7676170519779544
