year,month,season,rainfall_mm,rainfall_3m,rainfall_6m,rainfall_12m,historical_monthly_mean,rainfall_anomaly,rainfall_anomaly_pct,rainfall_deficit_mm,rainfall_missing,rainfall_zscore,rainfall_lag_1m,rainfall_lag_2m,rainfall_lag_3m,rainfall_prev_3m,rainfall_prev_6m,rainfall_prev_12m,rainfall_trend_3m,month_sin,month_cos
-0.16408753,0.0,-0.49308485,-0.04113908,-0.062268306,-0.061572425,0.22119339,-0.4458062,0.031076895,0.0012589502,0.004164776,5.8720405e-05,-0.15417111,-0.00085116853,-0.2341137,-0.088722795,-0.17973465,-0.24088773,0.19447255,-0.0043871882,-0.09011741,-1.7110789
-0.16507074,0.0,-0.45283562,-0.020690631,-0.10182067,-0.061456762,0.22699884,0.06849254,0.0060610687,-0.06257096,0.0026142455,5.8525944e-05,-0.058980934,-0.07278157,-0.040287763,-0.097715735,-0.3052376,-0.2549568,0.26533353,-0.033749383,-0.07977969,-1.4738253
-0.51944375,0.0,0.045197196,0.009030329,0.0020277735,0.014245773,0.07711828,0.073158905,-0.022969747,-0.0917834,-0.027281968,5.8624315e-05,0.17078246,-0.01627088,-0.0074758613,-0.008073241,0.005731739,-0.023814403,0.18683103,-0.061452553,0.036564346,0.4710174
-0.26764715,0.0,0.070806295,0.031118432,-0.002813682,0.03483236,0.027852798,0.1009383,0.005621615,0.025724517,0.005336782,5.916015e-05,-0.07027659,-0.0016144379,-0.058829077,0.04464368,-0.026092622,0.047893077,-0.036745958,0.029318664,-0.19925165,-0.6133921
-0.3215184,0.0,0.038298722,0.060302295,-0.23344097,-0.046934396,-0.009622323,0.0019764167,0.0055229533,-0.0020926008,-0.011460604,5.8818776e-05,-0.0086708525,-0.21509624,-0.007157922,0.017904606,-0.09192026,-0.06990161,0.042657636,-0.104886465,-0.1504522,0.23783499
-0.49499494,0.0,0.044854462,-0.01611886,-0.0073635336,0.016430445,0.017255228,0.06945081,-0.016572323,-0.05607147,0.0017841167,5.8376707e-05,0.018605877,-0.0029132413,-0.035112184,-0.005559634,0.043392975,-0.07451565,0.027280018,0.022307001,0.02728451,0.4435627
-0.4018657,0.0,0.035536416,0.012394859,-0.06619628,-0.056865435,-0.13159256,0.019602913,-0.012507076,0.018209258,0.0042055813,5.898889e-05,0.00012412498,0.0073141376,-0.079387,-0.12606,-0.12086902,-0.05333182,-0.7128414,-0.022783387,-0.28501916,-0.7948583
-0.22326277,0.0,-0.27077958,-0.011522844,-0.091037884,-0.041345075,-0.04831751,0.049882896,-0.022568217,-0.025748828,0.003212419,5.8924314e-05,-0.07676657,-0.03109693,-0.18164043,-0.029781057,-0.20825887,-0.1612653,-0.48490238,0.011523994,-0.13130036,-1.4255165
-0.56700766,0.0,0.058586664,-0.018207422,0.013769584,-0.027343325,-0.034407392,-0.00082054187,0.0027633342,-0.028126845,0.002035313,5.880351e-05,-0.07736579,0.016727433,-0.011649062,-0.0009476984,0.00023410624,-0.0030427708,-0.06263483,0.004581523,0.222054,-0.5518994
-0.60312974,0.0,0.05409132,-0.035157107,0.003747092,-0.016449958,-0.032841533,-0.15399371,0.04159174,-0.037787136,0.004747307,5.8818776e-05,-0.05699038,0.0094333,0.009005753,-0.03316672,0.0029487102,0.13402054,0.024431497,0.03799232,0.0113573205,0.35448703
-0.33925614,0.0,-0.30617532,-0.004637145,-0.037719946,-0.035688993,0.41724467,0.39646626,-0.015385362,-0.017195664,-0.04429868,5.9218237e-05,0.06908377,-0.16211978,-0.16683643,-0.08083761,-0.2048261,-0.18840292,0.22735909,-0.18944055,-0.076163664,-0.9807594
-0.50699306,0.0,0.06101567,0.027929744,-0.015235915,0.023912342,-0.124921374,0.015055147,-0.023712695,-0.03824058,0.00807239,5.902269e-05,-0.069942676,0.008517723,-0.04497735,0.031792745,-0.10656608,-0.053043693,-0.033777833,-0.08427435,-0.007518106,0.29306382
