observations,events,event_rate,alerts,alert_rate,true_positive,false_positive,false_negative,true_negative,precision,recall,f1,pr_auc,roc_auc,brier_score,false_positive_rate
7668,424,0.05529473135106938,1349,0.17592592592592593,217,1132,207,6112,0.1608598962194218,0.5117924528301887,0.24478285391990975,0.15354719107975195,0.8047325112259462,0.04939057673366155,0.1562672556598564
